;populacao_7
"AF";"1270"
"AL";"5441"
"DZ";"74899"
"AO";"2175"
"AG";"143"
"AR";"106263"
"AM";"4713"
"AW";"123"
"AU";"73587"
"AT";"17427"
"AZ";"3640"
"BS";"869"
"BH";"1382"
"BD";"904490"
"BB";"376"
"BY";"9391"
"BE";"22333"
"BZ";"089"
"BJ";"437"
"BT";"2743"
"BO";"13738"
"BA";"7116"
"BW";"508"
"BR";"898198"
"BN";"782"
"BG";"3869"
"BF";"150"
"BI";"443"
"CV";"244"
"KH";"4189"
"CM";"3125"
"CA";"104085"
"CF";"321"
"TD";"312"
"CL";"98522"
"CN";"2577651"
"HK";"92027"
"MO";"6491"
"TW";"135160"
"CO";"96849"
"KM";"018"
"CG";"1684"
"CR";"21188"
"CI";"243"
"HR";"9433"
"CU";"63300"
"CW";"609"
"CY";"3909"
"CZ";"22704"
"KP";"20953"
"CD";"8483"
"DK";"13389"
"DJ";"063"
"DO";"38702"
"EC";"39709"
"EG";"33125"
"SV";"10828"
"GQ";"149"
"ER";"1912"
"EE";"3094"
"ET";"25287"
"FJ";"349"
"FI";"12171"
"FR";"244663"
"GF";"1388"
"PF";"675"
"GA";"770"
"GM";"015"
"GE";"2202"
"DE";"139155"
"GH";"854"
"GR";"42227"
"GD";"059"
"GP";"3742"
"GU";"559"
"GT";"20138"
"GN";"443"
"GW";"022"
"GY";"035"
"HT";"2362"
"HN";"12963"
"HU";"13562"
"IS";"784"
"IN";"635663"
"ID";"38545"
"IR";"103478"
"IQ";"5843"
"IE";"10788"
"IL";"33425"
"IT";"239782"
"JM";"4697"
"JP";"846628"
"JO";"4179"
"KZ";"7287"
"KE";"18198"
"KI";"008"
"KW";"811"
"KG";"1217"
"LA";"1083"
"LV";"1867"
"LB";"16316"
"LS";"129"
"LR";"269"
"LY";"2814"
"LT";"2994"
"LU";"741"
"MG";"5204"
"MW";"1397"
"MY";"29943"
"MV";"1373"
"ML";"191"
"MT";"1512"
"MQ";"3015"
"MR";"058"
"MU";"2406"
"YT";"1157"
"MX";"444621"
"FM";"845"
"FM";"003"
"MN";"1560"
"ME";"954"
"MA";"37524"
"MZ";"4043"
"MM";"3156"
"NA";"464"
"NP";"13047"
"NL";"33362"
"NC";"693"
"NZ";"7120"
"NI";"25280"
"NE";"339"
"NG";"1486"
"NO";"10082"
"OM";"14482"
"PK";"9277"
"PA";"18262"
"PG";"1163"
"PY";"4627"
"PE";"89354"
"PH";"19680"
"PL";"85234"
"PT";"30307"
"PR";"17636"
"QA";"4695"
"KR";"381119"
"MD";"1721"
"RE";"5669"
"RO";"25549"
"RU";"94637"
"RW";"3641"
"LC";"684"
"VC";"093"
"WS";"449"
"ST";"020"
"SA";"31593"
"SN";"1437"
"RS";"7944"
"SC";"145"
"SL";"026"
"SG";"55419"
"SK";"8997"
"SI";"5001"
"SB";"232"
"SO";"279"
"ZA";"32450"
"SS";"363"
"ES";"165446"
"LK";"41873"
"PS";"2141"
"SD";"2239"
"SR";"345"
"SZ";"101"
"SE";"18764"
"CH";"18800"
"SY";"19555"
"TJ";"6566"
"MK";"1299"
"TH";"231781"
"TL";"169"
"TG";"032"
"TO";"105"
"TT";"771"
"TN";"15773"
"TR";"144495"
"TM";"887"
"UG";"4741"
"UA";"30625"
"AE";"15624"
"GB";"172776"
"TZ";"15876"
"US";"524453"
"VI";"334"
"UY";"10134"
"UZ";"19231"
"VU";"130"
"VE";"90479"
"VN";"478538"
"EH";"195"
"YE";"952"
"ZM";"3406"
"ZW";"3218"
