;populacao_5
"BI";"80,1"
"KM";"65,5"
"DJ";"18,8"
"ER";"49,0"
"ET";"70,3"
"KE";"63,5"
"MG";"51,6"
"MW";"76,7"
"MU";"56,8"
"YT";"53,0"
"MZ";"54,1"
"RE";"0,1"
"RW";"78,5"
"SC";"36,2"
"SO";"44,8"
"SS";"73,2"
"UG";"65,6"
"TZ";"54,1"
"ZM";"46,5"
"ZW";"63,6"
"AO";"25,1"
"CM";"34,1"
"CF";"49,2"
"TD";"70,2"
"CG";"25,6"
"CD";"45,2"
"GQ";"21,1"
"GA";"6,5"
"ST";"18,2"
"DZ";"20,0"
"EG";"53,2"
"LY";"15,0"
"MA";"29,0"
"SD";"57,2"
"TN";"25,2"
"EH";"11,5"
"BW";"20,9"
"LS";"63,2"
"NA";"35,8"
"ZA";"25,8"
"SZ";"71,9"
"BJ";"42,9"
"BF";"59,6"
"CV";"27,3"
"CI";"40,6"
"GM";"29,0"
"GH";"33,9"
"GN";"55,8"
"GW";"49,3"
"LR";"39,9"
"ML";"45,6"
"MR";"34,3"
"NE";"79,5"
"NG";"37,8"
"SH";"55,2"
"SN";"44,0"
"SL";"49,4"
"TG";"48,4"
"CN";"26,1"
"HK";"0,0"
"MO";"0,0"
"TW";"16,1"
"KP";"32,5"
"JP";"6,8"
"MN";"27,9"
"KR";"17,1"
"KZ";"38,1"
"KG";"56,2"
"TJ";"66,7"
"TM";"39,3"
"UZ";"46,5"
"AF";"68,0"
"BD";"51,0"
"BT";"48,9"
"IN";"56,8"
"IR";"18,1"
"MV";"52,7"
"NP";"71,9"
"PK";"56,9"
"LK";"76,9"
"BN";"17,6"
"KH";"68,2"
"ID";"34,4"
"LA";"53,8"
"MY";"16,5"
"MM";"62,4"
"PH";"46,7"
"SG";"0,0"
"TH";"38,4"
"TL";"62,7"
"VN";"52,1"
"AM";"32,5"
"AZ";"36,6"
"BH";"8,5"
"CY";"30,6"
"GE";"33,8"
"IQ";"24,8"
"IL";"6,0"
"JO";"6,2"
"KW";"0,0"
"LB";"8,6"
"OM";"6,9"
"QA";"0,4"
"SA";"12,5"
"PS";"18,7"
"SY";"35,4"
"TR";"18,1"
"AE";"9,9"
"YE";"52,4"
"BY";"15,2"
"BG";"19,4"
"CZ";"22,6"
"HU";"23,2"
"PL";"36,8"
"MD";"52,2"
"RO";"41,3"
"RU";"21,4"
"SK";"42,4"
"UA";"26,8"
"DK";"9,8"
"EE";"27,2"
"FO";"53,6"
"FI";"12,6"
"IS";"5,2"
"IE";"31,3"
"IM";"42,8"
"LV";"28,8"
"LT";"27,7"
"NO";"12,7"
"SE";"8,8"
"GB";"12,6"
"AL";"27,8"
"AD";"11,9"
"BA";"43,8"
"HR";"36,1"
"GI";"0,0"
"GR";"15,9"
"VA";"0,0"
"IT";"24,0"
"MT";"4,3"
"ME";"27,5"
"PT";"26,4"
"SM";"1,4"
"RS";"38,7"
"SI";"38,9"
"ES";"15,4"
"MK";"34,6"
"AT";"36,2"
"BE";"1,4"
"FR";"15,1"
"DE";"19,9"
"LI";"83,5"
"LU";"6,2"
"MC";"0,0"
"NL";"4,5"
"CH";"23,4"
"AI";"0,0"
"AG";"74,3"
"AW";"52,0"
"BS";"14,3"
"BB";"65,6"
"VG";"45,0"
"KY";"0,0"
"CU";"20,1"
"CW";"10,1"
"DM";"24,3"
"DO";"10,6"
"GD";"59,3"
"GP";"1,2"
"HT";"32,0"
"JM";"37,2"
"MQ";"9,2"
"MS";"89,5"
"PR";"5,6"
"KN";"66,0"
"LC";"78,4"
"VC";"40,6"
"SX";"0,0"
"TT";"43,5"
"TC";"4,2"
"VI";"3,0"
"BZ";"49,5"
"CR";"12,7"
"SV";"18,8"
"GT";"40,9"
"HN";"33,0"
"MX";"15,2"
"NI";"35,7"
"PA";"25,8"
"AR";"6,2"
"BO";"24,5"
"BR";"9,8"
"CL";"10,5"
"CO";"14,4"
"EC";"31,5"
"FK";"16,6"
"GF";"11,2"
"GY";"70,0"
"PY";"32,3"
"PE";"18,2"
"SR";"31,0"
"UY";"3,4"
"VE";"10,4"
"BM";"0,0"
"CA";"16,2"
"GL";"9,9"
"PM";"9,0"
"US";"14,0"
"AU";"11,6"
"NZ";"11,4"
"FJ";"35,9"
"NC";"23,1"
"PG";"83,2"
"SB";"68,8"
"VU";"71,3"
"FM";"27,4"
"GU";"4,0"
"KI";"35,2"
"MH";"17,6"
"FM";"73,5"
"NR";"0,0"
"MP";"6,7"
"PW";"13,6"
"AS";"11,5"
"CK";"20,9"
"PF";"35,3"
"NU";"45,0"
"WS";"82,3"
"TK";"100,0"
"TO";"75,2"
"TV";"27,2"
"WF";"100,0"
