;populacao_5
"BI";"97,4"
"KM";"81,3"
"DJ";"40,5"
"ER";"87,6"
"ET";"91,7"
"KE";"90,5"
"MG";"86,6"
"MW";"94,5"
"MU";"59,0"
"YT";"75,8"
"MZ";"91,5"
"RE";"59,1"
"RW";"96,9"
"SC";"63,4"
"SO";"78,4"
"SS";"91,3"
"UG";"93,7"
"TZ";"93,2"
"ZM";"72,2"
"ZW";"83,7"
"AO";"86,1"
"CM";"81,1"
"CF";"74,2"
"TD";"89,8"
"CG";"62,4"
"CD";"75,9"
"GQ";"73,2"
"GA";"71,5"
"ST";"73,7"
"DZ";"60,8"
"EG";"59,2"
"LY";"56,9"
"MA";"66,6"
"SD";"84,8"
"TN";"58,2"
"EH";"60,3"
"BW";"94,1"
"LS";"92,2"
"NA";"78,6"
"ZA";"52,4"
"SZ";"91,7"
"BJ";"85,1"
"BF";"94,5"
"CV";"81,1"
"CI";"73,3"
"GM";"82,6"
"GH";"72,1"
"GN";"85,3"
"GW";"85,2"
"LR";"75,6"
"ML";"86,4"
"MR";"87,4"
"NE";"92,1"
"NG";"82,7"
"SH";"52,8"
"SN";"71,5"
"SL";"77,5"
"TG";"81,3"
"CN";"82,3"
"HK";"12,8"
"MO";"3,3"
"TW";"64,6"
"KP";"51,0"
"JP";"29,7"
"MN";"56,3"
"KR";"63,2"
"KZ";"51,0"
"KG";"63,1"
"TJ";"63,6"
"TM";"52,4"
"UZ";"63,9"
"AF";"89,1"
"BD";"93,0"
"BT";"94,5"
"IN";"80,6"
"IR";"60,6"
"MV";"88,5"
"NP";"96,1"
"PK";"75,7"
"LK";"82,6"
"BN";"41,9"
"KH";"86,7"
"ID";"83,5"
"LA";"91,0"
"MY";"68,0"
"MM";"77,9"
"PH";"67,6"
"SG";"0,0"
"TH";"79,4"
"TL";"87,8"
"VN";"82,5"
"AM";"41,8"
"AZ";"49,7"
"BH";"16,7"
"CY";"60,3"
"GE";"53,0"
"IQ";"46,0"
"IL";"17,1"
"JO";"44,7"
"KW";"16,6"
"LB";"43,9"
"OM";"73,4"
"QA";"12,2"
"SA";"55,4"
"PS";"47,9"
"SY";"58,0"
"TR";"63,4"
"AE";"20,2"
"YE";"87,7"
"BY";"58,4"
"BG";"50,2"
"CZ";"36,5"
"HU";"40,7"
"PL";"48,7"
"MD";"69,7"
"RO";"60,7"
"RU";"39,2"
"SK";"60,6"
"UA";"46,8"
"DK";"21,3"
"EE";"36,4"
"FO";"72,9"
"FI";"37,9"
"IS";"15,9"
"IE";"51,0"
"IM";"43,9"
"LV";"40,8"
"LT";"52,5"
"NO";"37,7"
"SE";"20,5"
"GB";"22,6"
"AL";"68,6"
"AD";"23,4"
"BA";"74,6"
"HR";"61,9"
"GI";"0,0"
"GR";"37,5"
"VA";"0,0"
"IT";"36,7"
"MT";"10,3"
"ME";"74,9"
"PT";"62,0"
"SM";"42,3"
"RS";"62,5"
"SI";"64,8"
"ES";"35,8"
"MK";"55,6"
"AT";"34,8"
"BE";"6,4"
"FR";"29,8"
"DE";"27,9"
"LI";"81,1"
"LU";"26,6"
"MC";"0,0"
"NL";"38,7"
"CH";"26,7"
"AI";"0,0"
"AG";"65,2"
"AW";"49,4"
"BS";"34,6"
"BB";"62,6"
"VG";"84,3"
"KY";"0,0"
"CU";"40,1"
"CW";"22,3"
"DM";"61,6"
"DO";"61,9"
"GD";"68,2"
"GP";"24,0"
"HT";"81,1"
"JM";"60,2"
"MQ";"43,4"
"MS";"87,9"
"PR";"44,3"
"KN";"67,1"
"LC";"76,6"
"VC";"70,3"
"SX";"0,0"
"TT";"58,8"
"TC";"49,6"
"VI";"32,9"
"BZ";"48,5"
"CR";"62,4"
"SV";"60,8"
"GT";"65,1"
"HN";"72,4"
"MX";"42,6"
"NI";"54,7"
"PA";"53,6"
"AR";"22,1"
"BO";"60,8"
"BR";"46,0"
"CL";"26,2"
"CO";"44,9"
"EC";"61,8"
"FK";"46,8"
"GF";"33,3"
"GY";"70,7"
"PY";"63,3"
"PE";"44,8"
"SR";"53,6"
"UY";"18,0"
"VE";"30,0"
"BM";"0,0"
"CA";"25,3"
"GL";"29,8"
"PM";"11,9"
"US";"27,0"
"AU";"16,3"
"NZ";"19,7"
"FJ";"66,0"
"NC";"50,8"
"PG";"92,4"
"SB";"91,7"
"VU";"88,1"
"FM";"56,9"
"GU";"41,3"
"KI";"78,1"
"MH";"51,8"
"FM";"75,7"
"NR";"0,0"
"MP";"35,4"
"PW";"40,9"
"AS";"30,4"
"CK";"47,5"
"PF";"47,6"
"NU";"78,7"
"WS";"80,2"
"TK";"100,0"
"TO";"79,9"
"TV";"79,3"
"WF";"100,0"
