;populacao_5
"BI";"98,1"
"KM";"91,4"
"DJ";"56,0"
"ER";"91,9"
"ET";"94,7"
"KE";"93,8"
"MG";"91,2"
"MW";"96,2"
"MU";"69,1"
"YT";"88,9"
"MZ";"94,0"
"RE";"73,0"
"RW";"97,7"
"SC";"72,6"
"SO";"85,6"
"SS";"91,2"
"UG";"96,6"
"TZ";"95,8"
"ZM";"86,1"
"ZW";"88,6"
"AO";"91,4"
"CM";"89,0"
"CF";"83,5"
"TD";"94,7"
"CG";"72,5"
"CD";"79,7"
"GQ";"80,6"
"GA";"86,5"
"ST";"85,5"
"DZ";"74,7"
"EG";"65,8"
"LY";"77,6"
"MA";"72,6"
"SD";"91,8"
"TN";"65,4"
"EH";"68,9"
"BW";"97,2"
"LS";"98,0"
"NA";"84,9"
"ZA";"56,0"
"SZ";"97,5"
"BJ";"93,6"
"BF";"95,8"
"CV";"84,9"
"CI";"87,6"
"GM";"89,0"
"GH";"81,7"
"GN";"92,0"
"GW";"88,7"
"LR";"85,0"
"ML";"90,6"
"MR";"95,7"
"NE";"94,8"
"NG";"88,5"
"SH";"49,5"
"SN";"80,6"
"SL";"85,7"
"TG";"93,8"
"CN";"86,6"
"HK";"14,8"
"MO";"3,7"
"TW";"71,4"
"KP";"65,5"
"JP";"42,6"
"MN";"74,8"
"KR";"76,2"
"KZ";"60,4"
"KG";"70,3"
"TJ";"69,1"
"TM";"54,5"
"UZ";"69,0"
"AF";"93,1"
"BD";"95,4"
"BT";"97,4"
"IN";"82,5"
"IR";"70,1"
"MV";"89,2"
"NP";"97,0"
"PK";"80,7"
"LK";"84,5"
"BN";"67,1"
"KH";"89,8"
"ID";"86,8"
"LA";"92,5"
"MY";"77,2"
"MM";"82,7"
"PH";"71,6"
"SG";"0,0"
"TH";"82,3"
"TL";"90,0"
"VN";"87,2"
"AM";"55,2"
"AZ";"50,8"
"BH";"26,5"
"CY";"68,5"
"GE";"60,6"
"IQ";"62,9"
"IL";"29,0"
"JO";"58,3"
"KW";"32,2"
"LB";"64,6"
"OM";"88,8"
"QA";"17,5"
"SA";"75,0"
"PS";"60,1"
"SY";"65,7"
"TR";"72,2"
"AE";"37,4"
"YE";"93,0"
"BY";"71,7"
"BG";"68,7"
"CZ";"43,7"
"HU";"45,9"
"PL";"57,7"
"MD";"79,8"
"RO";"70,4"
"RU";"52,0"
"SK";"68,6"
"UA";"59,8"
"DK";"30,7"
"EE";"47,2"
"FO";"81,6"
"FI";"52,1"
"IS";"24,0"
"IE";"57,1"
"IM";"46,2"
"LV";"51,1"
"LT";"67,0"
"NO";"49,7"
"SE";"31,4"
"GB";"21,2"
"AL";"74,6"
"AD";"53,4"
"BA";"84,4"
"HR";"74,8"
"GI";"0,0"
"GR";"46,3"
"VA";"0,0"
"IT";"43,7"
"MT";"10,4"
"ME";"85,1"
"PT";"67,4"
"SM";"54,5"
"RS";"76,5"
"SI";"77,0"
"ES";"46,3"
"MK";"72,6"
"AT";"36,0"
"BE";"8,1"
"FR";"42,6"
"DE";"30,7"
"LI";"79,8"
"LU";"31,8"
"MC";"0,0"
"NL";"42,4"
"CH";"31,2"
"AI";"0,0"
"AG";"66,1"
"AW";"49,1"
"BS";"44,8"
"BB";"63,7"
"VG";"88,4"
"KY";"0,0"
"CU";"42,7"
"CW";"27,7"
"DM";"64,0"
"DO";"73,8"
"GD";"70,8"
"GP";"54,9"
"HT";"86,6"
"JM";"72,2"
"MQ";"67,6"
"MS";"84,2"
"PR";"57,9"
"KN";"73,1"
"LC";"79,9"
"VC";"76,7"
"SX";"0,0"
"TT";"70,7"
"TC";"52,6"
"VI";"42,6"
"BZ";"45,2"
"CR";"66,2"
"SV";"62,8"
"GT";"72,6"
"HN";"80,5"
"MX";"54,1"
"NI";"63,1"
"PA";"62,1"
"AR";"31,2"
"BO";"65,0"
"BR";"59,9"
"CL";"37,7"
"CO";"62,1"
"EC";"69,6"
"FK";"49,2"
"GF";"42,4"
"GY";"71,6"
"PY";"65,0"
"PE";"56,7"
"SR";"53,0"
"UY";"21,1"
"VE";"46,9"
"BM";"0,0"
"CA";"35,3"
"GL";"47,2"
"PM";"17,2"
"US";"33,4"
"AU";"21,1"
"NZ";"26,6"
"FJ";"73,6"
"NC";"70,7"
"PG";"97,7"
"SB";"95,5"
"VU";"90,6"
"FM";"67,0"
"GU";"55,2"
"KI";"87,1"
"MH";"72,1"
"FM";"79,1"
"NR";"0,0"
"MP";"54,9"
"PW";"44,9"
"AS";"36,4"
"CK";"58,7"
"PF";"63,2"
"NU";"78,5"
"WS";"83,6"
"TK";"100,0"
"TO";"85,1"
"TV";"87,1"
"WF";"100,0"
