;indicadoressociais_12
"AW";""
"AF";"27.6"
"AO";"27"
"AL";"5.5"
"AD";""
"AE";"3.9"
"AR";"3.4"
"AM";"4.3"
"AS";""
"AG";""
"AU";"2.5"
"AT";"2.5"
"AZ";"2.5"
"BI";""
"BE";"2.5"
"BJ";"9.6"
"BF";"20.3"
"BD";"16.5"
"BG";"3.8"
"BH";""
"BS";""
"BA";"2.5"
"BY";"2.5"
"BZ";"6.7"
"BM";""
"BO";"19.9"
"BR";"2.5"
"BB";"4"
"BN";"2.7"
"BT";""
"BW";"25.5"
"CF";"55.2"
"CA";"2.5"
"CH";"2.5"
"CL";"3.6"
"CN";"9.1"
"CI";"21.3"
"CM";"6.5"
"CD";""
"CG";"38.2"
"CO";"7.9"
"KM";""
"CV";"13.3"
"CR";"5.4"
"CU";"2.5"
"CW";""
"KY";""
"CY";"4.5"
"CZ";"2.5"
"DE";"2.5"
"DJ";"19.1"
"DM";"5.9"
"DK";"2.5"
"DO";"11.9"
"DZ";"4.6"
"EC";"8.2"
"EG";"4.4"
"ER";""
"ES";"2.5"
"EE";"2.9"
"ET";"24.7"
"FI";"2.5"
"FJ";"4.4"
"FR";"2.5"
"FO";""
"FM";""
"GA";"8.8"
"GB";"2.5"
"GE";"7.5"
"GH";"6.4"
"GI";""
"GN";"17"
"GM";"9.9"
"GW";"25.4"
"GQ";""
"GR";"2.5"
"GD";""
"GL";""
"GT";"16.5"
"GU";""
"GY";"8.1"
"HK";"2.5"
"HN";"15.6"
"HR";"2.5"
"HT";"48.8"
"HU";"2.5"
"ID";"6.9"
"IM";""
"IN";"16"
"IE";"2.5"
"IR";"5.2"
"IQ";"27.7"
"IS";"2.5"
"IL";"2.5"
"IT";"2.5"
"JM";"9.3"
"JO";"12"
"JP";"2.5"
"KZ";"2.5"
"KE";"20.8"
"KG";"6.6"
"KH";"18.8"
"KI";"3.3"
"KN";""
"KR";"2.5"
"KW";"2.5"
"LA";"17.2"
"LB";"10.5"
"LR";"38"
"LY";""
"LC";""
"LI";""
"LK";"11"
"LS";"13.1"
"LT";"2.5"
"LU";"2.5"
"LV";"2.5"
"MO";"11.9"
"MF";""
"MA";"4"
"MC";""
"MD";""
"MG";"38.4"
"MV";"11.2"
"MX";"4.2"
"MH";""
"MK";"4.4"
"ML";"5.9"
"MT";"2.5"
"MM";"11.5"
"ME";"2.5"
"MN";"18.2"
"MP";""
"MZ";"29.8"
"MR";"7.2"
"MU";"5.5"
"MW";"23.2"
"MY";"3"
"NA";"28"
"NC";"8.3"
"NE";"10.2"
"NG";"7.8"
"NI";"17"
"NL";"2.5"
"NO";"2.5"
"NP";"9.4"
"NR";""
"NZ";"2.5"
"OM";"5.1"
"PK";"21.2"
"PA";"9.1"
"PE";"9.3"
"PH";"14.2"
"PW";""
"PG";""
"PL";"2.5"
"PR";""
"KP";"42.3"
"PT";"2.5"
"PY";"12.2"
"PS";""
"PF";"4.2"
"QA";""
"RO";"2.5"
"RU";"2.5"
"RW";"32.1"
"SA";"5.4"
"SD";"25.1"
"SN";"12.2"
"SG";""
"SB";"13.2"
"SL";"25.4"
"SV";"11.3"
"SM";""
"SO";""
"RS";"6"
"SS";""
"ST";"10.7"
"SR";"7.8"
"SK";"3.3"
"SI";"2.5"
"SE";"2.5"
"SZ";"21.3"
"SX";""
"SC";""
"SY";""
"TC";""
"TD";"37"
"TG";"17.2"
"TH";"9.2"
"TJ";""
"TM";"4.8"
"TL";"26.8"
"TO";""
"TT";"6"
"TN";"4.5"
"TR";"2.5"
"TV";""
"TZ";"32.2"
"UG";"35.5"
"UA";"2.5"
"UY";"2.5"
"US";"2.5"
"UZ";"7.4"
"VC";"5.9"
"VE";"7.9"
"VG";""
"VI";""
"VN";"11.6"
"VU";"6.7"
"WS";"3.1"
"YE";"30.2"
"ZA";"5.3"
"ZM";"44.9"
"ZW";"47"
