;indicadoressociais_12
"AW";""
"AF";"39.8"
"AO";"61.3"
"AL";"9.7"
"AD";""
"AE";"2.6"
"AR";"5.3"
"AM";"15.6"
"AS";""
"AG";""
"AU";"2.5"
"AT";"2.5"
"AZ";"11.4"
"BI";""
"BE";"2.5"
"BJ";"17.4"
"BF";"25.6"
"BD";"17.5"
"BG";"6"
"BH";""
"BS";""
"BA";"4.1"
"BY";"3.7"
"BZ";"4.5"
"BM";""
"BO";"31.4"
"BR";"6.9"
"BB";"6.3"
"BN";"2.5"
"BT";""
"BW";"33.5"
"CF";"41.4"
"CA";"2.5"
"CH";"2.5"
"CL";"4.1"
"CN";"15.7"
"CI";"21.3"
"CM";"24.4"
"CD";""
"CG";"34.2"
"CO";"9.2"
"KM";""
"CV";"16.3"
"CR";"5.9"
"CU";"2.5"
"CW";""
"KY";""
"CY";"4.9"
"CZ";"2.5"
"DE";"2.5"
"DJ";"39.8"
"DM";"5"
"DK";"2.5"
"DO";"28.3"
"DZ";"9.3"
"EC";"18.6"
"EG";"5.3"
"ER";""
"ES";"2.5"
"EE";"5.2"
"ET";"44.2"
"FI";"2.5"
"FJ";"4.5"
"FR";"2.5"
"FO";""
"FM";""
"GA";"11.4"
"GB";"2.5"
"GE";"9.2"
"GH";"11"
"GI";""
"GN";"23.8"
"GM";"14.6"
"GW";"24.5"
"GQ";""
"GR";"2.5"
"GD";""
"GL";""
"GT";"15.8"
"GU";""
"GY";"8.5"
"HK";"2.5"
"HN";"17.5"
"HR";"4.4"
"HT";"57.6"
"HU";"2.5"
"ID";"18.4"
"IM";""
"IN";"22.2"
"IE";"2.5"
"IR";"5.8"
"IQ";"27.1"
"IS";"2.5"
"IL";"2.5"
"IT";"2.5"
"JM";"6.6"
"JO";"7.6"
"JP";"2.5"
"KZ";"5.9"
"KE";"33"
"KG";"12"
"KH";"21.8"
"KI";"4.6"
"KN";""
"KR";"2.5"
"KW";"2.5"
"LA";"31.4"
"LB";"2.9"
"LR";"40.7"
"LY";""
"LC";""
"LI";""
"LK";"18.9"
"LS";"12.3"
"LT";"2.5"
"LU";"2.5"
"LV";"2.9"
"MO";"18.1"
"MF";""
"MA";"6"
"MC";""
"MD";""
"MG";"37.5"
"MV";"16.6"
"MX";"5.5"
"MH";""
"MK";"7.7"
"ML";"12.9"
"MT";"2.5"
"MM";"38.2"
"ME";""
"MN";"32.5"
"MP";""
"MZ";"38.2"
"MR";"11.5"
"MU";"5.7"
"MW";"27.4"
"MY";"3.7"
"NA";"24.3"
"NC";"7.8"
"NE";"17.1"
"NG";"8.3"
"NI";"26.2"
"NL";"2.5"
"NO";"2.5"
"NP";"18.7"
"NR";""
"NZ";"2.5"
"OM";"11.7"
"PK";"25.5"
"PA";"23.3"
"PE";"22.6"
"PH";"18.5"
"PW";""
"PG";""
"PL";"2.5"
"PR";""
"KP";"34.5"
"PT";"2.5"
"PY";"11"
"PS";""
"PF";"3.9"
"QA";""
"RO";"2.5"
"RU";"3.1"
"RW";"45.4"
"SA";"7.6"
"SD";""
"SN";"25.2"
"SG";""
"SB";"12.9"
"SL";"39.6"
"SV";"9.3"
"SM";""
"SO";""
"RS";""
"SS";""
"ST";"10.9"
"SR";"12.1"
"SK";"6.5"
"SI";"2.5"
"SE";"2.5"
"SZ";"15.3"
"SX";""
"SC";""
"SY";""
"TC";""
"TD";"39.1"
"TG";"28.6"
"TH";"15.8"
"TJ";""
"TM";"6"
"TL";"30.5"
"TO";""
"TT";"11.8"
"TN";"5.6"
"TR";"2.5"
"TV";""
"TZ";"36.8"
"UG";"24.9"
"UA";"2.5"
"UY";"4.2"
"US";"2.5"
"UZ";"18.9"
"VC";"11.1"
"VE";"15.2"
"VG";""
"VI";""
"VN";"19.3"
"VU";"7.7"
"WS";"3.8"
"YE";"31"
"ZA";"4.4"
"ZM";"49.9"
"ZW";"41.5"
