;indicadoressociais_12
"AW";""
"AF";"22.9"
"AO";"42.5"
"AL";"8.4"
"AD";""
"AE";"6"
"AR";"4.1"
"AM";"5.3"
"AS";""
"AG";""
"AU";"2.5"
"AT";"2.5"
"AZ";"2.5"
"BI";""
"BE";"2.5"
"BJ";"12.1"
"BF";"21.9"
"BD";"16.6"
"BG";"5.7"
"BH";""
"BS";""
"BA";"2.5"
"BY";"2.5"
"BZ";"5.6"
"BM";""
"BO";"28"
"BR";"2.5"
"BB";"5"
"BN";"3.1"
"BT";""
"BW";"30.5"
"CF";"32.4"
"CA";"2.5"
"CH";"2.5"
"CL";"4.2"
"CN";"12.6"
"CI";"21.8"
"CM";"12.9"
"CD";""
"CG";"41.3"
"CO";"10.4"
"KM";""
"CV";"14.9"
"CR";"5.2"
"CU";"2.5"
"CW";""
"KY";""
"CY";"4.4"
"CZ";"2.5"
"DE";"2.5"
"DJ";"22.9"
"DM";"4.9"
"DK";"2.5"
"DO";"18.6"
"DZ";"7"
"EC";"12.8"
"EG";"4.5"
"ER";""
"ES";"2.5"
"EE";"2.6"
"ET";"33.7"
"FI";"2.5"
"FJ";"4.5"
"FR";"2.5"
"FO";""
"FM";""
"GA";"11.3"
"GB";"2.5"
"GE";"7"
"GH";"5.6"
"GI";""
"GN";"18"
"GM";"10"
"GW";"22.8"
"GQ";""
"GR";"2.5"
"GD";""
"GL";""
"GT";"15.7"
"GU";""
"GY";"11.4"
"HK";"2.5"
"HN";"15.2"
"HR";"2.5"
"HT";"50.8"
"HU";"2.5"
"ID";"14.8"
"IM";""
"IN";"17.7"
"IE";"2.5"
"IR";"6.1"
"IQ";"28.5"
"IS";"2.5"
"IL";"2.5"
"IT";"2.5"
"JM";"8.6"
"JO";"7.9"
"JP";"2.5"
"KZ";"3.4"
"KE";"24.5"
"KG";"9"
"KH";"18.8"
"KI";"4.1"
"KN";""
"KR";"2.5"
"KW";"2.5"
"LA";"22.3"
"LB";"3.8"
"LR";"36.5"
"LY";""
"LC";""
"LI";""
"LK";"14.5"
"LS";"12.5"
"LT";"2.5"
"LU";"2.5"
"LV";"2.5"
"MO";"14"
"MF";""
"MA";"5.4"
"MC";""
"MD";""
"MG";"31.9"
"MV";"13.2"
"MX";"4.7"
"MH";""
"MK";"4.1"
"ML";"7.2"
"MT";"2.5"
"MM";"19"
"ME";"2.5"
"MN";"22.2"
"MP";""
"MZ";"31.9"
"MR";"8.7"
"MU";"4.7"
"MW";"22"
"MY";"4"
"NA";"36.4"
"NC";"8"
"NE";"11.7"
"NG";"6.1"
"NI";"21.6"
"NL";"2.5"
"NO";"2.5"
"NP";"11.2"
"NR";""
"NZ";"2.5"
"OM";"6.1"
"PK";"21.1"
"PA";"14.7"
"PE";"12.6"
"PH";"13"
"PW";""
"PG";""
"PL";"2.5"
"PR";""
"KP";"41.5"
"PT";"2.5"
"PY";"12.7"
"PS";""
"PF";"4.1"
"QA";""
"RO";"2.5"
"RU";"2.5"
"RW";"36.9"
"SA";"7.6"
"SD";""
"SN";"13.6"
"SG";""
"SB";"10.7"
"SL";"28.7"
"SV";"11.9"
"SM";""
"SO";""
"RS";"5.9"
"SS";""
"ST";"12.9"
"SR";"8.4"
"SK";"4.8"
"SI";"2.5"
"SE";"2.5"
"SZ";"23.3"
"SX";""
"SC";""
"SY";""
"TC";""
"TD";"40.8"
"TG";"22"
"TH";"9.8"
"TJ";""
"TM";"4.6"
"TL";"30.5"
"TO";""
"TT";"10.1"
"TN";"5"
"TR";"2.5"
"TV";""
"TZ";"34.5"
"UG";"30.4"
"UA";"2.5"
"UY";"2.7"
"US";"2.5"
"UZ";"9.7"
"VC";"7"
"VE";"3.1"
"VG";""
"VI";""
"VN";"14.5"
"VU";"5.8"
"WS";"3.5"
"YE";"26.2"
"ZA";"4.5"
"ZM";"51.5"
"ZW";"42.8"
