;indicadoressociais_13
"DZ";"3157"
"EG";"3500"
"LY";"3231"
"MA";"3312"
"SD";""
"TN";"3340"
"BI";""
"KM";"2331"
"DJ";"2479"
"ER";""
"ET";"2079"
"KE";"2165"
"MG";"2073"
"MW";"2330"
"MU";"3111"
"MZ";"2223"
"RW";"2202"
"SC";"2357"
"SO";"1760"
"SS";""
"UG";"2190"
"TZ";"2144"
"ZM";"1897"
"ZW";"2020"
"AO";"1968"
"CM";"2526"
"CF";"2152"
"TD";"2047"
"CG";"2022"
"CD";""
"GQ";""
"GA";"2735"
"ST";"2377"
"BW";"2236"
"LS";"2564"
"NA";"2069"
"ZA";"2977"
"BJ";"2573"
"BF";"2662"
"CV";"2549"
"CI";"2558"
"GM";"2663"
"GH";"3037"
"GN";"2547"
"GW";"2320"
"LR";"2228"
"ML";"2825"
"MR";"2789"
"NE";"2530"
"NG";"2699"
"SN";"2436"
"SL";"2288"
"TG";"2365"
"KZ";"3168"
"KG";"2766"
"TJ";"2083"
"TM";"2864"
"UZ";"2649"
"CN";"3040"
"TW";"2952"
"HK";"3257"
"MO";"2854"
"KP";"2092"
"JP";"2691"
"MN";"2445"
"KR";"3280"
"BN";"2909"
"KH";"2420"
"ID";"2656"
"LA";"2352"
"MY";"2868"
"MM";"2479"
"PH";"2583"
"SG";""
"TH";"2750"
"TL";"2076"
"VN";"2678"
"AF";"2098"
"BD";"2431"
"BT";""
"IN";"2388"
"IR";"3068"
"MV";"2691"
"NP";"2569"
"PK";"2429"
"LK";"2468"
"AM";"2792"
"AZ";"3003"
"BH";""
"CY";"2762"
"GE";"2866"
"IQ";"2481"
"IL";"3532"
"JO";"2795"
"KW";"3468"
"LB";"3134"
"OM";"3055"
"QA";""
"SA";"3079"
"PS";""
"SY";"3075"
"TR";"3649"
"AE";"3181"
"YE";"2188"
"AG";"2336"
"BS";"2595"
"BB";"2903"
"CU";"3226"
"DM";"2995"
"DO";"2496"
"GD";"2430"
"HT";"2109"
"JM";"2760"
"PR";""
"KN";"2483"
"LC";"2587"
"VC";"2907"
"TT";"2863"
"BZ";"2788"
"CR";"2858"
"SV";"2542"
"GT";"2459"
"HN";"2606"
"MX";"3037"
"NI";"2510"
"PA";"2582"
"AR";"3149"
"BO";"2178"
"BR";"3228"
"CL";"2921"
"CO";"2690"
"EC";"2508"
"GY";"2634"
"PY";"2573"
"PE";"2604"
"SR";"2748"
"UY";"2991"
"VE";"2822"
"AU";"3219"
"NZ";"3140"
"FJ";"2918"
"NC";"2818"
"PG";"2302"
"SB";"2476"
"VU";"2853"
"FM";""
"KI";"2977"
"MH";""
"NR";""
"PW";""
"AS";""
"CK";""
"PF";"2924"
"NU";""
"WS";"2892"
"TK";""
"TO";""
"TV";""
"BM";"2681"
"CA";"3454"
"GL";""
"US";"3648"
"BY";"3241"
"BG";"2772"
"CZ";"3268"
"HU";"3089"
"PL";"3425"
"MD";"2692"
"RO";"3348"
"RU";"3302"
"SK";"2930"
"UA";"3164"
"DK";"3362"
"EE";"3316"
"FI";"3273"
"IS";"3361"
"IE";"3587"
"LV";"3153"
"LT";"3404"
"NO";"3482"
"SE";"3145"
"GB";"3411"
"AL";"3067"
"AD";""
"BA";"3104"
"HR";"3009"
"GR";"3458"
"IT";"3586"
"MT";"3380"
"ME";"3477"
"PT";"3494"
"RS";"2739"
"SI";"3173"
"ES";"3193"
"MK";"2954"
"AT";"3727"
"BE";"3708"
"FR";"3527"
"DE";"3519"
"LU";"3523"
"NL";"3211"
"CH";"3468"
