;indicadoressociais_13
"DZ";"3101"
"EG";"3479"
"LY";"3220"
"MA";"3286"
"SD";""
"TN";"3321"
"BI";""
"KM";"2324"
"DJ";"2460"
"ER";""
"ET";"2051"
"KE";"2144"
"MG";"2065"
"MW";"2319"
"MU";"3092"
"MZ";"2191"
"RW";"2166"
"SC";"2334"
"SO";"1731"
"SS";""
"UG";"2191"
"TZ";"2120"
"ZM";"1862"
"ZW";"1997"
"AO";"1929"
"CM";"2483"
"CF";"2145"
"TD";"2035"
"CG";"2003"
"CD";""
"GQ";""
"GA";"2696"
"ST";"2422"
"BW";"2206"
"LS";"2566"
"NA";"2079"
"ZA";"2951"
"BJ";"2547"
"BF";"2637"
"CV";"2541"
"CI";"2552"
"GM";"2629"
"GH";"3021"
"GN";"2543"
"GW";"2310"
"LR";"2218"
"ML";"2807"
"MR";"2777"
"NE";"2525"
"NG";"2704"
"SN";"2440"
"SL";"2242"
"TG";"2342"
"KZ";"3160"
"KG";"2736"
"TJ";"2095"
"TM";"2871"
"UZ";"2617"
"CN";"3005"
"TW";"2942"
"HK";"3251"
"MO";"2846"
"KP";"2091"
"JP";"2698"
"MN";"2419"
"KR";"3224"
"BN";"2898"
"KH";"2412"
"ID";"2600"
"LA";"2300"
"MY";"2835"
"MM";"2426"
"PH";"2587"
"SG";""
"TH";"2749"
"TL";"2061"
"VN";"2644"
"AF";"2076"
"BD";"2417"
"BT";""
"IN";"2380"
"IR";"3055"
"MV";"2626"
"NP";"2528"
"PK";"2428"
"LK";"2452"
"AM";"2819"
"AZ";"2998"
"BH";""
"CY";"2753"
"GE";"2923"
"IQ";"2436"
"IL";"3524"
"JO";"2798"
"KW";"3482"
"LB";"3180"
"OM";"3011"
"QA";""
"SA";"3049"
"PS";""
"SY";"3046"
"TR";"3622"
"AE";"3160"
"YE";"2164"
"AG";"2339"
"BS";"2601"
"BB";"2901"
"CU";"3171"
"DM";"3014"
"DO";"2426"
"GD";"2431"
"HT";"2082"
"JM";"2753"
"PR";""
"KN";"2497"
"LC";"2577"
"VC";"2883"
"TT";"2837"
"BZ";"2775"
"CR";"2845"
"SV";"2554"
"GT";"2423"
"HN";"2598"
"MX";"3054"
"NI";"2485"
"PA";"2541"
"AR";"3148"
"BO";"2152"
"BR";"3192"
"CL";"2917"
"CO";"2726"
"EC";"2439"
"GY";"2622"
"PY";"2546"
"PE";"2568"
"SR";"2726"
"UY";"2973"
"VE";"2824"
"AU";"3206"
"NZ";"3162"
"FJ";"2926"
"NC";"2799"
"PG";"2308"
"SB";"2472"
"VU";"2861"
"FM";""
"KI";"2928"
"MH";""
"NR";""
"PW";""
"AS";""
"CK";""
"PF";"2922"
"NU";""
"WS";"2902"
"TK";""
"TO";""
"TV";""
"BM";"2698"
"CA";"3451"
"GL";""
"US";"3665"
"BY";"3174"
"BG";"2776"
"CZ";"3273"
"HU";"3117"
"PL";"3392"
"MD";"2721"
"RO";"3369"
"RU";"3296"
"SK";"2904"
"UA";"3204"
"DK";"3355"
"EE";"3324"
"FI";"3250"
"IS";"3387"
"IE";"3581"
"LV";"3156"
"LT";"3443"
"NO";"3478"
"SE";"3135"
"GB";"3413"
"AL";"3005"
"AD";""
"BA";"3095"
"HR";"3046"
"GR";"3489"
"IT";"3592"
"MT";"3379"
"ME";"3477"
"PT";"3514"
"RS";"2736"
"SI";"3170"
"ES";"3199"
"MK";"2971"
"AT";"3721"
"BE";"3702"
"FR";"3539"
"DE";"3512"
"LU";"3516"
"NL";"3216"
"CH";"3453"
