;populacao_5
"BI";"91.80"
"KM";"71.90"
"DJ";"23.50"
"ER";"73.40"
"ET";"85.30"
"KE";"80.10"
"MG";"72.90"
"MW";"85.40"
"MU";"57.30"
"YT";"52.30"
"MZ";"70.90"
"RE";"8.80"
"RW";"85.10"
"SC";"49.60"
"SO";"66.80"
"SS";"83.50"
"UG";"85.20"
"TZ";"77.70"
"ZM";"65.20"
"ZW";"66.20"
"AO";"49.90"
"CM";"54.50"
"CF";"62.40"
"TD";"78.40"
"CG";"41.30"
"CD";"64.90"
"GQ";"50.90"
"GA";"21.10"
"ST";"46.60"
"DZ";"40.10"
"EG";"57.20"
"LY";"23.60"
"MA";"46.70"
"SD";"67.50"
"TN";"36.60"
"EH";"14.20"
"BW";"46.80"
"LS";"80.50"
"NA";"67.60"
"ZA";"43.10"
"SZ";"77.30"
"BJ";"61.70"
"BF";"82.20"
"CV";"46.60"
"CI";"56.80"
"GM";"52.10"
"GH";"56.10"
"GN";"69.10"
"GW";"63.80"
"LR";"55.70"
"ML";"71.60"
"MR";"61.90"
"NE";"83.80"
"NG";"65.20"
"SH";"59.60"
"SN";"59.70"
"SL";"64.40"
"TG";"67.10"
"CN";"64.10"
"HK";"0.00"
"MO";"0.00"
"TW";"30.10"
"KP";"40.60"
"JP";"21.40"
"MN";"42.90"
"KR";"20.40"
"KZ";"43.90"
"KG";"64.70"
"TJ";"73.50"
"TM";"54.10"
"UZ";"53.90"
"AF";"77.90"
"BD";"76.40"
"BT";"74.60"
"IN";"72.30"
"IR";"36.00"
"MV";"72.30"
"NP";"86.60"
"PK";"67.00"
"LK";"81.60"
"BN";"28.80"
"KH";"81.40"
"ID";"58.00"
"LA";"78.00"
"MY";"38.00"
"MM";"73.00"
"PH";"53.90"
"SG";"0.00"
"TH";"68.60"
"TL";"75.70"
"VN";"75.60"
"AM";"35.30"
"AZ";"48.60"
"BH";"11.60"
"CY";"31.40"
"GE";"47.40"
"IQ";"31.50"
"IL";"8.80"
"JO";"21.70"
"KW";"1.00"
"LB";"14.00"
"OM";"28.40"
"QA";"3.70"
"SA";"20.20"
"PS";"28.00"
"SY";"48.10"
"TR";"35.30"
"AE";"19.80"
"YE";"73.70"
"BY";"30.00"
"BG";"31.10"
"CZ";"26.00"
"HU";"35.40"
"PL";"38.30"
"MD";"55.40"
"RO";"47.00"
"RU";"26.70"
"SK";"43.80"
"UA";"32.90"
"DK";"14.90"
"EE";"30.60"
"FO";"63.70"
"FI";"17.80"
"IS";"7.60"
"IE";"40.80"
"IM";"48.20"
"LV";"31.90"
"LT";"33.00"
"NO";"24.00"
"SE";"16.00"
"GB";"21.40"
"AL";"58.30"
"AD";"7.60"
"BA";"57.60"
"HR";"46.60"
"GI";"0.00"
"GR";"27.30"
"VA";"0.00"
"IT";"32.80"
"MT";"7.60"
"ME";"41.50"
"PT";"45.60"
"SM";"6.60"
"RS";"47.20"
"SI";"49.30"
"ES";"23.70"
"MK";"41.50"
"AT";"39.80"
"BE";"2.90"
"FR";"24.10"
"DE";"25.00"
"LI";"84.90"
"LU";"15.80"
"MC";"0.00"
"NL";"23.20"
"CH";"26.60"
"AI";"0.00"
"AG";"67.90"
"AW";"53.30"
"BS";"18.00"
"BB";"66.20"
"VG";"58.20"
"KY";"0.00"
"CU";"24.70"
"CW";"9.30"
"DM";"34.70"
"DO";"38.30"
"GD";"64.30"
"GP";"1.60"
"HT";"64.40"
"JM";"48.20"
"MQ";"10.30"
"MS";"97.90"
"PR";"5.60"
"KN";"67.20"
"LC";"72.20"
"VC";"54.80"
"SX";"0.00"
"TT";"44.10"
"TC";"15.50"
"VI";"7.40"
"BZ";"54.60"
"CR";"41.00"
"SV";"41.10"
"GT";"54.70"
"HN";"54.50"
"MX";"25.30"
"NI";"44.80"
"PA";"37.80"
"AR";"10.90"
"BO";"38.20"
"BR";"18.80"
"CL";"13.90"
"CO";"26.00"
"EC";"39.70"
"FK";"32.40"
"GF";"20.90"
"GY";"71.30"
"PY";"44.70"
"PE";"27.00"
"SR";"33.60"
"UY";"8.00"
"VE";"12.40"
"BM";"0.00"
"CA";"20.50"
"GL";"18.40"
"PM";"10.90"
"US";"20.90"
"AU";"15.80"
"NZ";"14.00"
"FJ";"52.10"
"NC";"38.10"
"PG";"86.80"
"SB";"84.20"
"VU";"78.30"
"FM";"34.40"
"GU";"6.90"
"KI";"57.00"
"MH";"31.40"
"FM";"77.70"
"NR";"0.00"
"MP";"9.80"
"PW";"29.70"
"AS";"11.40"
"CK";"34.80"
"PF";"44.00"
"NU";"66.90"
"WS";"78.00"
"TK";"100.00"
"TO";"77.00"
"TV";"54.00"
"WF";"100.00"
