;populacao_4
"BI";"3,2"
"KM";"20,5"
"DJ";"65,0"
"ER";"13,2"
"ET";"9,1"
"KE";"11,8"
"MG";"15,4"
"MW";"7,0"
"MU";"43,9"
"YT";"26,6"
"MZ";"10,1"
"RE";"42,7"
"RW";"3,7"
"SC";"43,3"
"SO";"24,4"
"SS";"8,6"
"UG";"6,9"
"TZ";"9,7"
"ZM";"33,1"
"ZW";"18,9"
"AO";"17,3"
"CM";"24,3"
"CF";"30,1"
"TD";"13,9"
"CG";"41,5"
"CD";"25,3"
"GQ";"27,2"
"GA";"38,4"
"ST";"30,9"
"DZ";"40,0"
"EG";"42,6"
"LY";"59,5"
"MA";"36,4"
"SD";"18,6"
"TN";"46,0"
"EH";"52,1"
"BW";"10,4"
"LS";"9,9"
"NA";"23,1"
"ZA";"48,0"
"SZ";"12,1"
"BJ";"19,7"
"BF";"6,1"
"CV";"20,7"
"CI";"30,5"
"GM";"22,9"
"GH";"29,6"
"GN";"18,0"
"GW";"15,6"
"LR";"28,6"
"ML";"15,5"
"MR";"18,0"
"NE";"10,3"
"NG";"19,0"
"SH";"45,2"
"SN";"32,2"
"SL";"26,3"
"TG";"22,3"
"CN";"17,2"
"HK";"88,9"
"MO";"97,6"
"TW";"38,1"
"KP";"55,7"
"JP";"74,2"
"MN";"47,2"
"KR";"45,1"
"KZ";"51,8"
"KG";"37,9"
"TJ";"36,1"
"TM";"47,7"
"UZ";"38,1"
"AF";"12,8"
"BD";"8,6"
"BT";"7,1"
"IN";"20,7"
"IR";"43,9"
"MV";"14,9"
"NP";"4,4"
"PK";"25,7"
"LK";"17,9"
"BN";"63,9"
"KH";"25,3"
"ID";"18,3"
"LA";"10,6"
"MY";"35,9"
"MM";"23,9"
"PH";"34,5"
"SG";"100,0"
"TH";"22,6"
"TL";"13,9"
"VN";"18,6"
"AM";"62,2"
"AZ";"51,4"
"BH";"84,5"
"CY";"42,8"
"GE";"49,4"
"IQ";"59,3"
"IL";"85,8"
"JO";"57,0"
"KW";"87,9"
"LB";"64,1"
"OM";"34,7"
"QA";"88,8"
"SA";"54,7"
"PS";"57,5"
"SY";"44,4"
"TR";"40,3"
"AE";"79,8"
"YE";"14,2"
"BY";"48,1"
"BG";"55,5"
"CZ";"67,7"
"HU";"61,4"
"PL";"54,0"
"MD";"34,5"
"RO";"41,8"
"RU";"64,9"
"SK";"44,1"
"UA";"57,0"
"DK";"81,2"
"EE";"66,5"
"FO";"29,4"
"FI";"66,2"
"IS";"86,0"
"IE";"53,0"
"IM";"54,0"
"LV";"62,8"
"LT";"53,2"
"NO";"67,2"
"SE";"82,2"
"GB";"77,4"
"AL";"32,3"
"AD";"84,7"
"BA";"29,7"
"HR";"42,5"
"GI";"100,0"
"GR";"66,0"
"VA";"100,0"
"IT";"65,2"
"MT";"89,7"
"ME";"29,7"
"PT";"40,0"
"SM";"67,1"
"RS";"41,9"
"SI";"40,2"
"ES";"68,2"
"MK";"49,4"
"AT";"65,3"
"BE";"94,2"
"FR";"72,3"
"DE";"72,5"
"LI";"18,3"
"LU";"76,1"
"MC";"100,0"
"NL";"62,6"
"CH";"74,1"
"AI";"100,0"
"AG";"34,1"
"AW";"50,6"
"BS";"68,7"
"BB";"38,3"
"VG";"18,3"
"KY";"100,0"
"CU";"62,6"
"CW";"79,5"
"DM";"41,1"
"DO";"43,5"
"GD";"32,4"
"GP";"83,7"
"HT";"20,4"
"JM";"42,9"
"MQ";"67,3"
"MS";"11,7"
"PR";"61,0"
"KN";"34,7"
"LC";"24,7"
"VC";"32,2"
"SX";"100,0"
"TT";"45,8"
"TC";"52,3"
"VI";"73,1"
"BZ";"50,5"
"CR";"40,7"
"SV";"40,5"
"GT";"36,5"
"HN";"30,9"
"MX";"61,3"
"NI";"48,3"
"PA";"48,5"
"AR";"80,2"
"BO";"40,7"
"BR";"58,9"
"CL";"77,2"
"CO";"58,9"
"EC";"40,9"
"FK";"55,4"
"GF";"68,5"
"GY";"29,8"
"PY";"37,9"
"PE";"60,2"
"SR";"49,1"
"UY";"83,0"
"VE";"74,3"
"BM";"100,0"
"CA";"75,9"
"GL";"73,9"
"PM";"88,7"
"US";"73,6"
"AU";"84,5"
"NZ";"82,1"
"FJ";"35,9"
"NC";"53,6"
"PG";"11,5"
"SB";"9,0"
"VU";"13,0"
"FM";"53,0"
"GU";"76,4"
"KI";"28,0"
"MH";"61,2"
"FM";"25,6"
"NR";"100,0"
"MP";"77,3"
"PW";"60,6"
"AS";"71,6"
"CK";"53,9"
"PF";"57,2"
"NU";"22,0"
"WS";"20,8"
"TK";"0,0"
"TO";"20,3"
"TV";"24,2"
"WF";"0,0"
