;populacao_4
"BI";"10,1"
"KM";"27,9"
"DJ";"76,9"
"ER";"34,0"
"ET";"16,5"
"KE";"22,8"
"MG";"30,7"
"MW";"15,3"
"MU";"41,8"
"YT";"49,8"
"MZ";"30,8"
"RE";"97,8"
"RW";"16,9"
"SC";"52,6"
"SO";"36,0"
"SS";"17,6"
"UG";"18,4"
"TZ";"26,8"
"ZM";"38,4"
"ZW";"33,6"
"AO";"58,3"
"CM";"50,4"
"CF";"38,5"
"TD";"21,9"
"CG";"62,4"
"CD";"39,0"
"GQ";"62,7"
"GA";"84,4"
"ST";"62,7"
"DZ";"66,1"
"EG";"43,1"
"LY";"77,6"
"MA";"56,9"
"SD";"32,9"
"TN";"66,1"
"EH";"86,2"
"BW";"59,4"
"LS";"23,8"
"NA";"39,6"
"ZA";"61,2"
"SZ";"22,0"
"BJ";"42,1"
"BF";"23,5"
"CV";"60,2"
"CI";"46,5"
"GM";"54,2"
"GH";"49,4"
"GN";"33,1"
"GW";"39,3"
"LR";"47,1"
"ML";"34,4"
"MR";"44,8"
"NE";"16,2"
"NG";"41,7"
"SH";"39,6"
"SN";"43,0"
"SL";"38,1"
"TG";"36,6"
"CN";"46,5"
"HK";"100,0"
"MO";"100,0"
"TW";"73,8"
"KP";"60,0"
"JP";"89,1"
"MN";"65,6"
"KR";"81,7"
"KZ";"56,7"
"KG";"35,3"
"TJ";"26,5"
"TM";"47,9"
"UZ";"50,0"
"AF";"23,3"
"BD";"29,0"
"BT";"33,2"
"IN";"30,3"
"IR";"69,5"
"MV";"35,6"
"NP";"16,1"
"PK";"34,6"
"LK";"18,3"
"BN";"74,3"
"KH";"19,6"
"ID";"48,3"
"LA";"28,9"
"MY";"69,2"
"MM";"28,5"
"PH";"45,5"
"SG";"100,0"
"TH";"41,2"
"TL";"27,1"
"VN";"29,1"
"AM";"63,6"
"AZ";"53,0"
"BH";"88,5"
"CY";"67,8"
"GE";"54,8"
"IQ";"68,9"
"IL";"91,7"
"JO";"83,7"
"KW";"100,0"
"LB";"87,0"
"OM";"74,1"
"QA";"98,1"
"SA";"81,7"
"PS";"73,7"
"SY";"54,9"
"TR";"69,7"
"AE";"83,4"
"YE";"30,6"
"BY";"73,7"
"BG";"71,6"
"CZ";"73,4"
"HU";"67,9"
"PL";"61,1"
"MD";"42,7"
"RO";"53,6"
"RU";"73,6"
"SK";"55,1"
"UA";"68,3"
"DK";"86,5"
"EE";"68,4"
"FO";"40,5"
"FI";"83,3"
"IS";"93,4"
"IE";"61,1"
"IM";"52,0"
"LV";"67,8"
"LT";"66,9"
"NO";"78,5"
"SE";"84,8"
"GB";"80,8"
"AL";"50,0"
"AD";"89,0"
"BA";"44,9"
"HR";"54,8"
"GI";"100,0"
"GR";"75,6"
"VA";"100,0"
"IT";"68,1"
"MT";"93,9"
"ME";"63,5"
"PT";"59,4"
"SM";"95,3"
"RS";"54,6"
"SI";"52,2"
"ES";"78,0"
"MK";"57,2"
"AT";"58,0"
"BE";"97,6"
"FR";"77,9"
"DE";"76,6"
"LI";"14,6"
"LU";"87,8"
"MC";"100,0"
"NL";"85,4"
"CH";"73,6"
"AI";"100,0"
"AG";"27,4"
"AW";"43,8"
"BS";"82,3"
"BB";"32,3"
"VG";"44,2"
"KY";"100,0"
"CU";"76,4"
"CW";"90,2"
"DM";"67,5"
"DO";"71,3"
"GD";"35,9"
"GP";"98,4"
"HT";"45,6"
"JM";"53,4"
"MQ";"89,1"
"MS";"9,2"
"PR";"93,9"
"KN";"31,6"
"LC";"20,1"
"VC";"48,2"
"SX";"100,0"
"TT";"54,4"
"TC";"89,3"
"VI";"94,2"
"BZ";"45,3"
"CR";"69,4"
"SV";"63,7"
"GT";"47,8"
"HN";"50,6"
"MX";"77,2"
"NI";"56,5"
"PA";"64,6"
"AR";"90,5"
"BO";"65,5"
"BR";"83,8"
"CL";"87,0"
"CO";"77,2"
"EC";"62,3"
"FK";"72,6"
"GF";"82,2"
"GY";"27,1"
"PY";"58,6"
"PE";"76,1"
"SR";"66,5"
"UY";"94,0"
"VE";"88,0"
"BM";"100,0"
"CA";"80,6"
"GL";"83,8"
"PM";"89,9"
"US";"80,4"
"AU";"84,9"
"NZ";"86,3"
"FJ";"51,2"
"NC";"66,0"
"PG";"13,1"
"SB";"19,1"
"VU";"24,0"
"FM";"66,3"
"GU";"93,9"
"KI";"45,7"
"MH";"72,6"
"FM";"22,3"
"NR";"100,0"
"MP";"90,8"
"PW";"73,4"
"AS";"87,8"
"CK";"72,7"
"PF";"59,2"
"NU";"37,1"
"WS";"20,5"
"TK";"0,0"
"TO";"23,3"
"TV";"52,8"
"WF";"0,0"
