;populacao_4
"BI";"2,6"
"KM";"18,7"
"DJ";"59,5"
"ER";"12,4"
"ET";"8,3"
"KE";"9,5"
"MG";"13,4"
"MW";"5,5"
"MU";"41,0"
"YT";"24,2"
"MZ";"8,5"
"RE";"41,0"
"RW";"3,1"
"SC";"36,6"
"SO";"21,6"
"SS";"8,7"
"UG";"6,3"
"TZ";"6,8"
"ZM";"27,8"
"ZW";"16,3"
"AO";"13,9"
"CM";"18,9"
"CF";"25,8"
"TD";"10,2"
"CG";"37,6"
"CD";"24,1"
"GQ";"26,8"
"GA";"28,5"
"ST";"26,3"
"DZ";"39,2"
"EG";"40,8"
"LY";"43,1"
"MA";"33,4"
"SD";"15,2"
"TN";"41,9"
"EH";"39,7"
"BW";"5,9"
"LS";"7,8"
"NA";"21,4"
"ZA";"47,6"
"SZ";"8,3"
"BJ";"14,9"
"BF";"5,5"
"CV";"19,0"
"CI";"26,7"
"GM";"17,4"
"GH";"27,9"
"GN";"14,7"
"GW";"14,8"
"LR";"24,4"
"ML";"13,6"
"MR";"12,6"
"NE";"7,9"
"NG";"17,3"
"SH";"47,2"
"SN";"28,5"
"SL";"22,5"
"TG";"18,7"
"CN";"17,7"
"HK";"87,2"
"MO";"96,7"
"TW";"35,4"
"KP";"49,0"
"JP";"70,3"
"MN";"43,7"
"KR";"36,9"
"KZ";"49,0"
"KG";"36,9"
"TJ";"36,4"
"TM";"47,6"
"UZ";"36,1"
"AF";"10,9"
"BD";"7,0"
"BT";"5,5"
"IN";"19,4"
"IR";"39,4"
"MV";"11,5"
"NP";"3,9"
"PK";"24,3"
"LK";"17,4"
"BN";"58,1"
"KH";"13,3"
"ID";"16,6"
"LA";"9,0"
"MY";"32,0"
"MM";"22,1"
"PH";"32,4"
"SG";"100,0"
"TH";"20,6"
"TL";"12,3"
"VN";"17,5"
"AM";"58,2"
"AZ";"50,3"
"BH";"83,3"
"CY";"39,7"
"GE";"47,0"
"IQ";"54,0"
"IL";"83,0"
"JO";"55,3"
"KW";"83,4"
"LB";"56,1"
"OM";"26,6"
"QA";"87,9"
"SA";"44,7"
"PS";"52,1"
"SY";"42,0"
"TR";"36,6"
"AE";"79,8"
"YE";"12,4"
"BY";"41,6"
"BG";"49,8"
"CZ";"63,5"
"HU";"59,3"
"PL";"51,3"
"MD";"30,3"
"RO";"39,3"
"RU";"60,8"
"SK";"39,4"
"UA";"53,2"
"DK";"78,7"
"EE";"63,6"
"FO";"27,1"
"FI";"62,1"
"IS";"84,1"
"IE";"49,0"
"IM";"56,2"
"LV";"59,2"
"LT";"47,5"
"NO";"62,3"
"SE";"79,5"
"GB";"77,4"
"AL";"31,5"
"AD";"76,6"
"BA";"25,4"
"HR";"38,1"
"GI";"100,0"
"GR";"62,5"
"VA";"100,0"
"IT";"63,3"
"MT";"89,7"
"ME";"25,1"
"PT";"38,0"
"SM";"57,7"
"RS";"37,5"
"SI";"35,2"
"ES";"64,2"
"MK";"44,4"
"AT";"65,2"
"BE";"93,6"
"FR";"70,2"
"DE";"72,2"
"LI";"18,9"
"LU";"73,4"
"MC";"100,0"
"NL";"61,3"
"CH";"73,3"
"AI";"100,0"
"AG";"34,8"
"AW";"50,7"
"BS";"65,4"
"BB";"37,4"
"VG";"15,7"
"KY";"100,0"
"CU";"59,9"
"CW";"77,7"
"DM";"38,4"
"DO";"38,2"
"GD";"31,9"
"GP";"76,0"
"HT";"18,9"
"JM";"39,8"
"MQ";"56,6"
"MS";"12,1"
"PR";"55,7"
"KN";"32,9"
"LC";"23,4"
"VC";"29,7"
"SX";"100,0"
"TT";"41,2"
"TC";"50,4"
"VI";"67,1"
"BZ";"51,6"
"CR";"37,6"
"SV";"39,2"
"GT";"34,9"
"HN";"27,6"
"MX";"57,4"
"NI";"45,3"
"PA";"46,4"
"AR";"77,9"
"BO";"39,2"
"BR";"54,0"
"CL";"73,9"
"CO";"55,1"
"EC";"38,2"
"FK";"53,2"
"GF";"66,7"
"GY";"29,3"
"PY";"36,7"
"PE";"55,2"
"SR";"46,4"
"UY";"82,0"
"VE";"70,0"
"BM";"100,0"
"CA";"74,7"
"GL";"70,2"
"PM";"88,1"
"US";"73,0"
"AU";"83,7"
"NZ";"80,3"
"FJ";"34,0"
"NC";"49,2"
"PG";"7,6"
"SB";"8,3"
"VU";"11,9"
"FM";"43,1"
"GU";"58,7"
"KI";"21,9"
"MH";"48,2"
"FM";"24,3"
"NR";"100,0"
"MP";"64,6"
"PW";"59,1"
"AS";"69,6"
"CK";"52,5"
"PF";"52,4"
"NU";"21,3"
"WS";"19,8"
"TK";"0,0"
"TO";"20,1"
"TV";"20,7"
"WF";"0,0"
