;redes_28
"AF";"0,31"
"AL";"8,07"
"DZ";"7,92"
"AS";"17,86"
"AD";"48,27"
"AO";"1,07"
"AI";"40,81"
"AG";"20,14"
"AR";"22,85"
"AM";"19,71"
"AW";"33,72"
"99999999999998";"99999999999998"
"AU";"39,15"
"AT";"40,76"
"AZ";"18,89"
"BS";"32,88"
"BH";"21,30"
"BD";"0,61"
"BB";"47,91"
"BY";"47,60"
"BE";"40,40"
"BZ";"6,45"
"BJ";"1,90"
"BM";"46,86"
"BT";"3,07"
"BO";"8,29"
"BA";"23,77"
"BW";"7,80"
"BR";"21,61"
"VG";"40,05"
"BN";"17,40"
"BG";"25,16"
"BF";"0,71"
"BI";"0,22"
"KH";"2,36"
"CM";"5,20"
"CA";"46,07"
"CV";"11,33"
"KY";"55,61"
"CF";"0,02"
"TD";"0,17"
"CL";"19,46"
"CN";"17,94"
"CO";"15,03"
"KM";"3,09"
"CD";"0,00"
"CG";"0,33"
"CK";"99999999999998"
"CR";"18,52"
"CI";"1,08"
"HR";"36,85"
"CU";"11,06"
"CY";"38,43"
"CZ";"18,89"
"KP";"4,70"
"DK";"33,06"
"DJ";"2,40"
"DM";"22,60"
"DO";"11,78"
"EC";"15,35"
"EG";"6,88"
"SV";"15,18"
"GQ";"1,34"
"ER";"1,35"
"EE";"30,89"
"ET";"0,84"
"FK";"71,32"
"FO";"42,99"
"FJ";"8,55"
"FI";"11,70"
"FR";"60,45"
"GF";"99999999999998"
"PF";"22,12"
"GA";"0,99"
"GM";"2,91"
"GE";"27,49"
"DE";"57,70"
"GH";"0,97"
"GI";"68,75"
"GR";"47,22"
"GL";"30,51"
"GD";"25,65"
"GP";"99999999999998"
"GU";"41,87"
"GT";"10,79"
"GG";"99999999999998"
"GN";"0,00"
"GW";"0,00"
"GY";"20,92"
"HT";"0,39"
"HN";"5,99"
"HK";"61,41"
"HU";"30,69"
"IS";"52,22"
"IN";"2,09"
"ID";"10,28"
"IR";"37,46"
"IQ";"5,56"
"IE";"43,16"
"IL";"43,15"
"IT";"34,54"
"JM";"8,89"
"JP";"49,59"
"JE";"99999999999998"
"JO";"4,26"
"KZ";"24,89"
"KE";"0,39"
"KI";"1,81"
"KR";"58,51"
"KW";"13,06"
"KG";"7,67"
"LA";"14,00"
"LV";"19,84"
"LB";"17,23"
"LS";"2,32"
"LR";"0,23"
"LY";"14,74"
"LI";"48,60"
"LT";"19,81"
"LU";"48,73"
"MO";"26,09"
"MG";"0,63"
"MW";"0,11"
"MY";"14,59"
"MV";"5,52"
"ML";"0,91"
"MT";"54,13"
"MH";"4,46"
"MQ";"99999999999998"
"MR";"1,27"
"MU";"29,61"
"YT";"4,28"
"MX";"14,94"
"FM";"6,75"
"MD";"29,93"
"MC";"132,72"
"MN";"7,81"
"ME";"26,24"
"MS";"60,81"
"MA";"7,25"
"MZ";"0,32"
"MM";"1,01"
"NA";"7,70"
"NR";"0,00"
"NP";"2,96"
"AN";"99999999999998"
"NL";"41,13"
"NC";"33,33"
"NZ";"40,51"
"NI";"5,65"
"NE";"0,55"
"NG";"0,10"
"NU";"61,88"
"MP";"41,13"
"NO";"21,03"
"OM";"9,47"
"PK";"2,64"
"PS";"8,88"
"PA";"15,07"
"PG";"1,87"
"PY";"5,68"
"PE";"9,79"
"PH";"3,09"
"PL";"25,41"
"PT";"43,82"
"PR";"22,37"
"QA";"17,59"
"RE";"99999999999998"
"RO";"22,83"
"RU";"26,58"
"RW";"0,44"
"ST";"3,56"
"WS";"6,13"
"SM";"56,96"
"SA";"11,77"
"SN";"2,14"
"RS";"40,41"
"SC";"22,74"
"SL";"0,23"
"SG";"36,65"
"SK";"16,91"
"SI";"37,17"
"SB";"1,31"
"SO";"0,42"
"ZA";"6,69"
"SS";"0,00"
"ES";"41,35"
"LK";"13,14"
"SH";"65,93"
"KN";"36,10"
"LC";"18,61"
"PM";"99999999999998"
"VC";"21,86"
"SD";"1,10"
"SR";"15,49"
"SZ";"3,43"
"SE";"39,00"
"CH";"53,16"
"SY";"18,90"
"TW";"59,98"
"TJ";"5,27"
"TZ";"0,29"
"MK";"18,46"
"TH";"8,32"
"TL";"0,29"
"TG";"0,74"
"TK";"99999999999998"
"TO";"11,34"
"TT";"21,33"
"TN";"8,52"
"TR";"16,26"
"TM";"11,42"
"TC";"12,15"
"TV";"13,75"
"UG";"0,84"
"UA";"24,67"
"AE";"23,18"
"GB";"51,12"
"US";"40,44"
"UY";"31,67"
"UZ";"8,22"
"VU";"2,21"
"VE";"25,40"
"VN";"7,27"
"VI";"72,40"
"WF";"25,49"
"YE";"4,45"
"ZM";"0,73"
"ZW";"2,14"
