;populacao_7
"AF";"193"
"AL";"1131"
"DZ";"8416"
"AO";"294"
"AG";"019"
"AR";"31481"
"AM";"1452"
"AW";"031"
"AU";"26237"
"AT";"6357"
"AZ";"550"
"BS";"218"
"BH";"069"
"BD";"152349"
"BB";"095"
"BY";"2915"
"BE";"8954"
"BZ";"007"
"BJ";"125"
"BT";"491"
"BO";"4087"
"BA";"2169"
"BW";"045"
"BR";"232293"
"BN";"054"
"BG";"1307"
"BF";"011"
"BI";"080"
"CV";"018"
"KH";"651"
"CM";"335"
"CA";"46464"
"CF";"054"
"TD";"077"
"CL";"30002"
"CN";"510504"
"HK";"23386"
"MO";"990"
"TW";"31796"
"CO";"23570"
"KM";"004"
"CG";"149"
"CR";"5393"
"CI";"051"
"HR";"3519"
"CU";"20652"
"CW";"270"
"CY";"821"
"CZ";"6060"
"KP";"3979"
"CD";"1063"
"DK";"6445"
"DJ";"017"
"DO";"12865"
"EC";"7077"
"EG";"4919"
"SV";"2608"
"GQ";"014"
"ER";"294"
"EE";"1150"
"ET";"3303"
"FJ";"076"
"FI";"6548"
"FR";"112547"
"GF";"145"
"PF";"108"
"GA";"077"
"GM";"002"
"GE";"504"
"DE";"56468"
"GH";"118"
"GR";"13432"
"GD";"013"
"GP";"1597"
"GU";"125"
"GT";"2891"
"GN";"027"
"GW";"002"
"GY";"008"
"HT";"831"
"HN";"2406"
"HU";"4311"
"IS";"282"
"IN";"165720"
"ID";"4055"
"IR";"6779"
"IQ";"548"
"IE";"2935"
"IL";"9261"
"IT";"93037"
"JM";"1461"
"JP";"449936"
"JO";"368"
"KZ";"995"
"KE";"1344"
"KI";"001"
"KW";"018"
"KG";"109"
"LA";"089"
"LV";"731"
"LB";"2928"
"LS";"024"
"LR";"012"
"LY";"200"
"LT";"1260"
"LU";"240"
"MG";"600"
"MW";"150"
"MY";"3748"
"MV";"131"
"ML";"023"
"MT";"539"
"MQ";"1126"
"MR";"009"
"MU";"812"
"YT";"146"
"MX";"81588"
"FM";"179"
"FM";"001"
"MN";"170"
"ME";"181"
"MA";"1244"
"MZ";"454"
"MM";"641"
"NA";"049"
"NP";"1300"
"NL";"15597"
"NC";"108"
"NZ";"3143"
"NI";"4547"
"NE";"045"
"NG";"165"
"NO";"3952"
"OM";"1337"
"PK";"2485"
"PA";"4427"
"PG";"389"
"PY";"1601"
"PE";"18335"
"PH";"2930"
"PL";"28526"
"PT";"10739"
"PR";"7402"
"QA";"218"
"KR";"79104"
"MD";"348"
"RE";"1464"
"RO";"7614"
"RU";"31218"
"RW";"336"
"LC";"196"
"VC";"029"
"WS";"079"
"ST";"003"
"SA";"1847"
"SN";"076"
"RS";"2403"
"SC";"027"
"SL";"004"
"SG";"12109"
"SK";"2116"
"SI";"1606"
"SB";"015"
"SO";"100"
"ZA";"6543"
"SS";"125"
"ES";"52825"
"LK";"11019"
"PS";"175"
"SD";"791"
"SR";"093"
"SZ";"013"
"SE";"8793"
"CH";"7105"
"SY";"1790"
"TJ";"1007"
"MK";"193"
"TH";"61370"
"TL";"027"
"TG";"004"
"TO";"022"
"TT";"319"
"TN";"1951"
"TR";"17534"
"TM";"168"
"UG";"461"
"UA";"9658"
"AE";"471"
"GB";"75592"
"TZ";"1523"
"US";"263871"
"VI";"154"
"UY";"4181"
"UZ";"3224"
"VU";"011"
"VE";"25027"
"VN";"92038"
"EH";"007"
"YE";"209"
"ZM";"273"
"ZW";"269"
