;indicadoressociais_15
"AW";"98.06"
"AF";"27.07"
"AO";"25.47"
"AI";"91.93"
"AL";"91.44"
"AD";"100.00"
"AE";"99.98"
"AR";"94.82"
"AM";"90.69"
"AS";"62.51"
"AG";"83.98"
"AU";"100.00"
"AT";"100.00"
"AZ";"72.06"
"BI";"44.01"
"BE";"99.48"
"BJ";"10.97"
"BF";"12.63"
"BD";"31.25"
"BG";"85.87"
"BH";"99.91"
"BS";"89.73"
"BA";"94.87"
"BY";"94.87"
"BZ";"83.77"
"BM";"99.96"
"BO";"42.06"
"BR";"76.87"
"BB";"90.31"
"BN";"99999999999998"
"BT";"55.97"
"BW";"56.18"
"CF";"18.14"
"CA";"98.50"
"CH";"99.90"
"CL";"99999999999998"
"CL";"94.35"
"CN";"64.14"
"CI";"24.31"
"CM";"39.42"
"CD";"21.62"
"CG";"13.24"
"CK";"93.80"
"CO";"78.27"
"KM";"28.89"
"CV";"46.05"
"CR";"95.11"
"CU";"89.66"
"CW";"99999999999998"
"KY";"95.55"
"CY";"99.97"
"CZ";"99.14"
"DE";"99.21"
"DJ";"51.07"
"DM";"69.07"
"DK";"99.60"
"DO";"80.30"
"DZ";"85.02"
"EC";"75.10"
"EG";"92.64"
"ER";"8.72"
"ES";"99.90"
"EE";"99.23"
"ET";"4.13"
"FI";"99.45"
"FJ";"83.09"
"FK";"100.00"
"FR";"98.66"
"FO";"99999999999998"
"FM";"99999999999998"
"GA";"39.53"
"GB";"99.13"
"GE";"93.71"
"GH";"12.02"
"GN";"12.48"
"GP";"97.21"
"GM";"51.18"
"GW";"14.38"
"GQ";"78.41"
"GR";"97.24"
"GD";"91.18"
"GL";"99.60"
"GT";"61.45"
"GF";"93.86"
"GU";"89.28"
"GY";"80.41"
"HK";"96.90"
"HN";"66.99"
"HR";"97.21"
"HT";"20.88"
"HU";"98.03"
"ID";"50.96"
"IN";"27.71"
"IE";"89.54"
"IR";"87.61"
"IQ";"78.49"
"IS";"98.79"
"IL";"100.00"
"IT";"99999999999998"
"JM";"84.24"
"JO";"98.38"
"JP";"99.99"
"KZ";"97.13"
"KE";"30.65"
"KG";"92.92"
"KH";"21.95"
"KI";"33.47"
"KN";"88.13"
"KR";"100.00"
"KW";"100.00"
"LA";"40.34"
"LB";"78.18"
"LR";"14.10"
"LY";"99.70"
"LC";"80.04"
"LI";"99.95"
"LK";"87.92"
"LS";"17.15"
"LT";"87.15"
"LU";"97.68"
"LV";"87.86"
"MA";"73.17"
"MC";"100.00"
"MD";"73.72"
"MG";"5.83"
"MV";"85.82"
"MX";"80.00"
"MH";"86.00"
"MK";"89.78"
"ML";"22.51"
"MT";"99.99"
"MM";"68.20"
"ME";"99999999999998"
"MN";"51.67"
"MP";"75.49"
"MZ";"15.06"
"MR";"28.84"
"MS";"83.24"
"MQ";"97.04"
"MU";"91.90"
"MW";"36.91"
"MY";"97.67"
"YT";"99999999999998"
"NA";"29.72"
"NC";"100.00"
"NE";"7.69"
"NG";"35.24"
"NI";"64.68"
"NU";"100.00"
"NL";"97.94"
"NO";"98.07"
"NP";"26.57"
"NR";"65.67"
"NZ";"100.00"
"OM";"90.83"
"PK";"38.90"
"PA";"67.57"
"PE";"66.76"
"PH";"69.02"
"PW";"91.58"
"PG";"18.66"
"PL";"89.96"
"PR";"97.08"
"KP";"76.97"
"PT";"97.93"
"PY";"77.42"
"PS";"94.79"
"PF";"97.94"
"QA";"99.42"
"RE";"98.98"
"RO";"99999999999998"
"RU";"85.12"
"RW";"49.67"
"SA";"98.63"
"SD";"21.01"
"SN";"41.06"
"SG";"100.00"
"SH";"98.88"
"SB";"21.65"
"SL";"11.23"
"SV";"83.62"
"SM";"100.00"
"SO";"20.96"
"PM";"99999999999998"
"RS";"96.77"
"SS";"99999999999998"
"ST";"25.91"
"SR";"80.47"
"SK";"98.87"
"SI";"99.11"
"SE";"99.31"
"SZ";"51.53"
"SX";"99999999999998"
"SC";"95.84"
"SY";"92.98"
"TC";"82.92"
"TD";"9.77"
"TG";"11.71"
"TH";"94.95"
"TJ";"91.48"
"TK";"77.05"
"TM";"95.58"
"TL";"35.22"
"TO";"88.74"
"TT";"91.13"
"TN";"84.22"
"TR";"85.93"
"TV";"86.59"
"TZ";"10.75"
"UG";"16.41"
"UA";"95.02"
"UY";"94.23"
"US";"99.97"
"UZ";"96.17"
"VC";"75.50"
"VE";"89.75"
"VG";"96.81"
"VI";"96.80"
"VN";"60.32"
"VU";"53.11"
"WF";"94.70"
"WS";"98.66"
"YE";"44.66"
"ZA";"63.35"
"ZM";"27.36"
"ZW";"41.23"
