;indicadoressociais_15
"AW";"98.00"
"AF";"28.13"
"AO";"26.73"
"AI";"92.49"
"AL";"92.18"
"AD";"100.00"
"AE";"99.98"
"AR";"94.84"
"AM";"90.79"
"AS";"62.48"
"AG";"84.37"
"AU";"100.00"
"AT";"99.99"
"AZ";"73.66"
"BI";"44.66"
"BE";"99.49"
"BJ";"11.22"
"BF";"13.55"
"BD";"32.72"
"BG";"85.88"
"BH";"99.92"
"BS";"90.02"
"BA";"94.85"
"BY";"94.80"
"BZ";"84.08"
"BM";"99.96"
"BO";"43.02"
"BR";"77.75"
"BB";"90.93"
"BN";"99999999999998"
"BT";"56.76"
"BW";"56.58"
"CF";"18.93"
"CA";"98.50"
"CH";"99.90"
"CL";"99999999999998"
"CL";"94.94"
"CN";"65.15"
"CI";"24.80"
"CM";"39.34"
"CD";"21.43"
"CG";"13.41"
"CK";"94.23"
"CO";"78.87"
"KM";"29.41"
"CV";"48.18"
"CR";"95.33"
"CU";"89.77"
"CW";"99999999999998"
"KY";"95.55"
"CY";"99.92"
"CZ";"99.14"
"DE";"99.21"
"DJ";"51.09"
"DM";"70.33"
"DK";"99.60"
"DO";"80.58"
"DZ";"85.31"
"EC";"76.13"
"EG";"92.69"
"ER";"9.01"
"ES";"99.90"
"EE";"99.27"
"ET";"4.37"
"FI";"99.45"
"FJ";"84.29"
"FK";"100.00"
"FR";"98.66"
"FO";"99999999999998"
"FM";"99999999999998"
"GA";"39.65"
"GB";"99.12"
"GE";"92.88"
"GH";"12.24"
"GN";"13.33"
"GP";"97.21"
"GM";"50.23"
"GW";"15.00"
"GQ";"77.97"
"GR";"97.41"
"GD";"90.86"
"GL";"99.60"
"GT";"62.01"
"GF";"93.86"
"GU";"89.41"
"GY";"80.93"
"HK";"96.85"
"HN";"68.23"
"HR";"97.23"
"HT";"21.89"
"HU";"98.03"
"ID";"52.59"
"IN";"29.22"
"IE";"89.78"
"IR";"87.68"
"IQ";"79.30"
"IS";"98.79"
"IL";"100.00"
"IT";"99999999999998"
"JM";"84.35"
"JO";"98.22"
"JP";"99.99"
"KZ";"97.19"
"KE";"30.56"
"KG";"93.25"
"KH";"24.37"
"KI";"34.25"
"KN";"88.83"
"KR";"100.00"
"KW";"100.00"
"LA";"43.40"
"LB";"79.74"
"LR";"14.34"
"LY";"99.70"
"LC";"81.26"
"LI";"99.95"
"LK";"88.56"
"LS";"19.62"
"LT";"87.73"
"LU";"97.67"
"LV";"88.34"
"MA";"74.18"
"MC";"100.00"
"MD";"74.13"
"MG";"6.16"
"MV";"87.59"
"MX";"80.89"
"MH";"86.09"
"MK";"89.95"
"ML";"23.31"
"MT";"99.99"
"MM";"67.87"
"ME";"99999999999998"
"MN";"52.53"
"MP";"75.90"
"MZ";"15.82"
"MR";"30.24"
"MS";"84.03"
"MQ";"97.04"
"MU";"92.03"
"MW";"37.52"
"MY";"97.88"
"YT";"99999999999998"
"NA";"30.11"
"NC";"100.00"
"NE";"8.13"
"NG";"34.95"
"NI";"65.74"
"NU";"100.00"
"NL";"97.92"
"NO";"98.07"
"NP";"28.38"
"NR";"65.66"
"NZ";"100.00"
"OM";"91.79"
"PK";"40.71"
"PA";"68.43"
"PE";"67.75"
"PH";"69.54"
"PW";"93.09"
"PG";"18.65"
"PL";"90.69"
"PR";"97.09"
"KP";"76.98"
"PT";"98.08"
"PY";"78.71"
"PS";"94.90"
"PF";"97.83"
"QA";"99.42"
"RE";"98.98"
"RO";"99999999999998"
"RU";"85.46"
"RW";"50.96"
"SA";"98.86"
"SD";"22.22"
"SN";"41.70"
"SG";"100.00"
"SH";"98.88"
"SB";"22.56"
"SL";"11.52"
"SV";"84.35"
"SM";"100.00"
"SO";"20.57"
"PM";"99999999999998"
"RS";"96.57"
"SS";"99999999999998"
"ST";"27.19"
"SR";"80.32"
"SK";"98.87"
"SI";"99.11"
"SE";"99.31"
"SZ";"52.11"
"SX";"99999999999998"
"SC";"96.26"
"SY";"92.97"
"TC";"83.43"
"TD";"9.74"
"TG";"11.90"
"TH";"94.96"
"TJ";"91.88"
"TK";"78.51"
"TM";"95.68"
"TL";"35.94"
"TO";"89.22"
"TT";"91.28"
"TN";"85.08"
"TR";"86.97"
"TV";"86.74"
"TZ";"11.84"
"UG";"16.66"
"UA";"95.12"
"UY";"94.38"
"US";"99.97"
"UZ";"97.90"
"VC";"76.67"
"VE";"90.33"
"VG";"96.82"
"VI";"96.90"
"VN";"62.01"
"VU";"53.14"
"WF";"94.70"
"WS";"98.47"
"YE";"46.07"
"ZA";"64.31"
"ZM";"27.72"
"ZW";"40.99"
