;indicadoressociais_15
"AW";"97.80"
"AF";"31.36"
"AO";"30.52"
"AI";"94.15"
"AL";"94.28"
"AD";"100.00"
"AE";"99.98"
"AR";"94.89"
"AM";"91.06"
"AS";"62.37"
"AG";"85.54"
"AU";"100.00"
"AT";"99.99"
"AZ";"78.43"
"BI";"46.59"
"BE";"99.49"
"BJ";"12.01"
"BF";"16.30"
"BD";"37.07"
"BG";"85.91"
"BH";"99.97"
"BS";"90.87"
"BA";"94.82"
"BY";"94.61"
"BZ";"84.99"
"BM";"99.93"
"BO";"45.89"
"BR";"80.35"
"BB";"92.77"
"BN";"96.36"
"BT";"58.74"
"BW";"57.78"
"CF";"21.36"
"CA";"98.50"
"CH";"99.90"
"CL";"99999999999998"
"CL";"96.66"
"CN";"68.15"
"CI";"26.33"
"CM";"39.15"
"CD";"20.90"
"CG";"13.91"
"CK";"95.50"
"CO";"80.62"
"KM";"30.96"
"CV";"54.50"
"CR";"95.94"
"CU";"90.10"
"CW";"98.82"
"KY";"95.55"
"CY";"99.76"
"CZ";"99.14"
"DE";"99.21"
"DJ";"51.16"
"DM";"74.11"
"DK";"99.60"
"DO";"81.33"
"DZ";"86.10"
"EC";"79.19"
"EG";"92.84"
"ER";"9.86"
"ES";"99.90"
"EE";"99.37"
"ET";"5.14"
"FI";"99.45"
"FJ";"87.83"
"FK";"100.00"
"FR";"98.66"
"FO";"90.88"
"FM";"68.39"
"GA";"40.04"
"GB";"99.12"
"GE";"90.42"
"GH";"12.87"
"GN";"15.89"
"GP";"97.68"
"GM";"47.49"
"GW";"16.89"
"GQ";"76.66"
"GR";"97.90"
"GD";"89.90"
"GL";"99.53"
"GT";"63.65"
"GF";"92.74"
"GU";"89.81"
"GY";"82.49"
"HK";"96.68"
"HN";"71.86"
"HR";"97.30"
"HT";"24.86"
"HU";"98.02"
"ID";"57.39"
"IN";"33.73"
"IE";"90.50"
"IR";"87.87"
"IQ";"81.70"
"IS";"98.79"
"IL";"100.00"
"IT";"99.28"
"JM";"84.71"
"JO";"97.77"
"JP";"99.99"
"KZ";"97.37"
"KE";"30.32"
"KG";"94.26"
"KH";"31.65"
"KI";"36.58"
"KN";"90.91"
"KR";"100.00"
"KW";"100.00"
"LA";"52.46"
"LB";"84.43"
"LR";"15.09"
"LY";"99.70"
"LC";"84.92"
"LI";"99.95"
"LK";"90.47"
"LS";"26.95"
"LT";"89.54"
"LU";"97.65"
"LV";"89.69"
"MA";"77.14"
"MC";"100.00"
"MD";"75.36"
"MG";"7.20"
"MV";"92.48"
"MX";"83.49"
"MH";"86.34"
"MK";"90.47"
"ML";"25.71"
"MT";"99.98"
"MM";"66.89"
"ME";"92.47"
"MN";"54.96"
"MP";"77.16"
"MZ";"18.09"
"MR";"34.49"
"MS";"86.39"
"MQ";"97.74"
"MU";"92.45"
"MW";"39.32"
"MY";"98.49"
"YT";"76.88"
"NA";"31.27"
"NC";"100.00"
"NE";"9.49"
"NG";"34.16"
"NI";"68.92"
"NU";"99.08"
"NL";"97.85"
"NO";"98.06"
"NP";"33.78"
"NR";"65.64"
"NZ";"100.00"
"OM";"94.61"
"PK";"46.07"
"PA";"70.98"
"PE";"70.63"
"PH";"71.13"
"PW";"97.17"
"PG";"18.63"
"PL";"92.89"
"PR";"97.11"
"KP";"77.02"
"PT";"98.51"
"PY";"82.52"
"PS";"95.24"
"PF";"97.50"
"QA";"99.55"
"RE";"98.98"
"RO";"81.56"
"RU";"86.47"
"RW";"54.67"
"SA";"99.54"
"SD";"25.87"
"SN";"43.66"
"SG";"100.00"
"SH";"99.10"
"SB";"25.35"
"SL";"12.41"
"SV";"86.50"
"SM";"100.00"
"SO";"19.36"
"PM";"99.34"
"RS";"96.00"
"SS";"99999999999998"
"ST";"31.03"
"SR";"79.87"
"SK";"98.89"
"SI";"99.11"
"SE";"99.31"
"SZ";"53.86"
"SX";"98.72"
"SC";"97.54"
"SY";"92.92"
"TC";"84.95"
"TD";"9.64"
"TG";"12.48"
"TH";"94.99"
"TJ";"93.09"
"TK";"82.88"
"TM";"95.96"
"TL";"38.18"
"TO";"90.64"
"TT";"91.71"
"TN";"87.61"
"TR";"90.04"
"TV";"88.84"
"TZ";"15.21"
"UG";"17.42"
"UA";"95.39"
"UY";"94.81"
"US";"99.97"
"UZ";"100.00"
"VC";"80.18"
"VE";"92.05"
"VG";"96.83"
"VI";"97.20"
"VN";"67.04"
"VU";"53.24"
"WF";"95.68"
"WS";"97.92"
"YE";"50.24"
"ZA";"67.10"
"ZM";"28.78"
"ZW";"40.28"
