;indicadoressociais_15
"AW";"97.87"
"AF";"30.28"
"AO";"29.25"
"AI";"93.59"
"AL";"93.60"
"AD";"100.00"
"AE";"99.98"
"AR";"94.87"
"AM";"90.98"
"AS";"62.41"
"AG";"85.15"
"AU";"100.00"
"AT";"99.99"
"AZ";"76.85"
"BI";"45.94"
"BE";"99.49"
"BJ";"11.74"
"BF";"15.39"
"BD";"35.63"
"BG";"85.90"
"BH";"99.95"
"BS";"90.59"
"BA";"94.83"
"BY";"94.67"
"BZ";"84.69"
"BM";"99.94"
"BO";"44.93"
"BR";"79.49"
"BB";"92.16"
"BN";"96.37"
"BT";"58.09"
"BW";"57.38"
"CF";"20.54"
"CA";"98.50"
"CH";"99.90"
"CL";"99999999999998"
"CL";"96.09"
"CN";"67.15"
"CI";"25.80"
"CM";"39.21"
"CD";"21.08"
"CG";"13.74"
"CK";"95.08"
"CO";"80.05"
"KM";"30.44"
"CV";"52.40"
"CR";"95.75"
"CU";"89.99"
"CW";"98.82"
"KY";"95.55"
"CY";"99.81"
"CZ";"99.14"
"DE";"99.21"
"DJ";"51.13"
"DM";"72.85"
"DK";"99.60"
"DO";"81.09"
"DZ";"85.85"
"EC";"78.17"
"EG";"92.79"
"ER";"9.58"
"ES";"99.90"
"EE";"99.33"
"ET";"4.87"
"FI";"99.45"
"FJ";"86.66"
"FK";"100.00"
"FR";"98.66"
"FO";"90.88"
"FM";"68.40"
"GA";"39.91"
"GB";"99.12"
"GE";"91.24"
"GH";"12.66"
"GN";"15.04"
"GP";"97.52"
"GM";"48.39"
"GW";"16.25"
"GQ";"77.10"
"GR";"97.74"
"GD";"90.22"
"GL";"99.55"
"GT";"63.11"
"GF";"93.12"
"GU";"89.68"
"GY";"81.97"
"HK";"96.74"
"HN";"70.67"
"HR";"97.28"
"HT";"23.88"
"HU";"98.02"
"ID";"55.81"
"IN";"32.23"
"IE";"90.26"
"IR";"87.81"
"IQ";"80.90"
"IS";"98.79"
"IL";"100.00"
"IT";"99.28"
"JM";"84.59"
"JO";"97.92"
"JP";"99.99"
"KZ";"97.31"
"KE";"30.40"
"KG";"93.92"
"KH";"29.22"
"KI";"35.80"
"KN";"90.22"
"KR";"100.00"
"KW";"100.00"
"LA";"49.47"
"LB";"82.87"
"LR";"14.84"
"LY";"99.70"
"LC";"83.70"
"LI";"99.95"
"LK";"89.83"
"LS";"24.52"
"LT";"88.94"
"LU";"97.66"
"LV";"89.24"
"MA";"76.17"
"MC";"100.00"
"MD";"74.95"
"MG";"6.85"
"MV";"90.92"
"MX";"82.63"
"MH";"86.26"
"MK";"90.30"
"ML";"24.91"
"MT";"99.98"
"MM";"67.22"
"ME";"91.94"
"MN";"54.17"
"MP";"76.74"
"MZ";"17.33"
"MR";"33.07"
"MS";"85.60"
"MQ";"97.50"
"MU";"92.31"
"MW";"38.72"
"MY";"98.29"
"YT";"99999999999998"
"NA";"30.88"
"NC";"100.00"
"NE";"9.03"
"NG";"34.41"
"NI";"67.86"
"NU";"99.54"
"NL";"97.87"
"NO";"98.07"
"NP";"31.99"
"NR";"65.64"
"NZ";"100.00"
"OM";"93.68"
"PK";"44.29"
"PA";"70.13"
"PE";"69.69"
"PH";"70.59"
"PW";"95.88"
"PG";"18.63"
"PL";"92.16"
"PR";"97.10"
"KP";"77.00"
"PT";"98.37"
"PY";"81.25"
"PS";"95.13"
"PF";"97.61"
"QA";"99.48"
"RE";"98.98"
"RO";"81.53"
"RU";"86.13"
"RW";"53.46"
"SA";"99.32"
"SD";"24.66"
"SN";"43.00"
"SG";"100.00"
"SH";"98.99"
"SB";"24.40"
"SL";"12.11"
"SV";"85.79"
"SM";"100.00"
"SO";"19.77"
"PM";"99.34"
"RS";"96.19"
"SS";"99999999999998"
"ST";"29.75"
"SR";"80.02"
"SK";"98.89"
"SI";"99.11"
"SE";"99.31"
"SZ";"53.28"
"SX";"98.72"
"SC";"97.11"
"SY";"92.94"
"TC";"84.44"
"TD";"9.68"
"TG";"12.28"
"TH";"94.98"
"TJ";"92.69"
"TK";"81.42"
"TM";"95.86"
"TL";"37.42"
"TO";"90.16"
"TT";"91.57"
"TN";"86.77"
"TR";"89.02"
"TV";"88.17"
"TZ";"14.08"
"UG";"17.17"
"UA";"95.30"
"UY";"94.67"
"US";"99.97"
"UZ";"100.00"
"VC";"79.01"
"VE";"91.48"
"VG";"96.83"
"VI";"97.10"
"VN";"65.37"
"VU";"53.21"
"WF";"95.19"
"WS";"98.11"
"YE";"48.86"
"ZA";"66.18"
"ZM";"28.43"
"ZW";"40.52"
