;indicadoressociais_15
"AW";"97.74"
"AF";"32.46"
"AO";"31.79"
"AI";"94.70"
"AL";"94.94"
"AD";"100.00"
"AE";"99.98"
"AR";"94.90"
"AM";"91.13"
"AS";"62.34"
"AG";"85.94"
"AU";"100.00"
"AT";"99.99"
"AZ";"80.02"
"BI";"47.23"
"BE";"99.49"
"BJ";"12.27"
"BF";"17.21"
"BD";"38.51"
"BG";"85.92"
"BH";"99.98"
"BS";"91.16"
"BA";"94.80"
"BY";"94.56"
"BZ";"85.29"
"BM";"99.93"
"BO";"46.85"
"BR";"81.20"
"BB";"93.39"
"BN";"96.36"
"BT";"59.38"
"BW";"58.18"
"CF";"22.19"
"CA";"98.50"
"CH";"99.89"
"CL";"98.50"
"CL";"97.21"
"CN";"69.15"
"CI";"26.85"
"CM";"39.09"
"CD";"20.72"
"CG";"14.08"
"CK";"95.93"
"CO";"81.19"
"KM";"31.49"
"CV";"56.59"
"CR";"96.14"
"CU";"90.20"
"CW";"98.82"
"KY";"95.55"
"CY";"99.70"
"CZ";"99.14"
"DE";"99.22"
"DJ";"51.18"
"DM";"75.37"
"DK";"99.60"
"DO";"81.56"
"DZ";"86.34"
"EC";"80.20"
"EG";"92.88"
"ER";"10.14"
"ES";"99.90"
"EE";"99.40"
"ET";"5.42"
"FI";"99.45"
"FJ";"88.99"
"FK";"100.00"
"FR";"98.66"
"FO";"90.88"
"FM";"68.39"
"GA";"40.17"
"GB";"99.12"
"GE";"89.61"
"GH";"13.07"
"GN";"16.75"
"GP";"97.84"
"GM";"46.62"
"GW";"17.54"
"GQ";"76.22"
"GR";"98.06"
"GD";"89.58"
"GL";"99.50"
"GT";"64.19"
"GF";"92.37"
"GU";"89.95"
"GY";"83.01"
"HK";"96.63"
"HN";"73.04"
"HR";"97.32"
"HT";"25.81"
"HU";"98.01"
"ID";"58.95"
"IN";"35.22"
"IE";"90.74"
"IR";"87.93"
"IQ";"82.50"
"IS";"98.79"
"IL";"100.00"
"IT";"99.28"
"JM";"84.82"
"JO";"97.62"
"JP";"99.99"
"KZ";"97.43"
"KE";"30.25"
"KG";"94.60"
"KH";"34.08"
"KI";"37.36"
"KN";"91.61"
"KR";"100.00"
"KW";"100.00"
"LA";"55.42"
"LB";"85.99"
"LR";"15.34"
"LY";"99.70"
"LC";"86.15"
"LI";"99.95"
"LK";"91.11"
"LS";"29.38"
"LT";"90.13"
"LU";"97.65"
"LV";"90.14"
"MA";"78.10"
"MC";"100.00"
"MD";"75.78"
"MG";"7.55"
"MV";"93.96"
"MX";"84.34"
"MH";"86.42"
"MK";"90.65"
"ML";"26.51"
"MT";"99.98"
"MM";"66.58"
"ME";"92.99"
"MN";"55.72"
"MP";"77.58"
"MZ";"18.85"
"MR";"35.92"
"MS";"87.18"
"MQ";"97.97"
"MU";"92.59"
"MW";"39.93"
"MY";"98.68"
"YT";"76.88"
"NA";"31.65"
"NC";"100.00"
"NE";"9.96"
"NG";"33.91"
"NI";"69.98"
"NU";"98.62"
"NL";"97.83"
"NO";"98.06"
"NP";"35.57"
"NR";"65.63"
"NZ";"100.00"
"OM";"95.52"
"PK";"47.84"
"PA";"71.82"
"PE";"71.56"
"PH";"71.66"
"PW";"98.41"
"PG";"18.62"
"PL";"93.63"
"PR";"97.12"
"KP";"77.03"
"PT";"98.65"
"PY";"83.78"
"PS";"95.35"
"PF";"97.40"
"QA";"99.61"
"RE";"98.98"
"RO";"81.60"
"RU";"86.80"
"RW";"55.86"
"SA";"99.77"
"SD";"27.10"
"SN";"44.32"
"SG";"100.00"
"SH";"99.21"
"SB";"26.31"
"SL";"12.71"
"SV";"87.19"
"SM";"100.00"
"SO";"18.94"
"PM";"99.34"
"RS";"95.80"
"SS";"99999999999998"
"ST";"32.32"
"SR";"79.72"
"SK";"98.90"
"SI";"99.11"
"SE";"99.31"
"SZ";"54.46"
"SX";"98.72"
"SC";"97.96"
"SY";"92.91"
"TC";"85.45"
"TD";"9.62"
"TG";"12.68"
"TH";"95.00"
"TJ";"93.49"
"TK";"84.33"
"TM";"96.05"
"TL";"38.97"
"TO";"91.11"
"TT";"91.86"
"TN";"88.45"
"TR";"91.04"
"TV";"89.47"
"TZ";"16.36"
"UG";"17.67"
"UA";"95.48"
"UY";"94.95"
"US";"99.97"
"UZ";"100.00"
"VC";"81.34"
"VE";"92.63"
"VG";"96.84"
"VI";"97.30"
"VN";"68.68"
"VU";"53.27"
"WF";"96.18"
"WS";"97.74"
"YE";"51.61"
"ZA";"68.00"
"ZM";"29.12"
"ZW";"40.04"
