;populacao_2
"AF";"13732620"
"AL";"1514262"
"DZ";"17330069"
"AS";"29427"
"AD";"43280"
"AO";"10265906"
"AI";"6502"
"AG";"43878"
"AR";"19551137"
"AM";"1376747"
"AW";"48139"
"AU";"10464805"
"AT";"4043414"
"AZ";"4309148"
"BS";"167225"
"BH";"635711"
"BD";"74732912"
"BB";"132546"
"BY";"4441975"
"BE";"5251297"
"BZ";"149669"
"BJ";"4194024"
"BM";"31440"
"BT";"362827"
"BO";"4732822"
"BA";"1854028"
"BW";"945717"
"BR";"94187803"
"VG";"12595"
"BN";"192426"
"BG";"3682931"
"BF";"7045686"
"BI";"3902140"
"CV";"239629"
"KH";"6645931"
"CM";"9191008"
"CA";"16375779"
"KY";"25205"
"CF";"2108768"
"TD";"5383494"
"CL";"8159353"
"CN";"687650173"
"HK";"3278280"
"MO";"240181"
"TW";"11559916"
"CO";"21900459"
"KM";"323238"
"CG";"1987863"
"CK";"9973"
"CR";"2190039"
"CI";"9765250"
"HR";"2101109"
"CU";"5668410"
"CW";"62968"
"CY";"535875"
"CZ";"5059476"
"KP";"11821299"
"CD";"29048941"
"DK";"2710887"
"DJ";"406711"
"DM";"35437"
"DO";"4749544"
"EC";"7111364"
"EG";"40125079"
"SV";"2894059"
"GQ";"443924"
"ER";"2077702"
"EE";"624634"
"ET";"40414623"
"FO";"25116"
"FK";"1427"
"FJ";"426096"
"FI";"2595904"
"FR";"30401389"
"GF";"107427"
"PF";"133516"
"GA";"751517"
"GM";"762770"
"GE";"2077045"
"DE";"39799485"
"GH";"11286109"
"GI";"15902"
"GR";"5623877"
"GL";"30255"
"GD";"51605"
"GP";"212855"
"GU";"80896"
"GT";"6722383"
"GN";"5049449"
"GW";"706893"
"GY";"374550"
"HT";"4722964"
"VA";"376"
"HN";"3838351"
"HU";"4755050"
"IS";"153394"
"IN";"611691896"
"ID";"117204510"
"IR";"36686402"
"IQ";"14350182"
"IE";"2196100"
"IM";"38012"
"IL";"3416264"
"IT";"28846298"
"JM";"1374512"
"JP";"62922669"
"JO";"3181103"
"KZ";"7642354"
"KE";"18926677"
"KI";"47438"
"KW";"1467211"
"KG";"2569314"
"LA";"2952839"
"LV";"1007201"
"LB";"2086108"
"LS";"959333"
"LR";"1763553"
"LY";"3067525"
"LI";"17423"
"LT";"1508403"
"LU";"234714"
"MG";"9677686"
"MW";"6835874"
"MY";"13677687"
"MV";"179979"
"ML";"6818466"
"MT";"204126"
"MH";"26383"
"MQ";"184702"
"MR";"1660866"
"MU";"611577"
"YT";"93153"
"MX";"55641107"
"FM";"252663"
"MC";"17087"
"MN";"1287811"
"ME";"304581"
"MS";"2419"
"MA";"15402405"
"MZ";"10741981"
"MM";"24009568"
"NA";"1008587"
"NR";"4964"
"NP";"12927718"
"NL";"8190245"
"NC";"121134"
"NZ";"2075065"
"NI";"2723223"
"NE";"7317653"
"NG";"73983516"
"NU";"840"
"MP";"28598"
"NO";"2347549"
"OM";"1536487"
"PK";"82557942"
"PW";"10879"
"PA";"1736920"
"PG";"3369879"
"PY";"3023365"
"PE";"14136632"
"PH";"44953202"
"PL";"18545029"
"PT";"5126213"
"PR";"1798384"
"QA";"857418"
"KR";"24602285"
"MD";"1980280"
"RE";"395031"
"RO";"10236707"
"RU";"66488033"
"RW";"4620784"
"SH";"2142"
"KN";"24560"
"LC";"81943"
"PM";"3106"
"VC";"55078"
"WS";"94210"
"SM";"14818"
"ST";"81105"
"SA";"14122309"
"SN";"5816863"
"RS";"4465402"
"SC";"45799"
"SL";"2968013"
"SG";"2342159"
"SX";"15570"
"SK";"2616972"
"SI";"987562"
"SB";"251153"
"SO";"5520411"
"ZA";"24488752"
"SS";"4422263"
"ES";"22430646"
"LK";"9714914"
"PS";"1902772"
"SD";"16152855"
"SR";"256570"
"SZ";"551651"
"SE";"4551748"
"CH";"3708281"
"SY";"9978070"
"TJ";"3603879"
"MK";"1031915"
"TH";"32508948"
"TL";"540222"
"TG";"2982130"
"TK";"550"
"TO";"51219"
"TT";"648556"
"TN";"5118496"
"TR";"34239579"
"TM";"2395432"
"TC";"14426"
"TV";"4989"
"UG";"15164165"
"UA";"21467755"
"AE";"4391575"
"GB";"30112807"
"TZ";"20676457"
"US";"148390309"
"VI";"51602"
"UY";"1610949"
"UZ";"13563483"
"VU";"111986"
"VE";"13845821"
"VN";"42335314"
"WF";"7079"
"EH";"243710"
"YE";"10989936"
"ZM";"6303190"
"ZW";"6496083"
