;populacao_2
"AF";"15264600"
"AL";"1470170"
"DZ";"18583564"
"AS";"27933"
"AD";"43398"
"AO";"11852501"
"AI";"6917"
"AG";"45871"
"AR";"20376428"
"AM";"1345836"
"AW";"48650"
"AU";"11236849"
"AT";"4126325"
"AZ";"4536119"
"BS";"179245"
"BH";"796305"
"BD";"77768406"
"BB";"134615"
"BY";"4400708"
"BE";"5408267"
"BZ";"164529"
"BJ";"4701592"
"BM";"30633"
"BT";"392828"
"BO";"5050071"
"BA";"1811419"
"BW";"1014200"
"BR";"97830529"
"VG";"14135"
"BN";"203519"
"BG";"3581170"
"BF";"7981444"
"BI";"4441012"
"CV";"252762"
"KH";"7085259"
"CM";"10261998"
"CA";"17135695"
"KY";"27711"
"CF";"2208260"
"TD";"6147112"
"CL";"8490473"
"CN";"704010068"
"HK";"3303484"
"MO";"263841"
"TW";"11654931"
"CO";"22874734"
"KM";"356188"
"CG";"2257186"
"CK";"9307"
"CR";"2303969"
"CI";"10649974"
"HR";"2077637"
"CU";"5687228"
"CW";"68962"
"CY";"561356"
"CZ";"5191112"
"KP";"12082397"
"CD";"33223919"
"DK";"2771507"
"DJ";"434946"
"DM";"35849"
"DO";"5003362"
"EC";"7592410"
"EG";"43382700"
"SV";"2927558"
"GQ";"542082"
"ER";"2239826"
"EE";"619132"
"ET";"44941469"
"FO";"25192"
"FK";"1405"
"FJ";"442353"
"FI";"2646249"
"FR";"31094243"
"GF";"120391"
"PF";"137945"
"GA";"868117"
"GM";"864764"
"GE";"1983852"
"DE";"39702119"
"GH";"12438323"
"GI";"16411"
"GR";"5628052"
"GL";"29954"
"GD";"52539"
"GP";"209771"
"GU";"81097"
"GT";"7345140"
"GN";"5521989"
"GW";"782970"
"GY";"375003"
"HT";"5015717"
"VA";"373"
"HN";"4161663"
"HU";"4697658"
"IS";"162874"
"IN";"646880731"
"ID";"123904483"
"IR";"38123759"
"IQ";"16038974"
"IE";"2320780"
"IM";"39685"
"IL";"3741034"
"IT";"29033196"
"JM";"1405939"
"JP";"62839519"
"JO";"3855906"
"KZ";"8051385"
"KE";"21119171"
"KI";"51527"
"KW";"1840504"
"KG";"2722171"
"LA";"3152453"
"LV";"958423"
"LB";"2333019"
"LS";"1000092"
"LR";"2047826"
"LY";"3154590"
"LI";"17954"
"LT";"1416799"
"LU";"258843"
"MG";"10832931"
"MW";"7729170"
"MY";"14770994"
"MV";"207021"
"ML";"7766276"
"MT";"208531"
"MH";"26492"
"MQ";"181142"
"MR";"1867839"
"MU";"620095"
"YT";"105108"
"MX";"59275314"
"FM";"254606"
"MC";"18312"
"MN";"1369527"
"ME";"308325"
"MS";"2474"
"MA";"16201692"
"MZ";"12121182"
"MM";"24673017"
"NA";"1073340"
"NR";"5061"
"NP";"13300101"
"NL";"8312976"
"NC";"129175"
"NZ";"2170410"
"NI";"2861241"
"NE";"8533334"
"NG";"82403867"
"NU";"821"
"MP";"26407"
"NO";"2477205"
"OM";"1986362"
"PK";"89522744"
"PW";"11158"
"PA";"1861888"
"PG";"3697204"
"PY";"3193661"
"PE";"14868268"
"PH";"48095909"
"PL";"18524031"
"PT";"5074645"
"PR";"1781688"
"QA";"1485001"
"KR";"24918878"
"MD";"1960867"
"RE";"404995"
"RO";"9847232"
"RU";"66443922"
"RW";"5150397"
"SH";"2116"
"KN";"25768"
"LC";"85308"
"PM";"3109"
"VC";"55202"
"WS";"96780"
"SM";"15535"
"ST";"88982"
"SA";"15882264"
"SN";"6513898"
"RS";"4398493"
"SC";"47184"
"SL";"3266639"
"SG";"2553447"
"SX";"16240"
"SK";"2625009"
"SI";"1017155"
"SB";"274100"
"SO";"6189414"
"ZA";"25664526"
"SS";"5224983"
"ES";"23168602"
"LK";"9862346"
"PS";"2119360"
"SD";"17539922"
"SR";"267235"
"SZ";"594185"
"SE";"4718604"
"CH";"3909114"
"SY";"10526375"
"TJ";"3937933"
"MK";"1035426"
"TH";"33071121"
"TL";"574650"
"TG";"3325722"
"TK";"542"
"TO";"52385"
"TT";"660288"
"TN";"5331848"
"TR";"36093445"
"TM";"2545620"
"TC";"15956"
"TV";"5193"
"UG";"17432690"
"UA";"21032630"
"AE";"6461094"
"GB";"31368551"
"TZ";"23481792"
"US";"153679821"
"VI";"50594"
"UY";"1632687"
"UZ";"14462722"
"VU";"122708"
"VE";"14699756"
"VN";"44179795"
"WF";"6473"
"EH";"256634"
"YE";"12254906"
"ZM";"7071595"
"ZW";"7003570"
