;populacao_2
"AF";"6736958"
"AL";"1378964"
"DZ";"9745233"
"AS";"16462"
"AD";"19484"
"AO";"4363813"
"AI";"3241"
"AG";"35835"
"AR";"13860780"
"AM";"1509207"
"AW";"29291"
"AU";"7312133"
"AT";"3600773"
"AZ";"3016299"
"BS";"104579"
"BH";"210360"
"BD";"41548717"
"BB";"119648"
"BY";"4479980"
"BE";"4823029"
"BZ";"72723"
"BJ";"1795184"
"BM";"27671"
"BT";"211590"
"BO";"2794763"
"BA";"2067071"
"BW";"487588"
"BR";"60243561"
"VG";"5604"
"BN";"103120"
"BG";"4422528"
"BF";"3345105"
"BI";"1995770"
"CV";"132721"
"KH";"3148214"
"CM";"4266591"
"CA";"12220530"
"KY";"7961"
"CF";"1120134"
"TD";"2226730"
"CL";"5546237"
"CN";"510065560"
"HK";"2564272"
"MO";"122025"
"TW";"9242846"
"CO";"13810979"
"KM";"153770"
"CG";"916504"
"CK";"9126"
"CR";"1208385"
"CI";"4321093"
"HR";"2227187"
"CU";"4977071"
"CW";"72184"
"CY";"345131"
"CZ";"5017960"
"KP";"8394230"
"CD";"12909455"
"DK";"2530719"
"DJ";"181088"
"DM";"37535"
"DO";"2928173"
"EC";"4010323"
"EG";"22258910"
"SV";"2258969"
"GQ";"126355"
"ER";"1190657"
"EE";"682535"
"ET";"17554574"
"FO";"22656"
"FK";"912"
"FJ";"321611"
"FI";"2315020"
"FR";"26653356"
"GF";"34982"
"PF";"78880"
"GA";"353216"
"GM";"299700"
"GE";"2356688"
"DE";"37316961"
"GH";"5490013"
"GI";"14594"
"GR";"4768561"
"GL";"27261"
"GD";"42996"
"GP";"162006"
"GU";"54296"
"GT";"3659473"
"GN";"2224475"
"GW";"388790"
"GY";"392712"
"HT";"2797311"
"VA";"355"
"HN";"1827572"
"HU";"5209887"
"IS";"115063"
"IN";"360871640"
"ID";"73680783"
"IR";"19925380"
"IQ";"6972415"
"IE";"1725373"
"IM";"30103"
"IL";"1869473"
"IT";"27437110"
"JM";"1068921"
"JP";"58169831"
"JO";"1240653"
"KZ";"7194578"
"KE";"8101283"
"KI";"29240"
"KW";"785041"
"KG";"1755622"
"LA";"1618233"
"LV";"1161933"
"LB";"1291569"
"LS";"612685"
"LR";"941063"
"LY";"1685501"
"LI";"12837"
"LT";"1617171"
"LU";"177707"
"MG";"4370750"
"MW";"3018091"
"MY";"6975196"
"MV";"82838"
"ML";"3531231"
"MT";"162383"
"MH";"15658"
"MQ";"157781"
"MR";"764277"
"MU";"476337"
"YT";"28390"
"MX";"34592050"
"FM";"155406"
"MC";"12421"
"MN";"833204"
"ME";"284984"
"MS";"5955"
"MA";"9957776"
"MZ";"5794739"
"MM";"16295314"
"NA";"493168"
"NR";"3736"
"NP";"7452985"
"NL";"7025478"
"NC";"74942"
"NZ";"1564015"
"NI";"1626753"
"NE";"2945239"
"NG";"36928973"
"NU";"1734"
"MP";"8903"
"NO";"2024832"
"OM";"608386"
"PK";"40839075"
"PW";"6275"
"PA";"1002345"
"PG";"1686741"
"PY";"1604178"
"PE";"8689593"
"PH";"23975780"
"PL";"17292526"
"PT";"4718644"
"PR";"1551814"
"QA";"140992"
"KR";"19066078"
"MD";"1895990"
"RE";"248591"
"RO";"11152325"
"RU";"63708334"
"RW";"2527457"
"SH";"2663"
"KN";"20777"
"LC";"57698"
"PM";"2992"
"VC";"48672"
"WS";"79555"
"SM";"10708"
"ST";"46848"
"SA";"5224944"
"SN";"2800739"
"RS";"4404120"
"SC";"33460"
"SL";"1652857"
"SG";"1230215"
"SX";"6425"
"SK";"2455084"
"SI";"885203"
"SB";"119203"
"SO";"3242820"
"ZA";"14798645"
"SS";"2339866"
"ES";"18544781"
"LK";"7666379"
"PS";"762578"
"SD";"7267381"
"SR";"183222"
"SZ";"286500"
"SE";"4119336"
"CH";"3066340"
"SY";"4508219"
"TJ";"1926104"
"MK";"975095"
"TH";"23729315"
"TL";"297918"
"TG";"1343974"
"TK";"733"
"TO";"47370"
"TT";"539298"
"TN";"3200865"
"TR";"21815299"
"TM";"1408462"
"TC";"3653"
"TV";"3937"
"UG";"6243240"
"UA";"22948600"
"AE";"725509"
"GB";"27371381"
"TZ";"9222126"
"US";"112646396"
"VI";"47825"
"UY";"1430244"
"UZ";"7833541"
"VU";"61045"
"VE";"7755651"
"VN";"26715756"
"WF";"5674"
"EH";"81046"
"YE";"3973700"
"ZM";"2926599"
"ZW";"3555670"
