;populacao_6
"BI";"373.8"
"KM";"398.4"
"DJ";"38.7"
"ER";"46.1"
"ET";"94.9"
"KE";"78.8"
"MG";"39.5"
"MW";"175.8"
"MU";"618.4"
"YT";"606.3"
"MZ";"33.6"
"RE";"340.2"
"RW";"448.5"
"SC";"201.7"
"SO";"20.9"
"SS";"18.3"
"UG";"188.0"
"TZ";"57.2"
"ZM";"20.4"
"ZW";"38.9"
"AO";"20.9"
"CM";"45.8"
"CF";"7.2"
"TD";"10.4"
"CG";"13.9"
"CD";"31.5"
"GQ";"38.6"
"GA";"7.1"
"ST";"194.8"
"DZ";"16.1"
"EG";"90.2"
"LY";"3.5"
"MA";"75.8"
"SD";"20.9"
"TN";"70.9"
"EH";"1.9"
"BW";"3.8"
"LS";"69.7"
"NA";"2.8"
"ZA";"44.3"
"SZ";"73.9"
"BJ";"88.7"
"BF";"62.4"
"CV";"129.1"
"CI";"69.1"
"GM";"183.7"
"GH";"115.8"
"GN";"47.0"
"GW";"59.8"
"LR";"44.5"
"ML";"13.5"
"MR";"3.8"
"NE";"14.6"
"NG";"188.7"
"SH";"10.5"
"SN";"73.3"
"SL";"95.9"
"TG";"129.5"
"CN";"147.3"
"HK";"6.808.2"
"MO";"19.258.9"
"TW";"659.1"
"KP";"207.5"
"JP";"352.0"
"MN";"1.9"
"KR";"516.0"
"KZ";"6.4"
"KG";"29.6"
"TJ";"58.4"
"TM";"11.4"
"UZ";"70.6"
"AF";"48.6"
"BD";"1.210.5"
"BT";"20.1"
"IN";"430.0"
"IR";"47.6"
"MV";"1.324.7"
"NP";"195.2"
"PK";"235.7"
"LK";"327.3"
"BN";"77.0"
"KH";"85.1"
"ID";"139.1"
"LA";"28.1"
"MY";"90.4"
"MM";"78.8"
"PH";"330.3"
"SG";"7.658.3"
"TH";"133.4"
"TL";"79.7"
"VN";"295.1"
"AM";"101.6"
"AZ";"113.5"
"BH";"1.730.8"
"CY";"123.8"
"GE";"58.2"
"IQ";"78.0"
"IL";"361.4"
"JO";"94.8"
"KW";"201.9"
"LB";"515.8"
"OM";"12.0"
"QA";"193.8"
"SA";"13.9"
"PS";"733.3"
"SY";"107.9"
"TR";"98.5"
"AE";"107.7"
"YE";"48.4"
"BY";"46.7"
"BG";"66.9"
"CZ";"137.2"
"HU";"108.7"
"PL";"125.1"
"MD";"124.0"
"RO";"87.2"
"RU";"8.8"
"SK";"112.8"
"UA";"77.9"
"DK";"132.9"
"EE";"31.2"
"FO";"34.9"
"FI";"17.9"
"IS";"3.3"
"IE";"68.0"
"IM";"143.9"
"LV";"32.8"
"LT";"47.8"
"NO";"13.9"
"SE";"23.4"
"GB";"267.2"
"AL";"106.5"
"AD";"171.9"
"BA";"70.7"
"HR";"76.4"
"GI";"3.383.1"
"GR";"87.8"
"VA";"1.820.5"
"IT";"202.9"
"MT";"1.322.6"
"ME";"46.6"
"PT";"114.9"
"SM";"538.4"
"RS";"102.0"
