;economia_23
"AF";"99999999999998"
"AL";"3.3"
"AD";"99999999999998"
"AO";"2.6"
"AR";"4.6"
"AM";"2.8"
"AU";"4.9"
"AT";"5.6"
"AZ";"3.9"
"BS";"2.9"
"BH";"99999999999998"
"BD";"2.1"
"BB";"4.6"
"BY";"6.2"
"BE";"99999999999998"
"BZ";"5.0"
"BJ";"2.9"
"BT";"5.5"
"BO";"5.5"
"BW";"99999999999998"
"BR";"3.9"
"BN";"3.7"
"BG";"99999999999998"
"BF";"99999999999998"
"BI";"2.6"
"CV";"99999999999998"
"KH";"1.7"
"CM";"1.9"
"CA";"5.5"
"CF";"1.6"
"TD";"2.6"
"CL";"3.7"
"CN";"99999999999998"
"CO";"3.5"
"KM";"99999999999998"
"CG";"99999999999998"
"CD";"99999999999998"
"CR";"4.4"
"HR";"99999999999998"
"CU";"7.7"
"CY";"5.0"
"CZ";"3.7"
"CI";"3.7"
"DK";"8.1"
"DJ";"9.7"
"DO";"1.9"
"EC";"1.2"
"EG";"99999999999998"
"SV";"2.5"
"EE";"5.3"
"ET";"4.0"
"FJ";"5.9"
"FI";"5.7"
"FR";"5.5"
"GA";"3.8"
"GM";"1.5"
"GE";"2.2"
"DE";"99999999999998"
"GH";"99999999999998"
"GR";"3.2"
"GT";"99999999999998"
"GN";"2.6"
"GW";"99999999999998"
"GY";"8.5"
"HN";"99999999999998"
"HK";"99999999999998"
"HU";"4.9"
"IS";"6.5"
"IN";"4.3"
"ID";"99999999999998"
"IR";"4.0"
"IE";"4.1"
"IL";"6.1"
"IT";"4.3"
"JM";"5.0"
"JP";"3.6"
"KZ";"3.3"
"KE";"5.2"
"KI";"11.1"
"KR";"99999999999998"
"KW";"99999999999998"
"KG";"3.5"
"LA";"1.5"
"LV";"5.3"
"LB";"99999999999998"
"LS";"11.5"
"LR";"99999999999998"
"LI";"99999999999998"
"LT";"99999999999998"
"LU";"99999999999998"
"MG";"2.9"
"MW";"5.2"
"MY";"6.0"
"MV";"99999999999998"
"ML";"3.3"
"MT";"99999999999998"
"MR";"99999999999998"
"MU";"3.8"
"MX";"4.1"
"FM";"6.7"
"MD";"4.5"
"MC";"1.3"
"MN";"5.5"
"MA";"99999999999998"
"MZ";"99999999999998"
"MM";"99999999999998"
"NA";"7.0"
"NP";"3.0"
"NL";"4.6"
"NZ";"99999999999998"
"NI";"3.0"
"NE";"3.2"
"NO";"6.5"
"OM";"3.2"
"PK";"1.8"
"PW";"7.8"
"PA";"5.0"
"PY";"4.6"
"PE";"3.3"
"PH";"3.3"
"PL";"5.0"
"PT";"5.2"
"QA";"3.7"
"RO";"2.9"
"RU";"2.9"
"RW";"4.1"
"KN";"4.8"
"LC";"99999999999998"
"VC";"7.9"
"WS";"3.6"
"SM";"99999999999998"
"ST";"99999999999998"
"SA";"5.9"
"SN";"3.2"
"RS";"99999999999998"
"SC";"99999999999998"
"SL";"4.9"
"SG";"3.3"
"SK";"3.9"
"SI";"99999999999998"
"SB";"99999999999998"
"ZA";"5.4"
"SS";"99999999999998"
"ES";"4.2"
"LK";"99999999999998"
"SD";"1.0"
"SZ";"5.5"
"SE";"6.8"
"CH";"4.8"
"TJ";"2.3"
"TZ";"99999999999998"
"TH";"5.3"
"MK";"99999999999998"
"TL";"99999999999998"
"TG";"4.5"
"TO";"4.9"
"TT";"2.8"
"TN";"6.2"
"TR";"2.6"
"TM";"99999999999998"
"TV";"99999999999998"
"UG";"2.5"
"UA";"4.2"
"GB";"4.3"
"US";"99999999999998"
"UY";"2.4"
"VU";"7.0"
"VE";"99999999999998"
"VN";"99999999999998"
"YE";"9.7"
"ZM";"1.8"
"ZW";"99999999999998"
