;economia_23
"AF";"3.1"
"AL";"99999999999998"
"AD";"99999999999998"
"AO";"99999999999998"
"AR";"5.1"
"AM";"3.1"
"AU";"4.9"
"AT";"5.5"
"AZ";"2.1"
"BS";"99999999999998"
"BH";"2.6"
"BD";"2.0"
"BB";"5.6"
"BY";"5.1"
"BE";"99999999999998"
"BZ";"99999999999998"
"BJ";"4.9"
"BT";"99999999999998"
"BO";"6.4"
"BW";"99999999999998"
"BR";"5.9"
"BN";"3.2"
"BG";"3.5"
"BF";"4.1"
"BI";"5.8"
"CV";"99999999999998"
"KH";"1.6"
"CM";"3.0"
"CA";"99999999999998"
"CF";"99999999999998"
"TD";"99999999999998"
"CL";"4.6"
"CN";"99999999999998"
"CO";"4.4"
"KM";"5.1"
"CG";"99999999999998"
"CD";"99999999999998"
"CR";"6.9"
"HR";"99999999999998"
"CU";"99999999999998"
"CY";"99999999999998"
"CZ";"4.3"
"CI";"99999999999998"
"DK";"99999999999998"
"DJ";"99999999999998"
"DO";"99999999999998"
"EC";"4.2"
"EG";"99999999999998"
"SV";"99999999999998"
"EE";"4.7"
"ET";"5.6"
"FJ";"99999999999998"
"FI";"7.2"
"FR";"5.5"
"GA";"99999999999998"
"GM";"4.1"
"GE";"2.0"
"DE";"4.9"
"GH";"7.9"
"GR";"99999999999998"
"GT";"3.0"
"GN";"2.5"
"GW";"2.1"
"GY";"3.2"
"HN";"99999999999998"
"HK";"3.5"
"HU";"99999999999998"
"IS";"99999999999998"
"IN";"3.8"
"ID";"3.4"
"IR";"3.2"
"IE";"5.8"
"IL";"99999999999998"
"IT";"99999999999998"
"JM";"6.1"
"JP";"3.9"
"KZ";"99999999999998"
"KE";"99999999999998"
"KI";"99999999999998"
"KR";"4.6"
"KW";"99999999999998"
"KG";"7.4"
"LA";"99999999999998"
"LV";"4.6"
"LB";"2.2"
"LS";"99999999999998"
"LR";"2.8"
"LI";"99999999999998"
"LT";"4.8"
"LU";"99999999999998"
"MG";"2.7"
"MW";"99999999999998"
"MY";"99999999999998"
"MV";"5.2"
"ML";"4.2"
"MT";"6.8"
"MR";"3.0"
"MU";"3.5"
"MX";"99999999999998"
"FM";"99999999999998"
"MD";"8.3"
"MC";"1.8"
"MN";"99999999999998"
"MA";"99999999999998"
"MZ";"6.1"
"MM";"99999999999998"
"NA";"99999999999998"
"NP";"99999999999998"
"NL";"5.5"
"NZ";"7.3"
"NI";"99999999999998"
"NE";"4.3"
"NO";"7.4"
"OM";"99999999999998"
"PK";"2.1"
"PW";"99999999999998"
"PA";"99999999999998"
"PY";"5.0"
"PE";"2.9"
"PH";"99999999999998"
"PL";"4.8"
"PT";"99999999999998"
"QA";"3.5"
"RO";"2.9"
"RU";"4.2"
"RW";"4.8"
"KN";"99999999999998"
"LC";"4.0"
"VC";"99999999999998"
"WS";"99999999999998"
"SM";"99999999999998"
"ST";"6.0"
"SA";"99999999999998"
"SN";"99999999999998"
"RS";"4.4"
"SC";"99999999999998"
"SL";"2.9"
"SG";"3.1"
"SK";"3.9"
"SI";"5.7"
"SB";"99999999999998"
"ZA";"6.4"
"SS";"99999999999998"
"ES";"4.4"
"LK";"1.5"
"SD";"99999999999998"
"SZ";"99999999999998"
"SE";"7.7"
"CH";"5.1"
"TJ";"4.0"
"TZ";"99999999999998"
"TH";"4.5"
"MK";"99999999999998"
"TL";"6.4"
"TG";"4.7"
"TO";"99999999999998"
"TT";"99999999999998"
"TN";"6.2"
"TR";"99999999999998"
"TM";"3.0"
"TV";"99999999999998"
"UG";"2.7"
"UA";"6.7"
"GB";"99999999999998"
"US";"99999999999998"
"UY";"99999999999998"
"VU";"99999999999998"
"VE";"99999999999998"
"VN";"6.3"
"YE";"99999999999998"
"ZM";"99999999999998"
"ZW";"99999999999998"
