,indicadoressociais_12
"AW",""
"AF","22.1"
"AO","40.4"
"AL","7.4"
"AD",""
"AE","5.9"
"AR","4"
"AM","5.5"
"AS",""
"AG",""
"AU","2.5"
"AT","2.5"
"AZ","2.5"
"BI",""
"BE","2.5"
"BJ","11.8"
"BF","21.2"
"BD","16.9"
"BG","5.6"
"BH",""
"BS",""
"BA","2.5"
"BY","2.5"
"BZ","5.6"
"BM",""
"BO","26.5"
"BR","2.5"
"BB","5"
"BN","3.1"
"BT",""
"BW","28.5"
"CF","32"
"CA","2.5"
"CH","2.5"
"CL","4.2"
"CN","11.8"
"CI","21.9"
"CM","11.5"
"CD",""
"CG","40.5"
"CO","11.1"
"KM",""
"CV","15.3"
"CR","5.2"
"CU","2.5"
"CW",""
"KY",""
"CY","4.3"
"CZ","2.5"
"DE","2.5"
"DJ","22.3"
"DM","5.2"
"DK","2.5"
"DO","16.5"
"DZ","6.3"
"EC","10.7"
"EG","4.5"
"ER",""
"ES","2.5"
"EE","2.6"
"ET","32.1"
"FI","2.5"
"FJ","4.5"
"FR","2.5"
"FO",""
"FM",""
"GA","10.8"
"GB","2.5"
"GE","7.7"
"GH","5.3"
"GI",""
"GN","17.6"
"GM","9.3"
"GW","22.2"
"GQ",""
"GR","2.5"
"GD",""
"GL",""
"GT","15.8"
"GU",""
"GY","11.2"
"HK","2.5"
"HN","15.2"
"HR","2.5"
"HT","49.5"
"HU","2.5"
"ID","12.4"
"IM",""
"IN","17.5"
"IE","2.5"
"IR","5.8"
"IQ","27.3"
"IS","2.5"
"IL","2.5"
"IT","2.5"
"JM","8.8"
"JO","8.2"
"JP","2.5"
"KZ","3.1"
"KE","23.5"
"KG","8.3"
"KH","18.8"
"KI","3.7"
"KN",""
"KR","2.5"
"KW","2.5"
"LA","21.1"
"LB","4.5"
"LR","36.5"
"LY",""
"LC",""
"LI",""
"LK","13.8"
"LS","12.7"
"LT","2.5"
"LU","2.5"
"LV","2.5"
"MO","13.7"
"MF",""
"MA","5.2"
"MC",""
"MD",""
"MG","31.8"
"MV","11.7"
"MX","4.6"
"MH",""
"MK","4.4"
"ML","6.9"
"MT","2.5"
"MM","16.9"
"ME","2.5"
"MN","20.8"
"MP",""
"MZ","30"
"MR","8.2"
"MU","4.8"
"MW","21.8"
"MY","3.7"
"NA","37.4"
"NC","7.7"
"NE","11.3"
"NG","6.2"
"NI","20.9"
"NL","2.5"
"NO","2.5"
"NP","10.1"
"NR",""
"NZ","2.5"
"OM","5.6"
"PK","21.1"
"PA","13.2"
"PE","11.2"
"PH","13.3"
"PW",""
"PG",""
"PL","2.5"
"PR",""
"KP","41.8"
"PT","2.5"
"PY","12.2"
"PS",""
"PF","4.2"
"QA",""
"RO","2.5"
"RU","2.5"
"RW","35"
"SA","7"
"SD",""
"SN","13.1"
"SG",""
"SB","10.6"
"SL","27"
"SV","12.4"
"SM",""
"SO",""
"RS","5.9"
"SS",""
"ST","14.6"
"SR","8"
"SK","4.3"
"SI","2.5"
"SE","2.5"
"SZ","23.2"
"SX",""
"SC",""
"SY",""
"TC",""
"TD","40"
"TG","21"
"TH","9.2"
"TJ",""
"TM","4.8"
"TL","29.2"
"TO",""
"TT","9.6"
"TN","4.8"
"TR","2.5"
"TV",""
"TZ","34.6"
"UG","30.9"
"UA","2.5"
"UY","2.5"
"US","2.5"
"UZ","9"
"VC","6.7"
"VE","3.1"
"VG",""
"VI",""
"VN","13.6"
"VU","5.9"
"WS","3.4"
"YE","25.7"
"ZA","4.4"
"ZM","50"
"ZW","41.9"
