,indicadoressociais_12
"AW",""
"AF","36.1"
"AO","57.8"
"AL","10.6"
"AD",""
"AE","3.2"
"AR","5.2"
"AM","10.9"
"AS",""
"AG",""
"AU","2.5"
"AT","2.5"
"AZ","8.2"
"BI",""
"BE","2.5"
"BJ","16.3"
"BF","25.3"
"BD","17.1"
"BG","6.3"
"BH",""
"BS",""
"BA","3.5"
"BY","3.6"
"BZ","4.6"
"BM",""
"BO","31.4"
"BR","5.6"
"BB","6.3"
"BN","2.5"
"BT",""
"BW","32.4"
"CF","40.8"
"CA","2.5"
"CH","2.5"
"CL","4"
"CN","15.5"
"CI","20.5"
"CM","22.4"
"CD",""
"CG","36.7"
"CO","9.3"
"KM",""
"CV","14.9"
"CR","5.8"
"CU","2.5"
"CW",""
"KY",""
"CY","5.4"
"CZ","2.5"
"DE","2.5"
"DJ","36.2"
"DM","5.5"
"DK","2.5"
"DO","27"
"DZ","9"
"EC","17.7"
"EG","5.5"
"ER",""
"ES","2.5"
"EE","4.8"
"ET","42"
"FI","2.5"
"FJ","4.4"
"FR","2.5"
"FO",""
"FM",""
"GA","11.2"
"GB","2.5"
"GE","7.9"
"GH","10.1"
"GI",""
"GN","22.5"
"GM","15.1"
"GW","24.6"
"GQ",""
"GR","2.5"
"GD",""
"GL",""
"GT","15.8"
"GU",""
"GY","9"
"HK","2.5"
"HN","17.3"
"HR","3.5"
"HT","57.6"
"HU","2.5"
"ID","18.4"
"IM",""
"IN","22.8"
"IE","2.5"
"IR","5.9"
"IQ","27.4"
"IS","2.5"
"IL","2.5"
"IT","2.5"
"JM","6.8"
"JO","6.8"
"JP","2.5"
"KZ","6.1"
"KE","31.3"
"KG","10.3"
"KH","20.8"
"KI","4.7"
"KN",""
"KR","2.5"
"KW","2.5"
"LA","29.1"
"LB","3.3"
"LR","40"
"LY",""
"LC",""
"LI",""
"LK","18.6"
"LS","11.9"
"LT","2.5"
"LU","2.5"
"LV","2.5"
"MO","16"
"MF",""
"MA","5.7"
"MC",""
"MD",""
"MG","36.9"
"MV","17.6"
"MX","5.8"
"MH",""
"MK","6.7"
"ML","12.2"
"MT","2.5"
"MM","35.3"
"ME",""
"MN","32.2"
"MP",""
"MZ","37.5"
"MR","12.1"
"MU","5.5"
"MW","27.3"
"MY","3.8"
"NA","24.5"
"NC","8"
"NE","15.9"
"NG","7.4"
"NI","25.4"
"NL","2.5"
"NO","2.5"
"NP","17.2"
"NR",""
"NZ","2.5"
"OM","11.3"
"PK","24.5"
"PA","23.8"
"PE","21.6"
"PH","17.4"
"PW",""
"PG",""
"PL","2.5"
"PR",""
"KP","34.1"
"PT","2.5"
"PY","11.2"
"PS",""
"PF","3.9"
"QA",""
"RO","2.5"
"RU","2.6"
"RW","45.5"
"SA","7.9"
"SD",""
"SN","23.4"
"SG",""
"SB","12.3"
"SL","38.8"
"SV","10"
"SM",""
"SO",""
"RS",""
"SS",""
"ST","9.9"
"SR","11.6"
"SK","6.3"
"SI","2.5"
"SE","2.5"
"SZ","15.5"
"SX",""
"SC",""
"SY",""
"TC",""
"TD","39.1"
"TG","27.2"
"TH","14.2"
"TJ",""
"TM","5.3"
"TL","30.6"
"TO",""
"TT","12"
"TN","5.6"
"TR","2.5"
"TV",""
"TZ","35.7"
"UG","23.7"
"UA","2.5"
"UY","4.3"
"US","2.5"
"UZ","16.9"
"VC","9.8"
"VE","13.1"
"VG",""
"VI",""
"VN","18.5"
"VU","7.4"
"WS","3.6"
"YE","30.9"
"ZA","4.3"
"ZM","50.2"
"ZW","41.9"
