,economia_21
"AF","15.655"
"AO","74.986"
"AL","47.389"
"AE","38.562"
"AR","49.938"
"AM","47.569"
"AU","57.612"
"AT","51.242"
"AZ","61.84"
"BI","81.646"
"BE","45.622"
"BJ","67.817"
"BF","61.228"
"BD","28.107"
"BG","46.89"
"BH","39.651"
"BS","70.005"
"BA","37.696"
"BY","55.788"
"BZ","47.181"
"BO","63.093"
"BR","55.968"
"BB","64.117"
"BN","56.818"
"BT","66.194"
"BW","55.42"
"CF","64.114"
"CA","61.198"
"TD","64.828"
"CH","59.891"
"CL","39.268"
"CN","66.065"
"CI","48.291"
"CM","70.379"
"CD","71.206"
"CG","66.876"
"CO","50.827"
"KM","33.52"
"CV","44.508"
"CR","44.589"
"CU","39.786"
"CY","54.104"
"CZ","50.623"
"DE","51.489"
"DJ","46.838"
"DK","61.157"
"DO","49.565"
"DZ","13.133"
"EC","56.124"
"EG","20.787"
"ER","73.987"
"EH","27.097"
"ES","47.449"
"EE","54.728"
"ET","78.271"
"FI","57.085"
"FJ","37.851"
"FR","50.157"
"GA","38.172"
"GB","55.128"
"GE","54.848"
"GH","73.231"
"GN","62.789"
"GM","48.897"
"GW","64.434"
"GQ","53.985"
"GR","43.114"
"GT","46.834"
"GU","55.819"
"GY","34.767"
"HK","52.029"
"HN","40.467"
"HR","46.15"
"HT","59.57"
"HU","43.198"
"ID","50.288"
"IN","35.032"
"IE","53.217"
"IR","18.492"
"IQ","15.593"
"IS","71.506"
"IL","55.431"
"IT","37.974"
"JM","55.906"
"JO","12.543"
"JP","48.426"
"KZ","64.727"
"KE","60.4"
"KG","54.415"
"KH","78.065"
"KR","50.598"
"KW","46.767"
"LA","77.644"
"LB","20.785"
"LR","53.088"
"LY","27.979"
"LC","58.332"
"LK","36.875"
"LS","63.36"
"LT","50.134"
"LU","46.716"
"LV","52.015"
"MO","59.083"
"MA","26.32"
"MD","44.678"
"MG","84.919"
"MV","53.086"
"MX","42.506"
"MK","41.854"
"ML","40.459"
"MT","29.969"
"MM","55.502"
"ME","42.72"
"MN","53.666"
"MZ","86.632"
"MR","30.199"
"MU","41.333"
"MW","73.999"
"MY","43.851"
"NA","52.509"
"NC","60.128"
"NE","67.767"
"NG","47.993"
"NI","45.26"
"NL","57.19"
"NO","61.03"
"NP","79.605"
"NZ","60.647"
"OM","26.099"
"PK","20.921"
"PA","46.619"
"PE","68.314"
"PH","48.108"
"PG","70.891"
"PL","46.701"
"PR","37.986"
"KP","75.333"
"PT","55.573"
"PY","55.179"
"PS","14.596"
"PF","47.275"
"QA","47.062"
"RO","47.243"
"RU","56.224"
"RW","85.341"
"SA","18.246"
"SD","24.073"
"SN","34.26"
"SG","53.098"
"SB","63.703"
"SL","63.644"
"SV","46.214"
"SO","17.43"
"RS","45.261"
"SS","70.616"
"ST","39.075"
"SR","39.281"
"SK","50.675"
"SI","53.258"
"SE","59.216"
"SZ","39.087"
"SY","15.027"
"TG","80.581"
"TH","64.787"
"TJ","47.214"
"TM","52.552"
"TL","30.258"
"TO","45.599"
"TT","53.616"
"TN","24.408"
"TR","23.051"
"TW","48.712"
"TZ","81.841"
"UG","65.151"
"UA","48.438"
"UY","53.219"
"US","58.341"
"UZ","52.423"
"VC","55.638"
"VE","50.674"
"VI","60.099"
"VN","72.402"
"VU","61.155"
"WS","24.525"
"YE","13.387"
"ZA","46.134"
"ZM","73.165"
"ZW","77.132"
