,economia_21
"AF","18.717"
"AO","75.402"
"AL","47.676"
"AE","41.793"
"AR","47.453"
"AM","51.176"
"AU","59.058"
"AT","54.536"
"AZ","62.517"
"BI","79.869"
"BE","48.024"
"BJ","68.413"
"BF","58.306"
"BD","32.403"
"BG","48.633"
"BH","43.801"
"BS","69.87"
"BA","35.674"
"BY","58.629"
"BZ","52.212"
"BO","54.51"
"BR","53.378"
"BB","61.86"
"BN","59.398"
"BT","57.765"
"BW","65.027"
"CF","63.393"
"CA","60.772"
"TD","64.828"
"CH","62.395"
"CL","50.108"
"CN","62.436"
"CI","48.041"
"CM","71.094"
"CD","71.39"
"CG","67.539"
"CO","58.968"
"KM","35.555"
"CV","48.565"
"CR","48.804"
"CU","41.926"
"CY","57.888"
"CZ","51.422"
"DE","54.608"
"DJ","49.148"
"DK","57.71"
"DO","53.948"
"DZ","15.237"
"EC","52.203"
"EG","22.22"
"ER","75.38"
"EH","28.537"
"ES","52.316"
"EE","55.99"
"ET","77.043"
"FI","55.521"
"FJ","40.921"
"FR","50.729"
"GA","42.341"
"GB","56.553"
"GE","58.875"
"GH","74.499"
"GN","62.965"
"GM","51.04"
"GW","65.328"
"GQ","56.11"
"GR","45.474"
"GT","39.115"
"GU","53.493"
"GY","40.218"
"HK","54.468"
"HN","50.293"
"HR","46.99"
"HT","63.177"
"HU","47.253"
"ID","48.881"
"IN","27.267"
"IE","52.627"
"IR","15.153"
"IQ","18.418"
"IS","73.098"
"IL","58.986"
"IT","39.003"
"JM","56.733"
"JO","13.894"
"JP","49.853"
"KZ","65.41"
"KE","62.369"
"KG","49.834"
"KH","80.823"
"KR","51.914"
"KW","48.854"
"LA","76.8"
"LB","22.855"
"LR","53.954"
"LY","25.765"
"LC","60.621"
"LK","34.918"
"LS","59.094"
"LT","54.546"
"LU","53.559"
"LV","54.26"
"MO","66.597"
"MA","25.021"
"MD","41.257"
"MG","83.517"
"MV","44.469"
"MX","43.903"
"MK","43.538"
"ML","60.374"
"MT","41.611"
"MM","51.763"
"ME","42.446"
"MN","53.735"
"MZ","82.821"
"MR","30.889"
"MU","46.162"
"MW","72.354"
"MY","50.319"
"NA","57.747"
"NC","57.714"
"NE","67.545"
"NG","50.356"
"NI","49.487"
"NL","58.203"
"NO","61.331"
"NP","82.284"
"NZ","62.84"
"OM","30.423"
"PK","23.921"
"PA","51.817"
"PE","68.067"
"PH","49.405"
"PG","69.053"
"PL","48.996"
"PR","33.245"
"KP","74.482"
"PT","53.777"
"PY","55.929"
"PS","19.038"
"PF","48.211"
"QA","58.934"
"RO","45.194"
"RU","56.753"
"RW","86.133"
"SA","22.079"
"SD","23.623"
"SN","45.023"
"SG","60.798"
"SB","62.574"
"SL","57.216"
"SV","47.146"
"SO","18.472"
"RS","44.072"
"SS","70.673"
"ST","41.181"
"SR","42.237"
"SK","51.998"
"SI","52.034"
"SE","60.622"
"SZ","42.114"
"SY","12.073"
"TG","76.086"
"TH","60.959"
"TJ","45.716"
"TM","53.466"
"TL","25.217"
"TO","45.172"
"TT","51.66"
"TN","24.65"
"TR","31.474"
"TW","50.79"
"TZ","79.535"
"UG","66.42"
"UA","47.341"
"UY","55.725"
"US","55.832"
"UZ","53.679"
"VC","58.296"
"VE","51.027"
"VI","57.499"
"VN","73.378"
"VU","61.594"
"WS","23.914"
"YE","6.133"
"ZA","47.801"
"ZM","70.1"
"ZW","78.114"
