,economia_21
"AF","15.992"
"AO","75.393"
"AL","48.806"
"AE","42.531"
"AR","48.188"
"AM","51.987"
"AU","58.824"
"AT","54.336"
"AZ","61.104"
"BI","79.917"
"BE","46.89"
"BJ","68.154"
"BF","58.971"
"BD","30.941"
"BG","47.823"
"BH","43.203"
"BS","70.087"
"BA","36.595"
"BY","58.123"
"BZ","54.527"
"BO","57.945"
"BR","53.077"
"BB","62.061"
"BN","58.909"
"BT","63.503"
"BW","61.107"
"CF","64.109"
"CA","61.614"
"TD","64.834"
"CH","60.932"
"CL","49.155"
"CN","63.296"
"CI","48.086"
"CM","70.79"
"CD","71.319"
"CG","67.624"
"CO","58.457"
"KM","34.843"
"CV","47.009"
"CR","45.927"
"CU","42.295"
"CY","56.181"
"CZ","50.066"
"DE","53.704"
"DJ","48.158"
"DK","59.108"
"DO","52.065"
"DZ","16.157"
"EC","50.297"
"EG","22.114"
"ER","75.097"
"EH","28.354"
"ES","52.644"
"EE","55.361"
"ET","77.318"
"FI","55.944"
"FJ","40.047"
"FR","50.931"
"GA","40.807"
"GB","55.78"
"GE","57.469"
"GH","74.144"
"GN","62.905"
"GM","50.865"
"GW","64.969"
"GQ","55.572"
"GR","44.875"
"GT","46.296"
"GU","54.276"
"GY","38.516"
"HK","53.213"
"HN","40.493"
"HR","44.557"
"HT","61.779"
"HU","44.801"
"ID","51.009"
"IN","26.809"
"IE","52.742"
"IR","14.744"
"IQ","18.229"
"IS","70.839"
"IL","57.967"
"IT","39.163"
"JM","56.315"
"JO","14.833"
"JP","48.286"
"KZ","65.412"
"KE","61.934"
"KG","51.558"
"KH","81.374"
"KR","50.024"
"KW","49.079"
"LA","76.815"
"LB","22.637"
"LR","53.77"
"LY","28.269"
"LC","59.517"
"LK","32.889"
"LS","59.388"
"LT","53.627"
"LU","50.97"
"LV","54.222"
"MO","65.51"
"MA","24.796"
"MD","38.018"
"MG","86.553"
"MV","48.615"
"MX","44.566"
"MK","43.014"
"ML","55.283"
"MT","37.462"
"MM","52.859"
"ME","42.746"
"MN","53.784"
"MZ","82.977"
"MR","30.513"
"MU","42.946"
"MW","72.687"
"MY","46.348"
"NA","55.941"
"NC","57.906"
"NE","67.655"
"NG","49.888"
"NI","47.988"
"NL","58.625"
"NO","61.598"
"NP","80.85"
"NZ","61.573"
"OM","29.621"
"PK","22.349"
"PA","48.424"
"PE","71.142"
"PH","48.949"
"PG","69.655"
"PL","48.764"
"PR","34.619"
"KP","74.696"
"PT","54.652"
"PY","60.292"
"PS","17.409"
"PF","48.789"
"QA","54.071"
"RO","46.28"
"RU","56.921"
"RW","86.243"
"SA","20.328"
"SD","23.251"
"SN","44.652"
"SG","58.417"
"SB","62.751"
"SL","58.897"
"SV","47.066"
"SO","17.778"
"RS","43.014"
"SS","70.617"
"ST","40.572"
"SR","41.759"
"SK","50.727"
"SI","52.318"
"SE","59.679"
"SZ","41.015"
"SY","12.861"
"TG","75.998"
"TH","65.172"
"TJ","46.401"
"TM","53.151"
"TL","25.893"
"TO","45.345"
"TT","52.893"
"TN","25.248"
"TR","28.88"
"TW","50.304"
"TZ","81.359"
"UG","66.29"
"UA","47.462"
"UY","55.789"
"US","56.7"
"UZ","53.27"
"VC","57.746"
"VE","50.584"
"VI","58.552"
"VN","73.183"
"VU","61.359"
"WS","24.116"
"YE","7.8"
"ZA","45.419"
"ZM","70.021"
"ZW","77.697"
