,economia_21
"AF","17.786"
"AO","75.436"
"AL","44.789"
"AE","42.077"
"AR","47.157"
"AM","51.958"
"AU","58.645"
"AT","54.561"
"AZ","61.923"
"BI","79.574"
"BE","48.01"
"BJ","68.344"
"BF","58.249"
"BD","31.91"
"BG","48.629"
"BH","43.615"
"BS","70.009"
"BA","35.972"
"BY","58.514"
"BZ","52.93"
"BO","60.9"
"BR","52.859"
"BB","61.856"
"BN","59.718"
"BT","54.931"
"BW","64.814"
"CF","63.52"
"CA","61.087"
"TD","64.852"
"CH","62.021"
"CL","50.13"
"CN","62.775"
"CI","48.038"
"CM","71.007"
"CD","71.385"
"CG","67.599"
"CO","58.358"
"KM","35.322"
"CV","48.062"
"CR","49.336"
"CU","42.02"
"CY","57.812"
"CZ","50.968"
"DE","54.515"
"DJ","48.834"
"DK","58.011"
"DO","53.205"
"DZ","15.34"
"EC","48.517"
"EG","22.529"
"ER","75.32"
"EH","28.502"
"ES","52.376"
"EE","54.591"
"ET","77.109"
"FI","55.506"
"FJ","41.07"
"FR","50.887"
"GA","41.814"
"GB","56.425"
"GE","57.416"
"GH","74.399"
"GN","62.953"
"GM","50.954"
"GW","65.2"
"GQ","55.9"
"GR","44.851"
"GT","40.9"
"GU","53.766"
"GY","39.762"
"HK","54.211"
"HN","46.874"
"HR","46.506"
"HT","62.842"
"HU","46.281"
"ID","50.454"
"IN","27.117"
"IE","52.715"
"IR","13.68"
"IQ","18.36"
"IS","72.147"
"IL","59.028"
"IT","39.4"
"JM","56.602"
"JO","13.869"
"JP","49.475"
"KZ","65.567"
"KE","62.225"
"KG","50.321"
"KH","80.972"
"KR","51.436"
"KW","49.026"
"LA","76.812"
"LB","22.751"
"LR","53.919"
"LY","25.872"
"LC","60.203"
"LK","34.763"
"LS","58.927"
"LT","54.077"
"LU","51.992"
"LV","53.448"
"MO","66.59"
"MA","25.022"
"MD","38.259"
"MG","84.672"
"MV","46.996"
"MX","43.56"
"MK","43.925"
"ML","60.33"
"MT","40.692"
"MM","52.114"
"ME","42.562"
"MN","53.954"
"MZ","82.887"
"MR","30.783"
"MU","45.111"
"MW","72.401"
"MY","49.946"
"NA","57.427"
"NC","57.794"
"NE","67.59"
"NG","50.308"
"NI","48.896"
"NL","57.814"
"NO","61.349"
"NP","81.909"
"NZ","62.9"
"OM","30.197"
"PK","22.958"
"PA","50.857"
"PE","69.643"
"PH","49.639"
"PG","69.239"
"PL","49.164"
"PR","33.701"
"KP","74.54"
"PT","53.798"
"PY","55.977"
"PS","18.119"
"PF","48.446"
"QA","57.342"
"RO","46.146"
"RU","56.77"
"RW","86.186"
"SA","20.718"
"SD","23.479"
"SN","44.877"
"SG","59.707"
"SB","62.676"
"SL","57.316"
"SV","47.664"
"SO","18.251"
"RS","44.428"
"SS","70.641"
"ST","41.015"
"SR","42.191"
"SK","51.119"
"SI","52.346"
"SE","60.341"
"SZ","41.778"
"SY","12.361"
"TG","76.078"
"TH","62.459"
"TJ","45.896"
"TM","53.414"
"TL","25.4"
"TO","45.304"
"TT","53.028"
"TN","24.873"
"TR","30.242"
"TW","50.666"
"TZ","79.532"
"UG","66.378"
"UA","47.017"
"UY","55.963"
"US","56.11"
"UZ","53.57"
"VC","58.199"
"VE","51.112"
"VI","57.777"
"VN","73.909"
"VU","61.417"
"WS","24.01"
"YE","6.084"
"ZA","46.613"
"ZM","70.084"
"ZW","78.01"
