,economia_21
"AF","14.877"
"AO","75.205"
"AL","46.269"
"AE","41.776"
"AR","48.119"
"AM","47.704"
"AU","58.665"
"AT","52.676"
"AZ","62.287"
"BI","80.917"
"BE","46.731"
"BJ","68.609"
"BF","60.47"
"BD","29.039"
"BG","48.842"
"BH","41.501"
"BS","70.001"
"BA","37.462"
"BY","56.692"
"BZ","49.803"
"BO","62.239"
"BR","55.825"
"BB","63.817"
"BN","57.284"
"BT","67.023"
"BW","55.985"
"CF","64.147"
"CA","61.986"
"TD","64.795"
"CH","61.439"
"CL","43.105"
"CN","64.924"
"CI","48.236"
"CM","70.455"
"CD","71.231"
"CG","67.172"
"CO","53.72"
"KM","33.927"
"CV","45.33"
"CR","46.048"
"CU","41.609"
"CY","55.565"
"CZ","49.349"
"DE","52.132"
"DJ","47.14"
"DK","61.055"
"DO","48.589"
"DZ","13.812"
"EC","53.928"
"EG","22.799"
"ER","74.325"
"EH","27.489"
"ES","49.669"
"EE","54.888"
"ET","77.967"
"FI","57.439"
"FJ","38.055"
"FR","50.685"
"GA","38.971"
"GB","55.269"
"GE","54.373"
"GH","73.502"
"GN","62.817"
"GM","49.602"
"GW","64.545"
"GQ","54.752"
"GR","43.138"
"GT","44.28"
"GU","55.248"
"GY","36.109"
"HK","52.488"
"HN","42.07"
"HR","45.904"
"HT","60.306"
"HU","42.683"
"ID","51.048"
"IN","31.69"
"IE","54.391"
"IR","15.486"
"IQ","18.016"
"IS","70.912"
"IL","55.952"
"IT","38.391"
"JM","56.119"
"JO","14.753"
"JP","48.588"
"KZ","65.635"
"KE","61.01"
"KG","53.191"
"KH","80.197"
"KR","50.186"
"KW","47.712"
"LA","77.208"
"LB","21.633"
"LR","53.349"
"LY","28.791"
"LC","59.066"
"LK","36.661"
"LS","61.98"
"LT","50.539"
"LU","46.954"
"LV","54.83"
"MO","63.92"
"MA","25.718"
"MD","41.295"
"MG","86.19"
"MV","51.597"
"MX","42.795"
"MK","42.593"
"ML","45.102"
"MT","32.92"
"MM","54.452"
"ME","42.829"
"MN","53.821"
"MZ","85.628"
"MR","30.265"
"MU","41.241"
"MW","73.56"
"MY","43.048"
"NA","53.519"
"NC","59.116"
"NE","67.763"
"NG","48.558"
"NI","46.158"
"NL","59.239"
"NO","63.241"
"NP","78.963"
"NZ","61.362"
"OM","27.663"
"PK","21.56"
"PA","48.631"
"PE","70.11"
"PH","47.647"
"PG","70.583"
"PL","46.801"
"PR","36.555"
"KP","75.091"
"PT","55.868"
"PY","55.2"
"PS","15.967"
"PF","47.751"
"QA","48.645"
"RO","46.149"
"RU","56.682"
"RW","85.784"
"SA","17.487"
"SD","23.288"
"SN","38.284"
"SG","56.218"
"SB","63.244"
"SL","62.073"
"SV","46.581"
"SO","17.373"
"RS","45.23"
"SS","70.611"
"ST","39.601"
"SR","40.22"
"SK","50.891"
"SI","53.628"
"SE","59.787"
"SZ","39.67"
"SY","14.777"
"TG","78.937"
"TH","65.29"
"TJ","46.947"
"TM","52.659"
"TL","28.063"
"TO","45.582"
"TT","53.071"
"TN","25.149"
"TR","23.99"
"TW","49.701"
"TZ","81.86"
"UG","65.506"
"UA","48.342"
"UY","54.292"
"US","58.458"
"UZ","52.658"
"VC","56.831"
"VE","50.672"
"VI","59.984"
"VN","72.262"
"VU","60.967"
"WS","24.315"
"YE","11.6"
"ZA","47.925"
"ZM","72.144"
"ZW","77.235"
