,economia_21
"AF","19.665"
"AO","75.251"
"AL","46.595"
"AE","39.593"
"AR","46.906"
"AM","51.804"
"AU","59.037"
"AT","54.586"
"AZ","62.152"
"BI","80.126"
"BE","47.771"
"BJ","69.494"
"BF","57.229"
"BD","33.601"
"BG","47.565"
"BH","44.325"
"BS","70.087"
"BA","34.694"
"BY","57.153"
"BZ","55.189"
"BO","55.672"
"BR","52.649"
"BB","60.749"
"BN","58.956"
"BT","59.596"
"BW","66.828"
"CF","63.302"
"CA","60.055"
"TD","64.97"
"CH","62.587"
"CL","51.319"
"CN","58.93"
"CI","48.422"
"CM","71.443"
"CD","71.345"
"CG","67.097"
"CO","59.43"
"KM","36.636"
"CV","51.11"
"CR","46.315"
"CU","40.699"
"CY","57.838"
"CZ","51.365"
"DE","55.042"
"DJ","49.798"
"DK","58.699"
"DO","54.431"
"DZ","15.312"
"EC","53.806"
"EG","22.738"
"ER","75.432"
"EH","29.272"
"ES","51.207"
"EE","55.575"
"ET","78.163"
"FI","54.303"
"FJ","40.311"
"FR","50.226"
"GA","43.847"
"GB","56.795"
"GE","57.842"
"GH","75.34"
"GN","63.117"
"GM","51.784"
"GW","65.97"
"GQ","55.895"
"GR","44.488"
"GT","40.676"
"GU","52.107"
"GY","41.201"
"HK","52.824"
"HN","51.105"
"HR","45.092"
"HT","65.019"
"HU","47.892"
"ID","50.549"
"IN","26.235"
"IE","51.898"
"IR","15.648"
"IQ","19.651"
"IS","71.33"
"IL","59.314"
"IT","38.997"
"JM","58.096"
"JO","14.155"
"JP","50.257"
"KZ","63.997"
"KE","62.12"
"KG","46.968"
"KH","81.751"
"KR","51.784"
"KW","45.244"
"LA","77.069"
"LB","23.478"
"LR","53.939"
"LY","25.654"
"LC","61.907"
"LK","34.441"
"LS","59.219"
"LT","55.587"
"LU","52.435"
"LV","54.147"
"MO","65.022"
"MA","24.594"
"MD","37.188"
"MG","84.421"
"MV","44.456"
"MX","44.693"
"MK","42.692"
"ML","62.05"
"MT","42.105"
"MM","50.626"
"ME","41.474"
"MN","52.137"
"MZ","81.685"
"MR","31.18"
"MU","44.96"
"MW","72.346"
"MY","51.413"
"NA","60.327"
"NC","56.67"
"NE","67.404"
"NG","50.809"
"NI","51.188"
"NL","57.693"
"NO","60.601"
"NP","82.669"
"NZ","63.453"
"OM","29.549"
"PK","25.633"
"PA","52.837"
"PE","70.752"
"PH","50.195"
"PG","68.854"
"PL","47.694"
"PR","32.927"
"KP","74.003"
"PT","52.155"
"PY","57.778"
"PS","20.445"
"PF","47.266"
"QA","57.084"
"RO","42.607"
"RU","55.297"
"RW","85.904"
"SA","22.232"
"SD","23.162"
"SN","46.852"
"SG","59.678"
"SB","62.251"
"SL","56.548"
"SV","48.182"
"SO","18.739"
"RS","44.801"
"SS","71.12"
"ST","41.123"
"SR","42.25"
"SK","51.46"
"SI","50.137"
"SE","61"
"SZ","43.471"
"SY","11.023"
"TG","74.758"
"TH","59.58"
"TJ","44.981"
"TM","52.818"
"TL","23.978"
"TO","44.971"
"TT","50.561"
"TN","23.546"
"TR","31.735"
"TW","49.409"
"TZ","79.191"
"UG","67.106"
"UA","45.609"
"UY","56.771"
"US","54.692"
"UZ","53.555"
"VC","58.77"
"VE","50.672"
"VI","56.305"
"VN","72.783"
"VU","61.471"
"WS","23.381"
"YE","5.294"
"ZA","47.989"
"ZM","70.237"
"ZW","79.705"
