;economia_20
"AF";"51.392"
"AO";"78.261"
"AL";"64.222"
"AE";"73.134"
"AR";"59.375"
"AM";"59.167"
"AU";"63.917"
"AT";"55.947"
"AZ";"60.754"
"BI";"90.626"
"BE";"48.27"
"BJ";"72.425"
"BF";"83.091"
"BD";"56.48"
"BG";"57.971"
"BH";"64.914"
"BS";"71.986"
"BA";"52.069"
"BY";"59.77"
"BZ";"58.328"
"BO";"68.389"
"BR";"62.179"
"BB";"69.006"
"BN";"65.017"
"BT";"64.464"
"BW";"62.45"
"CF";"72.286"
"CA";"66.777"
"TD";"72.22"
"CH";"68.358"
"CL";"53.916"
"CN";"79.133"
"CI";"67.775"
"CM";"77.712"
"CD";"71.709"
"CG";"68.48"
"CO";"53.488"
"KM";"42.736"
"CV";"61.593"
"CR";"58.446"
"CU";"49.977"
"CY";"59.852"
"CZ";"60.929"
"DE";"58.251"
"DJ";"63.399"
"DK";"67.322"
"DO";"63.811"
"DZ";"44.165"
"EC";"63.475"
"EG";"46.608"
"ER";"82.558"
"EH";"52.58"
"ES";"50.152"
"EE";"63.38"
"ET";"77.948"
"FI";"65.187"
"FJ";"60.051"
"FR";"55.735"
"GA";"47.272"
"GB";"62.596"
"GE";"66.278"
"GH";"75.54"
"GN";"65.564"
"GM";"57.245"
"GW";"73.477"
"GQ";"61.358"
"GR";"51.314"
"GT";"62.195"
"GU";"71.559"
"GY";"59.486"
"HK";"63.477"
"HN";"65.61"
"HR";"57.841"
"HT";"67.387"
"HU";"54.54"
"ID";"63.284"
"IN";"60.658"
"IE";"52.91"
"IR";"46.347"
"IQ";"42.356"
"IS";"74.226"
"IL";"58.987"
"IT";"50.484"
"JM";"68.541"
"JO";"40.51"
"JP";"63.42"
"KZ";"71.081"
"KE";"73.826"
"KG";"62.329"
"KH";"80.086"
"KR";"60.013"
"KW";"64.349"
"LA";"81.197"
"LB";"43.873"
"LR";"56.476"
"LY";"48.592"
"LC";"62.342"
"LK";"62.514"
"LS";"75.658"
"LT";"62.564"
"LU";"50.702"
"LV";"61.501"
"MO";"57.416"
"MA";"51.107"
"MD";"49.959"
"MG";"86.634"
"MV";"49.468"
"MX";"58.452"
"MK";"55.279"
"ML";"50.587"
"MT";"50.385"
"MM";"73.29"
"ME";"52.939"
"MN";"56.858"
"MZ";"85.019"
"MR";"52.17"
"MU";"59.897"
"MW";"77.152"
"MY";"62.417"
"NA";"56.612"
"NC";"64.238"
"NE";"78.545"
"NG";"56.446"
"NI";"60.06"
"NL";"56.52"
"NO";"62.591"
"NP";"85.413"
"NZ";"63.427"
"OM";"56.197"
"PK";"50.729"
"PA";"58.599"
"PE";"58.407"
"PH";"62.157"
"PG";"72.535"
"PL";"61.748"
"PR";"44.691"
"KP";"82.41"
"PT";"59.99"
"PY";"68.779"
"PS";"39.126"
"PF";"59.021"
"QA";"79.899"
"RO";"68.378"
"RU";"66.806"
"RW";"89.644"
"SA";"53.266"
"SD";"49.903"
"SN";"53.733"
"SG";"63.134"
"SB";"71.432"
"SL";"64.921"
"SV";"60.735"
"SO";"48.802"
"RS";"57.537"
"SS";"74.254"
"ST";"55.699"
"SR";"49.036"
"SK";"66.227"
"SI";"59.191"
"SE";"67.523"
"SZ";"53.855"
"SY";"54.153"
"TG";"82.422"
"TH";"75.729"
"TJ";"57.358"
"TM";"61.931"
"TL";"63.42"
"TO";"55.606"
"TT";"57.177"
"TN";"48.992"
"TR";"56.822"
"TW";"59.553"
"TZ";"83.639"
"UG";"69.757"
"UA";"60.25"
"UY";"60.279"
"US";"65.444"
"UZ";"62.031"
"VC";"62.184"
"VE";"61.303"
"VI";"65.683"
"VN";"77.69"
"VU";"70.428"
"WS";"33.919"
"YE";"44.232"
"ZA";"53.657"
"ZM";"79.71"
"ZW";"74.838"
