;economia_20
"AF";"53.013"
"AO";"77.614"
"AL";"57.903"
"AE";"78.391"
"AR";"62.05"
"AM";"55.88"
"AU";"64.539"
"AT";"58.105"
"AZ";"63.445"
"BI";"81.128"
"BE";"53.171"
"BJ";"71.851"
"BF";"74.151"
"BD";"57.613"
"BG";"50.379"
"BH";"68.614"
"BS";"75.542"
"BA";"48.874"
"BY";"60.842"
"BZ";"63.925"
"BO";"72.503"
"BR";"67.037"
"BB";"69.515"
"BN";"67.55"
"BT";"70.733"
"BW";"62.75"
"CF";"71.281"
"CA";"66.665"
"TD";"72.328"
"CH";"67.009"
"CL";"55.33"
"CN";"73.379"
"CI";"63.213"
"CM";"75.852"
"CD";"72.276"
"CG";"68.654"
"CO";"65.097"
"KM";"41.763"
"CV";"59.287"
"CR";"62.498"
"CU";"52.804"
"CY";"63.018"
"CZ";"59.499"
"DE";"58.46"
"DJ";"60.259"
"DK";"65.861"
"DO";"64.934"
"DZ";"42.539"
"EC";"69.146"
"EG";"46.558"
"ER";"79.339"
"EH";"54.952"
"ES";"56.82"
"EE";"58.623"
"ET";"84.535"
"FI";"60.6"
"FJ";"56.164"
"FR";"56.155"
"GA";"47.533"
"GB";"61.746"
"GE";"63.374"
"GH";"75.367"
"GN";"65.061"
"GM";"58.457"
"GW";"71.528"
"GQ";"58.018"
"GR";"53.642"
"GT";"64.878"
"GU";"68.157"
"GY";"55.837"
"HK";"60.892"
"HN";"59.522"
"HR";"53.298"
"HT";"64.471"
"HU";"50.146"
"ID";"67.534"
"IN";"60.618"
"IE";"62.513"
"IR";"47.417"
"IQ";"42.625"
"IS";"75.769"
"IL";"61.713"
"IT";"49.001"
"JM";"65.948"
"JO";"40.892"
"JP";"60.616"
"KZ";"69.499"
"KE";"64.843"
"KG";"64.847"
"KH";"81.517"
"KR";"62.082"
"KW";"68.517"
"LA";"78.804"
"LB";"46.204"
"LR";"56.082"
"LY";"52.265"
"LC";"66.165"
"LK";"56.325"
"LS";"70.356"
"LT";"56.181"
"LU";"54.797"
"LV";"57.261"
"MO";"64.389"
"MA";"50.802"
"MD";"48.486"
"MG";"86.633"
"MV";"63.864"
"MX";"61.047"
"MK";"52.839"
"ML";"53.72"
"MT";"48.372"
"MM";"69.534"
"ME";"50.638"
"MN";"59.255"
"MZ";"85.088"
"MR";"50.619"
"MU";"58.677"
"MW";"77.1"
"MY";"61.139"
"NA";"57.879"
"NC";"65.564"
"NE";"79.024"
"NG";"54.753"
"NI";"62.482"
"NL";"64.363"
"NO";"65.43"
"NP";"84.194"
"NZ";"67.174"
"OM";"56.065"
"PK";"52.617"
"PA";"64.545"
"PE";"75.575"
"PH";"62.061"
"PG";"72.398"
"PL";"55.079"
"PR";"47.368"
"KP";"81.418"
"PT";"61.965"
"PY";"70.304"
"PS";"40.816"
"PF";"56.669"
"QA";"80.205"
"RO";"53.483"
"RU";"61.561"
"RW";"86.007"
"SA";"50.45"
"SD";"49.096"
"SN";"51.234"
"SG";"64.193"
"SB";"72.906"
"SL";"65.039"
"SV";"60.938"
"SO";"46.676"
"RS";"54.635"
"SS";"73.896"
"ST";"55.823"
"SR";"52.163"
"SK";"59.566"
"SI";"59.208"
"SE";"63.721"
"SZ";"52.55"
"SY";"46.644"
"TG";"80.581"
"TH";"73.37"
"TJ";"58.368"
"TM";"63.513"
"TL";"49.17"
"TO";"60.051"
"TT";"64.66"
"TN";"45.934"
"TR";"46.031"
"TW";"57.789"
"TZ";"83.091"
"UG";"70.404"
"UA";"55.095"
"UY";"62.904"
"US";"65.06"
"UZ";"63.225"
"VC";"67.862"
"VE";"65.003"
"VI";"64.839"
"VN";"76.812"
"VU";"70.366"
"WS";"32.956"
"YE";"42.23"
"ZA";"53.6"
"ZM";"79.546"
"ZW";"82.379"
