;economia_20
"AF";"54.279"
"AO";"77.34"
"AL";"55.143"
"AE";"76.777"
"AR";"59.251"
"AM";"60.304"
"AU";"64.265"
"AT";"59.292"
"AZ";"64.65"
"BI";"78.465"
"BE";"52.398"
"BJ";"71.375"
"BF";"65.604"
"BD";"56.783"
"BG";"52.939"
"BH";"72.471"
"BS";"75.351"
"BA";"45.745"
"BY";"62.051"
"BZ";"68.577"
"BO";"67.8"
"BR";"62.751"
"BB";"63.782"
"BN";"66.539"
"BT";"67.414"
"BW";"72.879"
"CF";"71.719"
"CA";"63.991"
"TD";"71.151"
"CH";"67.357"
"CL";"62.847"
"CN";"66.181"
"CI";"57.245"
"CM";"76.198"
"CD";"72.365"
"CG";"69.16"
"CO";"70.771"
"KM";"43.628"
"CV";"61.573"
"CR";"59.7"
"CU";"53.264"
"CY";"62.033"
"CZ";"58.537"
"DE";"60.01"
"DJ";"59.334"
"DK";"62.364"
"DO";"66.45"
"DZ";"40.538"
"EC";"66.78"
"EG";"48.477"
"ER";"81.176"
"EH";"55.627"
"ES";"55.795"
"EE";"61.085"
"ET";"83.22"
"FI";"57.402"
"FJ";"57.229"
"FR";"54.361"
"GA";"51.906"
"GB";"61.987"
"GE";"67.388"
"GH";"77.722"
"GN";"64.184"
"GM";"59.703"
"GW";"71.823"
"GQ";"58.942"
"GR";"50.974"
"GT";"62.33"
"GU";"63.961"
"GY";"58.01"
"HK";"58.264"
"HN";"68.007"
"HR";"50.178"
"HT";"69.331"
"HU";"54.876"
"ID";"65.804"
"IN";"53.088"
"IE";"58.023"
"IR";"42.309"
"IQ";"47.362"
"IS";"74.909"
"IL";"63.905"
"IT";"47.272"
"JM";"67.843"
"JO";"38.562"
"JP";"59.331"
"KZ";"68.948"
"KE";"65.168"
"KG";"60.544"
"KH";"85.566"
"KR";"62.123"
"KW";"66.58"
"LA";"78.498"
"LB";"47.347"
"LR";"55.581"
"LY";"52.124"
"LC";"68.653"
"LK";"52.359"
"LS";"67.045"
"LT";"59.77"
"LU";"57.503"
"LV";"58.885"
"MO";"69.542"
"MA";"48.219"
"MD";"40.285"
"MG";"87.213"
"MV";"67.245"
"MX";"61.42"
"MK";"54.643"
"ML";"72.947"
"MT";"53.616"
"MM";"64.12"
"ME";"47.228"
"MN";"58.125"
"MZ";"78.308"
"MR";"49.376"
"MU";"57.535"
"MW";"77.565"
"MY";"65.113"
"NA";"63.658"
"NC";"61.828"
"NE";"78.891"
"NG";"55.039"
"NI";"66.984"
"NL";"62.554"
"NO";"63.508"
"NP";"84.115"
"NZ";"68.474"
"OM";"70.469"
"PK";"54.489"
"PA";"66.913"
"PE";"78.318"
"PH";"62.557"
"PG";"69.673"
"PL";"54.773"
"PR";"41.044"
"KP";"79.948"
"PT";"56.381"
"PY";"70.819"
"PS";"47.068"
"PF";"53.481"
"QA";"86.243"
"RO";"51.444"
"RU";"61.515"
"RW";"85.745"
"SA";"56.011"
"SD";"46.145"
"SN";"58.056"
"SG";"67.244"
"SB";"71.244"
"SL";"57.229"
"SV";"62.835"
"SO";"46.338"
"RS";"51.897"
"SS";"72.403"
"ST";"57.867"
"SR";"53.079"
"SK";"58.112"
"SI";"53.798"
"SE";"64.036"
"SZ";"55.07"
"SY";"39.958"
"TG";"76.849"
"TH";"67.316"
"TJ";"58.915"
"TM";"64.841"
"TL";"37.863"
"TO";"59.45"
"TT";"60.427"
"TN";"45.613"
"TR";"50.595"
"TW";"56.63"
"TZ";"83.387"
"UG";"71.122"
"UA";"52.362"
"UY";"65.494"
"US";"60.518"
"UZ";"65.283"
"VC";"68.934"
"VE";"63.424"
"VI";"59.228"
"VN";"77.354"
"VU";"70.401"
"WS";"30.832"
"YE";"37.524"
"ZA";"54.634"
"ZM";"74.758"
"ZW";"84.698"
