;economia_20
"AF";"52.361"
"AO";"77.899"
"AL";"57.444"
"AE";"81.746"
"AR";"60.692"
"AM";"60.375"
"AU";"65.249"
"AT";"60.296"
"AZ";"64.274"
"BI";"78.706"
"BE";"53.138"
"BJ";"70.852"
"BF";"68.625"
"BD";"56.79"
"BG";"53.072"
"BH";"71.496"
"BS";"75.746"
"BA";"47.661"
"BY";"63.644"
"BZ";"68.745"
"BO";"68.913"
"BR";"64.35"
"BB";"66.736"
"BN";"67.83"
"BT";"65.56"
"BW";"68.167"
"CF";"71.737"
"CA";"66.206"
"TD";"71.716"
"CH";"67.523"
"CL";"61.896"
"CN";"70.527"
"CI";"59.492"
"CM";"76.107"
"CD";"72.506"
"CG";"69.827"
"CO";"70.685"
"KM";"42.382"
"CV";"59.475"
"CR";"61.414"
"CU";"55.246"
"CY";"62.84"
"CZ";"58.66"
"DE";"59.988"
"DJ";"59.141"
"DK";"63.175"
"DO";"65.667"
"DZ";"42.682"
"EC";"64.948"
"EG";"49.027"
"ER";"81.057"
"EH";"55.739"
"ES";"59.255"
"EE";"61.277"
"ET";"83.417"
"FI";"59.66"
"FJ";"57.808"
"FR";"56.163"
"GA";"49.779"
"GB";"61.977"
"GE";"67.229"
"GH";"76.553"
"GN";"64.583"
"GM";"59.525"
"GW";"71.295"
"GQ";"58.473"
"GR";"53.611"
"GT";"66.414"
"GU";"66.225"
"GY";"56.721"
"HK";"60.197"
"HN";"61.331"
"HR";"51.413"
"HT";"66.583"
"HU";"51.575"
"ID";"67.551"
"IN";"53.964"
"IE";"60.287"
"IR";"42.365"
"IQ";"46.237"
"IS";"74.351"
"IL";"63.555"
"IT";"48.719"
"JM";"66.57"
"JO";"40.332"
"JP";"59.283"
"KZ";"70.468"
"KE";"65.956"
"KG";"63.931"
"KH";"84.986"
"KR";"61.152"
"KW";"70.373"
"LA";"78.084"
"LB";"46.163"
"LR";"56.223"
"LY";"53.496"
"LC";"67.325"
"LK";"53.461"
"LS";"66.665"
"LT";"58.156"
"LU";"58.015"
"LV";"59.827"
"MO";"70.944"
"MA";"49.154"
"MD";"40.751"
"MG";"88.347"
"MV";"66.496"
"MX";"62.084"
"MK";"55.125"
"ML";"68.334"
"MT";"51.65"
"MM";"66.769"
"ME";"49.422"
"MN";"59.405"
"MZ";"79.427"
"MR";"49.409"
"MU";"58.004"
"MW";"77.453"
"MY";"62.34"
"NA";"59.835"
"NC";"63.04"
"NE";"79.116"
"NG";"55.057"
"NI";"65.223"
"NL";"64.594"
"NO";"65.295"
"NP";"83.663"
"NZ";"67.328"
"OM";"65.118"
"PK";"51.925"
"PA";"65.071"
"PE";"78.504"
"PH";"62.58"
"PG";"70.843"
"PL";"56.396"
"PR";"43.522"
"KP";"80.659"
"PT";"60.016"
"PY";"72.352"
"PS";"43.186"
"PF";"56.116"
"QA";"85.903"
"RO";"54.58"
"RU";"63.44"
"RW";"86.846"
"SA";"53.468"
"SD";"47.124"
"SN";"56.644"
"SG";"67.572"
"SB";"71.733"
"SL";"59.598"
"SV";"61.83"
"SO";"45.897"
"RS";"51.291"
"SS";"72.951"
"ST";"57.973"
"SR";"53.394"
"SK";"59.119"
"SI";"57.713"
"SE";"63.425"
"SZ";"53.026"
"SY";"42.779"
"TG";"77.975"
"TH";"72.771"
"TJ";"59.188"
"TM";"64.742"
"TL";"40.471"
"TO";"59.733"
"TT";"63.489"
"TN";"47.63"
"TR";"48.738"
"TW";"58.634"
"TZ";"83.381"
"UG";"71.064"
"UA";"54.902"
"UY";"65.381"
"US";"62.898"
"UZ";"64.639"
"VC";"69.444"
"VE";"64.23"
"VI";"62.579"
"VN";"77.704"
"VU";"70.409"
"WS";"32.15"
"YE";"38.086"
"ZA";"52.661"
"ZM";"75.268"
"ZW";"82.875"
