,economia_18
AG,1216
AE,374591
AF,21331
DZ,209047
AZ,69680
AL,12320
AM,10619
AD,3165
AO,128053
AR,581431
AU,1581619
AT,409425
BH,30749
BB,4531
BW,14420
BE,497884
BS,10721
BD,128899
BZ,1574
BA,17227
BO,27084
MM,61014
BJ,8117
BY,65686
SB,976
BR,2465228
BT,1824
BG,53901
BN,19048
BI,2327
CA,1824289
KH,14038
TD,14004
LK,68434
CG,13656
CD,29306
CN,8570348
CL,267122
CM,29104
KM,1150
CO,369660
CR,46473
CF,2237
CU,73141
CV,1752
CY,25042
DK,327149
DJ,1255
DM,486
DO,60614
EC,87925
EG,273539
IE,225572
GQ,22390
EE,23044
ER,3092
SV,23814
ET,42211
CZ,207376
FI,256706
FJ,3972
FM,326
FR,2681416
GM,913
GA,15968
GE,15847
GH,41939
GD,800
DE,3543984
GR,245671
GT,50388
GN,7638
GY,2851
HT,7820
HN,18529
HR,56566
HU,127857
IS,14292
ID,917870
IN,1860877
IR,603007
IL,257295
IT,2072823
CI,26787
IQ,185919
JP,6203213
JM,14800
JO,30937
KE,50410
KG,6605
KP,15907
KI,186
KR,1222807
KW,174047
KZ,207999
LA,10191
LB,43869
LV,28126
LT,42864
LR,1734
SK,93414
LI,6034
LS,2678
LU,56678
LY,101166
MG,12147
MD,7285
MN,12293
MW,5721
ME,4088
MK,9745
ML,12443
MC,5743
MA,98266
MU,11669
MR,5232
MT,9204
OM,76690
MV,2886
MX,1201094
MY,314443
MZ,15265
NE,6942
VU,782
NG,460952
NL,828947
NO,510229
NP,17927
NR,121
SR,4980
NI,10532
NZ,176193
SS,9570
PY,24595
PE,192650
PK,214642
PL,500354
PA,39955
PT,216368
PG,21268
PW,215
GW,989
QA,186834
RS,40742
MH,185
RO,171665
PH,250092
RU,2170144
RW,7316
SA,735975
KN,734
SC,1059
ZA,396329
SN,14217
SI,46353
SL,3802
SM,1801
SG,289168
SO,1306
ES,1336019
LC,1303
SD,61879
SE,543881
SY,40057
CH,668044
TT,25694
TH,397560
TJ,7633
TL,6666
TO,466
TG,3874
ST,253
TN,45044
TR,873982
TV,38
TM,35164
TZ,38809
UG,24505
GB,2662085
UA,175781
US,16155255
BF,11166
UY,51264
UZ,52127
VC,693
VE,381286
VN,155820
NA,13016
WS,800
SZ,4781
YE,32075
ZM,25504
ZW,14058
