,economia_18
AG,1015
AE,182978
AF,6622
DZ,103198
AZ,13245
AL,8052
AM,5226
AD,3256
AO,36971
AR,200622
AU,762488
AT,315967
BH,15969
BB,3897
BW,9931
BE,387356
BS,9836
BD,57628
BZ,1114
BA,11223
BO,9549
MM,11931
BJ,4804
BY,31310
SB,429
BR,891634
BT,819
BG,29636
BN,10561
BI,1117
CA,1169393
KH,6293
TD,6681
LK,27932
CG,6087
CD,11965
CN,2308800
CL,122965
CM,17944
KM,787
CO,146566
CR,19952
CF,1413
CU,42644
CV,1105
CY,18694
DK,264467
DJ,709
DM,370
DO,35510
EC,41507
EG,94456
IE,211645
GQ,8520
EE,14003
ER,1098
SV,17094
ET,12164
CZ,135990
FI,204431
FJ,2980
FM,251
FR,2203624
GM,624
GA,9579
GE,6411
GH,17199
GD,695
DE,2861339
GR,247777
GT,27211
GN,4063
GY,1315
HT,4154
HN,9757
HR,45416
HU,113035
IS,16691
ID,304372
IN,812059
IR,226452
IL,142463
IT,1852616
CI,17085
IQ,36268
JP,4755410
JM,11244
JO,12589
KE,21506
KG,2460
KP,13031
KI,112
KR,898137
KW,80798
KZ,57124
LA,2946
LB,21490
LV,16922
LT,26141
LR,706
SK,48965
LI,4046
LS,1559
LU,37346
LY,45451
MG,5936
MD,2988
MN,2926
MW,3656
ME,2279
MK,6259
ML,6245
MC,4203
MA,62545
MU,6775
MR,2184
MT,6393
OM,31082
MV,1163
MX,877477
MY,143534
MZ,7724
NE,3369
VU,395
NG,180502
NL,678517
NO,308722
NP,8259
NR,26
SR,2193
NI,6300
NZ,114722
SS,99999999999998
PY,8735
PE,76080
PK,117708
PL,306127
PA,15465
PT,197300
PG,7312
PW,191
GW,587
QA,43998
RS,26252
MH,138
RO,99699
PH,103072
RU,764016
RW,2581
SA,328461
KN,543
SC,919
ZA,257772
SN,8708
SI,36345
SL,1650
SM,2027
SG,127418
SO,2316
ES,1157248
LC,935
SD,99999999999998
SE,389043
SY,28397
CH,408697
TT,15982
TH,189318
TJ,2312
TL,1850
TO,262
TG,2281
ST,126
TN,32272
TR,501423
TV,22
TM,14182
TZ,18072
UG,11154
GB,2520709
UA,89239
US,13093726
BF,5463
UY,17363
UZ,14396
VC,551
VE,145514
VN,57633
NA,7121
WS,434
SZ,3176
YE,19041
ZM,8332
ZW,6223
