,economia_18
AG,1460
AE,348744
AF,20235
DZ,159049
AZ,37847
AL,11864
AM,10572
AD,2858
AO,106918
AR,545866
AU,1304463
AT,390800
BH,32179
BB,4553
BW,15566
BE,467955
BS,11262
BD,220837
BZ,1741
BA,16910
BO,33806
MM,65698
BJ,8894
BY,47408
SB,1134
BR,1795926
BT,2213
BG,53240
BN,11400
BI,2874
CA,1529760
KH,20017
TD,11267
LK,81322
CG,7778
CD,40337
CN,11218281
CL,247046
CM,32217
KM,1150
CO,282463
CR,57436
CF,1810
CU,89689
CV,1639
CY,20046
DK,306900
DJ,1892
DM,581
DO,71584
EC,98010
EG,270144
IE,304819
GQ,10678
EE,23338
ER,5414
SV,26797
ET,70315
CZ,195305
FI,238503
FJ,4671
FM,330
FR,2465454
GM,986
GA,13863
GE,14333
GH,42794
GD,1016
DE,3477796
GR,192691
GT,68763
GN,8476
GY,3437
HT,7647
HN,21517
HR,51231
HU,125817
IS,20270
ID,932259
IN,2259642
IR,425403
IL,317748
IT,1858913
CI,36768
IQ,160021
JP,4936212
JM,14057
JO,38655
KE,70526
KG,6551
KP,16789
KI,174
KR,1411246
KW,110346
KZ,135005
LA,15806
LB,50458
LV,27573
LT,42773
LR,2757
SK,89769
LI,6194
LS,2241
LU,58631
LY,42960
MG,11222
MD,6773
MN,11160
MW,5318
ME,4374
MK,10746
ML,14002
MC,6468
MA,103607
MU,12216
MR,4667
MT,10999
OM,63171
MV,4224
MX,1076914
MY,296531
MZ,10930
NE,7528
VU,838
NG,404649
NL,777228
NO,371069
NP,20914
NR,103
SR,3278
NI,13230
NZ,187517
SS,6534
PY,27165
PE,192210
PK,282506
PL,471402
PA,55188
PT,204837
PG,19694
PW,310
GW,1123
QA,152452
RS,38300
MH,183
RO,186691
PH,304906
RU,1246015
RW,8474
SA,639617
KN,910
SC,1434
ZA,295440
SN,14605
SI,44709
SL,3675
SM,1591
SG,296946
SO,1318
ES,1237255
LC,1397
SD,82887
SE,514476
SY,22163
CH,668851
TT,24086
TH,407026
TJ,6952
TL,2703
TO,401
TG,4449
ST,343
TN,41704
TR,863712
TV,37
TM,36180
TZ,47653
UG,25308
GB,2647899
UA,93270
US,18624475
BF,11695
UY,52420
UZ,67779
VC,765
VE,291376
VN,205276
NA,10947
WS,822
SZ,4007
YE,25374
ZM,21063
ZW,16124
