,economia_18
AG,898
AE,149756
AF,5587
DZ,85333
AZ,8680
AL,7177
AM,3814
AD,2936
AO,23552
AR,165948
AU,678686
AT,300917
BH,13150
BB,3514
BW,8958
BE,370901
BS,9055
BD,55950
BZ,1058
BA,10410
BO,8773
MM,10254
BJ,4521
BY,23984
SB,364
BR,669289
BT,703
BG,25958
BN,8723
BI,680
CA,1023181
KH,5338
TD,5022
LK,23646
CG,4649
CD,10297
CN,1966244
CL,99260
CM,17065
KM,762
CO,117082
CR,18529
CF,1329
CU,38203
CV,1051
CY,17306
DK,251375
DJ,666
DM,375
DO,22233
EC,36592
EG,79187
IE,193879
GQ,5621
EE,12059
ER,1109
SV,15798
ET,9936
CZ,118976
FI,196777
FJ,2761
FM,241
FR,2124205
GM,579
GA,7844
GE,5126
GH,14233
GD,599
DE,2819368
GR,240532
GT,23965
GN,5028
GY,1256
HT,3660
HN,8871
HR,41574
HU,104067
IS,13723
ID,273461
IN,693726
IR,190043
IL,135446
IT,1798393
CI,16555
IQ,26193
JP,4815168
JM,10175
JO,11411
KE,18471
KG,2212
KP,11168
KI,102
KR,764881
KW,59437
KZ,43152
LA,2577
LB,21146
LV,14374
LT,22647
LR,644
SK,43056
LI,3821
LS,1407
LU,34687
LY,33293
MG,5141
MD,2598
MN,2310
MW,3476
ME,2093
MK,5683
ML,5444
MC,4051
MA,59838
MU,6869
MR,1889
MT,6044
OM,24764
MV,1227
MX,782243
MY,124749
MZ,6832
NE,2897
VU,365
NG,141261
NL,650561
NO,264356
NP,7286
NR,28
SR,1806
NI,5774
NZ,102446
SS,99999999999998
PY,8034
PE,66781
PK,104352
PL,255099
PA,14179
PT,189196
PG,6276
PW,173
GW,531
QA,31355
RS,24862
MH,131
RO,76218
PH,91371
RU,590940
RW,2088
SA,258742
KN,503
SC,839
ZA,228590
SN,8031
SI,34471
SL,1449
SM,1942
SG,114187
SO,1984
ES,1069602
LC,885
SD,99999999999998
SE,381706
SY,24546
CH,394165
TT,13280
TH,172896
TJ,2076
TL,1106
TO,238
TG,2256
ST,105
TN,31184
TR,404776
TV,22
TM,12155
TZ,16390
UG,9372
GB,2398643
UA,67218
US,12274928
BF,4839
UY,13686
UZ,12087
VC,522
VE,112451
VN,49494
NA,6480
WS,385
SZ,2770
YE,15617
ZM,6221
ZW,6420
