,economia_18
AG,1280
AE,403137
AF,21331
DZ,213810
AZ,75240
AL,13228
AM,11610
AD,3351
AO,145712
AR,567050
AU,1457607
AT,441885
BH,33388
BB,4413
BW,16251
BE,531076
BS,10844
BD,173062
BZ,1706
BA,18559
BO,32996
MM,66300
BJ,9575
BY,78813
SB,1101
BR,2456044
BT,1959
BG,56733
BN,17098
BI,2706
CA,1792883
KH,16778
TD,14683
LK,79356
CG,14077
CD,35909
CN,10534527
CL,260990
CM,34943
KM,1313
CO,378196
CR,50656
CF,1756
CU,80656
CV,1858
CY,23358
DK,352994
DJ,1589
DM,524
DO,65231
EC,102292
EG,296979
IE,258099
GQ,21737
EE,26225
ER,4052
SV,25054
ET,54163
CZ,207818
FI,272609
FJ,4484
FM,318
FR,2849305
GM,849
GA,17412
GE,16510
GH,39087
GD,912
DE,3890607
GR,237030
GT,58722
GN,8778
GY,3077
HT,8661
HN,19757
HR,57630
HU,140118
IS,17291
ID,890815
IN,2039198
IR,443976
IL,308415
IT,2151733
CI,35316
IQ,199221
JP,4848733
JM,13898
JO,35827
KE,61445
KG,7468
KP,17396
KI,178
KR,1411334
KW,162656
KZ,221416
LA,13268
LB,47833
LV,31419
LT,48557
LR,2053
SK,100948
LI,6658
LS,2521
LU,66327
LY,30774
MG,11867
MD,7983
MN,12227
MW,5965
ME,4588
MK,11362
ML,14388
MC,7060
MA,110081
MU,12803
MR,5362
MT,11217
OM,81034
MV,3697
MX,1314390
MY,338073
MZ,16961
NE,8230
VU,815
NG,568499
NL,879635
NO,499339
NP,19738
NR,114
SR,5241
NI,11880
NZ,200955
SS,15848
PY,30881
PE,201047
PK,248949
PL,545172
PA,49166
PT,229630
PG,22207
PW,246
GW,1027
QA,206225
RS,44211
MH,183
RO,199495
PH,284585
RU,2003922
RW,8016
SA,756350
KN,848
SC,1343
ZA,350852
SN,15280
SI,49905
SL,5015
SM,1845
SG,308155
SO,1375
ES,1376911
LC,1405
SD,69350
SE,573818
SY,34077
CH,709183
TT,27267
TH,406521
TJ,9237
TL,4042
TO,436
TG,4569
ST,349
TN,47604
TR,934168
TV,37
TM,43524
TZ,48197
UG,27949
GB,3022828
UA,133504
US,17427609
BF,12377
UY,57236
UZ,63455
VC,725
VE,363282
VN,186205
NA,12786
WS,824
SZ,4462
YE,33399
ZM,27151
ZW,15834
