,economia_18
AG,774
AE,104662
AF,3621
DZ,55057
AZ,5708
AL,3927
AM,2259
AD,1497
AO,11949
AR,291335
AU,390096
AT,197336
BH,8976
BB,3117
BW,5490
BE,237839
BS,8318
BD,45433
BZ,872
BA,5946
BO,8142
MM,7634
BJ,2680
BY,12805
SB,335
BR,560747
BT,476
BG,14076
BN,6206
BI,662
CA,736398
KH,3992
TD,1945
LK,18364
CG,2794
CD,8350
CN,1344077
CL,71456
CM,10421
KM,456
CO,98212
CR,15913
CF,975
CU,31682
CV,640
CY,10390
DK,164791
DJ,577
DM,328
DO,25208
EC,24468
EG,90724
IE,109133
GQ,2208
EE,6245
ER,752
SV,13813
ET,7963
CZ,67376
FI,129249
FJ,1682
FM,240
FR,1382206
GM,687
GA,5182
GE,3219
GH,8517
GD,520
DE,1950631
GR,136190
GT,18703
GN,4075
GY,1136
HT,3508
HN,7653
HR,23290
HU,53821
IS,8136
ID,170832
IN,468297
IR,121521
IL,130708
IT,1162307
CI,11193
IQ,17682
JP,4303543
JM,9195
JO,8976
KE,14900
KG,1527
KP,11022
KI,65
KR,533050
KW,34890
KZ,22153
LA,1827
LB,17065
LV,8350
LT,12253
LR,638
SK,21376
LI,2756
LS,805
LU,21272
LY,34061
MG,5336
MD,1481
MN,1470
MW,3102
ME,1170
MK,3710
ML,3465
MC,2636
MA,39639
MU,4817
MR,1296
MT,4066
OM,19452
MV,887
MX,756703
MY,92784
MZ,4767
NE,1881
VU,255
NG,70977
NL,426570
NO,174004
NP,5891
NR,19
SR,1021
NI,5334
NZ,54109
SS,99999999999998
PY,6446
PE,52049
PK,73269
PL,190521
PA,11808
PT,121545
PG,4610
PW,158
GW,380
QA,17329
RS,12267
MH,115
RO,40717
PH,76262
RU,306618
RW,1675
SA,184137
KN,461
SC,746
ZA,123435
SN,4878
SI,20876
SL,1091
SM,1202
SG,89285
SO,1303
ES,625970
LC,738
SD,99999999999998
SE,239916
SY,21008
CH,278629
TT,8825
TH,120052
TJ,1081
TL,474
TO,167
TG,1481
ST,72
TN,22066
TR,200254
TV,13
TM,6754
TZ,13269
UG,7044
GB,1621615
UA,39309
US,10621824
BF,2834
UY,20899
UZ,9336
VC,430
VE,122911
VN,32685
NA,3476
WS,239
SZ,1542
YE,11240
ZM,4094
ZW,7496
