,economia_18
AG,1365
AE,358135
AF,20608
DZ,165874
AZ,53076
AL,11335
AM,10553
AD,2812
AO,115143
AR,634019
AU,1243240
AT,382066
BH,31126
BB,4463
BW,14406
BE,455200
BS,11240
BD,194466
BZ,1743
BA,16210
BO,33000
MM,62543
BJ,8457
BY,56455
SB,1060
BR,1803650
BT,2058
BG,50199
BN,12930
BI,2814
CA,1552808
KH,18050
TD,11695
LK,80612
CG,8493
CD,37918
CN,11226185
CL,242518
CM,30916
KM,1104
CO,291520
CR,54840
CF,1633
CU,87206
CV,1596
CY,19677
DK,301298
DJ,1737
DM,535
DO,68103
EC,100177
EG,317750
IE,290617
GQ,12597
EE,22567
ER,4783
SV,26052
ET,63079
CZ,186830
FI,232439
FJ,4362
FM,315
FR,2433562
GM,939
GA,13660
GE,13993
GH,37338
GD,984
DE,3375611
GR,195542
GT,63767
GN,8767
GY,3179
HT,8355
HN,20844
HR,49425
HU,122879
IS,16922
ID,861256
IN,2132755
IR,393436
IL,299094
IT,1832347
CI,32835
IQ,167658
JP,4379869
JM,14187
JO,37517
KE,63768
KG,6678
KP,16283
KI,167
KR,1382764
KW,114059
KZ,184388
LA,14390
LB,49459
LV,27009
LT,41509
LR,2669
SK,87501
LI,6290
LS,2335
LU,57784
LY,37367
MG,11406
MD,6513
MN,11750
MW,6430
ME,4020
MK,10065
ML,13038
MC,6259
MA,101187
MU,11682
MR,4783
MT,10286
OM,69832
MV,4007
MX,1169625
MY,296284
MZ,14798
NE,7218
VU,767
NG,494583
NL,757999
NO,386663
NP,20801
NR,90
SR,4826
NI,12748
NZ,177621
SS,13408
PY,27283
PE,189210
PK,267523
PL,477356
PA,52132
PT,199420
PG,21315
PW,298
GW,1014
QA,164641
RS,37160
MH,179
RO,177524
PH,292774
RU,1326324
RW,8279
SA,651757
KN,878
SC,1377
ZA,317406
SN,13676
SI,43072
SL,4215
SM,1570
SG,296835
SO,1332
ES,1197790
LC,1450
SD,79546
SE,497918
SY,28378
CH,679289
TT,25917
TH,399234
TJ,7855
TL,3102
TO,402
TG,4179
ST,316
TN,43015
TR,859794
TV,35
TM,36052
TZ,45628
UG,25207
GB,2885570
UA,91031
US,18120714
BF,10419
UY,53274
UZ,67408
VC,757
VE,344375
VN,193241
NA,11571
WS,774
SZ,4156
YE,26899
ZM,21243
ZW,16072
