,economia_18
AG,840
AE,125971
AF,4936
DZ,67864
AZ,7276
AL,5561
AM,2994
AD,2399
AO,17813
AR,140444
AU,559187
AT,261686
BH,11075
BB,3275
BW,7512
BE,318991
BS,8870
BD,51690
BZ,990
BA,8713
BO,8082
MM,9925
BJ,3905
BY,18475
SB,314
BR,558922
BT,622
BG,20983
BN,7266
BI,595
CA,892412
KH,4665
TD,3097
LK,21609
CG,3496
CD,8938
CN,1671065
CL,76084
CM,14735
KM,657
CO,94641
CR,17196
CF,1193
CU,35901
CV,926
CY,14529
DK,218097
DJ,628
DM,337
DO,20389
EC,32433
EG,74076
IE,164279
GQ,3698
EE,9834
ER,870
SV,15047
ET,8454
CZ,99300
FI,171065
FJ,2345
FM,245
FR,1848053
GM,487
GA,6557
GE,3991
GH,12232
GD,591
DE,2505637
GR,201916
GT,21918
GN,4766
GY,1185
HT,2827
HN,8234
HR,34658
HU,85325
IS,11316
ID,249968
IN,573370
IR,155156
IL,126864
IT,1569589
CI,15307
IQ,16536
JP,4445659
JM,9430
JO,10195
KE,17105
KG,1922
KP,11051
KI,94
KR,680518
KW,47874
KZ,30834
LA,2184
LB,19802
LV,11748
LT,18803
LR,529
SK,33920
LI,3396
LS,1105
LU,29556
LY,26236
MG,6449
MD,1981
MN,1850
MW,3209
ME,1721
MK,4946
ML,4704
MC,3525
MA,52351
MU,6073
MR,1563
MT,5416
OM,21634
MV,1052
MX,729335
MY,110202
MZ,5597
NE,2641
VU,314
NG,108795
NL,571841
NO,228752
NP,6465
NR,24
SR,1558
NI,5304
NZ,83910
SS,99999999999998
PY,6588
PE,58743
PK,90991
PL,217514
PA,12933
PT,164958
PG,5584
PW,158
GW,476
QA,23253
RS,21189
MH,127
RO,59868
PH,83908
RU,430347
RW,1847
SA,215808
KN,465
SC,846
ZA,175256
SN,6860
SI,29698
SL,1386
SM,1655
SG,97002
SO,1517
ES,906818
LC,806
SD,99999999999998
SE,331109
SY,20858
CH,352928
TT,11305
TH,152281
TJ,1555
TL,506
TO,207
TG,2111
ST,96
TN,27454
TR,311826
TV,18
TM,11266
TZ,14899
UG,7832
GB,2038487
UA,52010
US,11510670
BF,4206
UY,12046
UZ,10159
VC,482
VE,83529
VN,39553
NA,4812
WS,322
SZ,2198
YE,13555
ZM,4902
ZW,6705
