,economia_18
AG,1196
AE,390108
AF,21610
DZ,209783
AZ,74161
AL,12776
AM,11121
AD,3282
AO,136710
AR,613316
AU,1534924
AT,430069
BH,32540
BB,4451
BW,14902
BE,520926
BS,10677
BD,153505
BZ,1614
BA,18179
BO,30659
MM,62140
BJ,9111
BY,75528
SB,1057
BR,2472819
BT,1798
BG,55760
BN,18094
BI,2452
CA,1842627
KH,15450
TD,13807
LK,74318
CG,14022
CD,32672
CN,9635026
CL,278384
CM,32348
KM,1260
CO,380192
CR,49745
CF,1565
CU,77148
CV,1851
CY,24086
DK,343584
DJ,1393
DM,502
DO,61966
EC,95130
EG,268367
IE,239389
GQ,21943
EE,25137
ER,3502
SV,24351
ET,46542
CZ,209402
FI,269980
FJ,4190
FM,316
FR,2808511
GM,904
GA,17027
GE,16141
GH,47806
GD,843
DE,3752514
GR,239862
GT,53851
GN,8377
GY,2990
HT,8387
HN,18500
HR,58086
HU,135216
IS,15548
ID,912524
IN,1917054
IR,539466
IL,292492
IT,2130491
CI,31271
IQ,207124
JP,5155717
JM,14275
JO,33594
KE,55101
KG,7335
KP,16565
KI,183
KR,1305605
KW,174168
KZ,236635
LA,11942
LB,46014
LV,30310
LT,46408
LR,1936
SK,98478
LI,6392
LS,2532
LU,61739
LY,65826
MG,13033
MD,7985
MN,12582
MW,5217
ME,4465
MK,10818
ML,13246
MC,6554
MA,106826
MU,12130
MR,5641
MT,10146
OM,78939
MV,3295
MX,1274444
MY,323276
MZ,16019
NE,7668
VU,802
NG,514966
NL,866680
NO,523502
NP,18227
NR,101
SR,5146
NI,10983
NZ,190784
SS,13428
PY,28966
PE,201218
PK,220269
PL,524232
PA,44856
PT,226073
PG,21144
PW,228
GW,1046
QA,198728
RS,45520
MH,191
RO,191548
PH,271836
RU,2230625
RW,7623
SA,746647
KN,788
SC,1328
ZA,366626
SN,14846
SI,48116
SL,4920
SM,1865
SG,302511
SO,1399
ES,1361854
LC,1336
SD,63912
SE,578742
SY,31667
CH,688504
TT,26444
TH,420529
TJ,8506
TL,5644
TO,440
TG,4320
ST,303
TN,46257
TR,950595
TV,38
TM,39198
TZ,44333
UG,25808
GB,2739819
UA,183310
US,16691517
BF,11947
UY,57531
UZ,58058
VC,721
VE,371338
VN,171222
NA,12718
WS,805
SZ,4565
YE,34755
ZM,28046
ZW,15224
