,economia_18
AG,1149
AE,225019
AF,7514
DZ,117027
AZ,20982
AL,8896
AM,6809
AD,3543
AO,52381
AR,234391
AU,818872
AT,335981
BH,18505
BB,3959
BW,10127
BE,409792
BS,10167
BD,69972
BZ,1217
BA,12865
BO,11452
MM,13852
BJ,5142
BY,38308
SB,471
BR,1107627
BT,898
BG,34131
BN,12710
BI,1273
CA,1315458
KH,7275
TD,7453
LK,32365
CG,7731
CD,14452
CN,2774292
CL,154788
CM,19356
KM,836
CO,162590
CR,22600
CF,1538
CU,52743
CV,1260
CY,20405
DK,282886
DJ,769
DM,398
DO,37933
EC,46802
EG,107742
IE,232074
GQ,10087
EE,16972
ER,1211
SV,18551
ET,14983
CZ,155213
FI,216541
FJ,3076
FM,253
FR,2324893
GM,655
GA,10318
GE,7745
GH,20410
GD,699
DE,3002293
GR,273304
GT,30231
GN,4220
GY,1458
HT,4879
HN,10917
HR,50436
HU,115295
IS,17049
ID,388168
IN,919118
IR,266299
IL,153967
IT,1942534
CI,17801
IQ,54549
JP,4530377
JM,11930
JO,15057
KE,25826
KG,2834
KP,13764
KI,109
KR,1011797
KW,101559
KZ,81004
LA,3606
LB,22049
LV,21447
LT,30208
LR,815
SK,57085
LI,4424
LS,1628
LU,42412
LY,55077
MG,6498
MD,3408
MN,3959
MW,3998
ME,2722
MK,6861
ML,6900
MC,4583
MA,68972
MU,7029
MR,3041
MT,6783
OM,37216
MV,1575
MX,975383
MY,162692
MZ,8312
NE,3647
VU,439
NG,233860
NL,726612
NO,345423
NP,8990
NR,25
SR,2626
NI,6764
NZ,111613
SS,99999999999998
PY,10646
PE,88659
PK,136320
PL,344753
PA,17137
PT,208556
PG,8306
PW,193
GW,592
QA,60154
RS,30608
MH,144
RO,123534
PH,122211
RU,989932
RW,3152
SA,376900
KN,636
SC,1016
ZA,271637
SN,9359
SI,39585
SL,1885
SM,2165
SG,147794
SO,2390
ES,1264487
LC,1060
SD,99999999999998
SE,420029
SY,33109
CH,430906
TT,18369
TH,221758
TJ,2830
TL,2823
TO,292
TG,2349
ST,134
TN,34377
TR,552505
TV,23
TM,16221
TZ,18314
UG,12233
GB,2692679
UA,111885
US,13855888
BF,5816
UY,19579
UZ,17378
VC,611
VE,183477
VN,66372
NA,7835
WS,451
SZ,3289
YE,22812
ZM,12757
ZW,6102
