,economia_18
AG,1218
AE,256861
AF,12573
DZ,137211
AZ,44292
AL,12044
AM,9222
AD,3660
AO,69962
AR,336359
AU,1011948
AT,400148
BH,22938
BB,4347
BW,10267
BE,484523
BS,9982
BD,102126
BZ,1337
BA,17614
BO,17340
MM,32935
BJ,7097
BY,51001
SB,639
BR,1666996
BT,1265
BG,51885
BN,11892
BI,1776
CA,1371152
KH,10402
TD,9425
LK,48143
CG,9339
CD,18648
CN,5121680
CL,172390
CM,26018
KM,1069
CO,233822
CR,30562
CF,2029
CU,62080
CV,1712
CY,25941
DK,321243
DJ,1013
DM,499
DO,48071
EC,62520
EG,187978
IE,236297
GQ,15028
EE,19661
ER,1857
SV,20661
ET,28194
CZ,205730
FI,251484
FJ,2870
FM,280
FR,2693665
GM,901
GA,11690
GE,10767
GH,25978
GD,771
DE,3417799
GR,329980
GT,37734
GN,6717
GY,2026
HT,6502
HN,14587
HR,62636
HU,130594
IS,12944
ID,574505
IN,1297597
IR,416397
IL,207417
IT,2185029
CI,24277
IQ,109651
JP,5231383
JM,12120
JO,23820
KE,37022
KG,4690
KP,12035
KI,130
KR,901935
KW,105968
KZ,115309
LA,6057
LB,35477
LV,26172
LT,37439
LR,1155
SK,88940
LI,4982
LS,1864
LU,51367
LY,68838
MG,9848
MD,5439
MN,5315
MW,6191
ME,4159
MK,9402
ML,10181
MC,5452
MA,92897
MU,9129
MR,3662
MT,8528
OM,48388
MV,2345
MX,900047
MY,202257
MZ,10912
NE,5397
VU,610
NG,272536
NL,857881
NO,386620
NP,12740
NR,54
SR,3876
NI,8299
NZ,121340
SS,12244
PY,15934
PE,120851
PK,161538
PL,439790
PA,26594
PT,243731
PG,11550
PW,187
GW,827
QA,96630
RS,42617
MH,153
RO,167422
PH,168335
RU,1222646
RW,5379
SA,429098
KN,723
SC,847
ZA,295937
SN,12778
SI,50242
SL,2454
SM,2363
SG,192406
SO,2012
ES,1499009
LC,1177
SD,48318
SE,429656
SY,54112
CH,541486
TT,19175
TH,281711
TJ,4979
TL,3397
TO,326
TG,3366
ST,188
TN,43456
TR,644657
TV,27
TM,20214
TZ,28574
UG,19051
GB,2382754
UA,121552
US,14418739
BF,8369
UY,31661
UZ,33848
VC,675
VE,329419
VN,106015
NA,8876
WS,581
SZ,3578
YE,28124
ZM,15328
ZW,8367
