,economia_18
AG,1360
AE,319597
AF,10768
DZ,171001
AZ,48851
AL,12881
AM,12437
AD,4008
AO,88539
AR,365644
AU,1056285
AT,430310
BH,25711
BB,4642
BW,10945
BE,518645
BS,10526
BD,91647
BZ,1369
BA,19113
BO,16674
MM,25864
BJ,7133
BY,62965
SB,637
BR,1695855
BT,1258
BG,54413
BN,15949
BI,1612
CA,1549073
KH,10352
TD,10371
LK,46595
CG,10176
CD,19789
CN,4604285
CL,179638
CM,26410
KM,1072
CO,243982
CR,30613
CF,2033
CU,60806
CV,1789
CY,27840
DK,353359
DJ,976
DM,469
DO,47658
EC,61763
EG,164844
IE,275030
GQ,19750
EE,24166
ER,1380
SV,21431
ET,25609
CZ,235205
FI,283753
FJ,3523
FM,263
FR,2923574
GM,966
GA,15509
GE,12795
GH,28528
GD,826
DE,3752505
GR,354474
GT,39136
GN,6964
GY,1923
HT,6408
HN,13882
HR,70452
HU,157998
IS,17658
ID,543254
IN,1254803
IR,412336
IL,215839
IT,2390818
CI,24225
IQ,102850
JP,5037909
JM,13709
JO,21973
KE,35897
KG,5140
KP,13337
KI,139
KR,1002219
KW,147380
KZ,133442
LA,5732
LB,29228
LV,35594
LT,47896
LR,1101
SK,96594
LI,5620
LS,1869
LU,55852
LY,95327
MG,11262
MD,6055
MN,6520
MW,5321
ME,4546
MK,9910
ML,9751
MC,6477
MA,92507
MU,9990
MR,4031
MT,8977
OM,60905
MV,2272
MX,1109987
MY,230812
MZ,11495
NE,5403
VU,608
NG,334581
NL,936263
NO,462554
NP,11692
NR,42
SR,3533
NI,8497
NZ,133278
SS,15300
PY,18503
PE,120612
PK,151087
PL,533807
PA,24522
PT,262017
PG,11549
PW,197
GW,865
QA,113892
RS,49259
MH,153
RO,208185
PH,174195
RU,1660848
RW,4861
SA,519797
KN,739
SC,967
ZA,286769
SN,13386
SI,55592
SL,2505
SM,2752
SG,192231
SO,2600
ES,1635076
LC,1171
SD,48663
SE,513966
SY,52558
CH,554369
TT,27870
TH,291383
TJ,5161
TL,4492
TO,342
TG,3310
ST,188
TN,44855
TR,764323
TV,30
TM,21629
TZ,27388
UG,18195
GB,2890744
UA,188110
US,14718582
BF,8370
UY,30366
UZ,29654
VC,695
VE,315600
VN,99130
NA,8487
WS,657
SZ,3292
YE,30397
ZM,17911
ZW,5495
