,economia_18
AG,784
AE,105701
AF,3532
DZ,54667
AZ,5273
AL,3488
AM,2039
AD,1434
AO,12207
AR,308148
AU,409341
AT,196800
BH,9063
BB,3122
BW,5788
BE,237905
BS,8076
BD,45470
BZ,832
BA,5693
BO,8398
MM,7275
BJ,2569
BY,10797
SB,338
BR,652360
BT,439
BG,13153
BN,6650
BI,709
CA,742288
KH,3667
TD,1576
LK,19132
CG,3220
CD,8339
CN,1214915
CL,78363
CM,10047
KM,422
CO,99876
CR,14950
CF,957
CU,30566
CV,613
CY,9963
DK,164158
DJ,556
DM,321
DO,23960
EC,18319
EG,95684
IE,99853
GQ,1511
EE,5690
ER,706
SV,13134
ET,8030
CZ,61470
FI,125540
FJ,1708
FM,233
FR,1368437
GM,783
GA,5677
GE,3058
GH,7985
GD,520
DE,1949952
GR,131719
GT,17196
GN,4269
GY,1137
HT,3665
HN,7187
HR,21774
HU,47311
IS,8927
ID,175702
IN,453578
IR,111615
IL,132339
IT,1141759
CI,10682
IQ,16898
JP,4887520
JM,9005
JO,8461
KE,14465
KG,1370
KP,10608
KI,75
KR,561634
KW,37718
KZ,18292
LA,1806
LB,16679
LV,7938
LT,11539
LR,645
SK,20680
LI,2747
LS,879
LU,21263
LY,38471
MG,4568
MD,1288
MN,1318
MW,3150
ME,991
MK,3773
ML,2954
MC,2610
MA,38901
MU,4869
MR,1294
MT,4053
OM,19450
MV,886
MX,707910
MY,93790
MZ,5016
NE,1727
VU,265
NG,74591
NL,412807
NO,171315
NP,5730
NR,22
SR,1157
NI,5093
NZ,54443
SS,99999999999998
PY,7095
PE,51743
PK,76866
PL,171887
PA,11621
PT,118358
PG,5258
PW,148
GW,363
QA,17548
RS,9385
MH,111
RO,37439
PH,81026
RU,259718
RW,1735
SA,189515
KN,420
SC,747
ZA,138436
SN,4680
SI,20344
SL,861
SM,1141
SG,95836
SO,2052
ES,595402
LC,782
SD,99999999999998
SE,259801
SY,19666
CH,272049
TT,8154
TH,126148
TJ,861
TL,453
TO,189
TG,1488
ST,72
TN,21473
TR,272971
TV,12
TM,4932
TZ,13017
UG,6776
GB,1647874
UA,32375
US,10284779
BF,2633
UY,22823
UZ,13759
VC,396
VE,117146
VN,31173
NA,3834
WS,231
SZ,1738
YE,10865
ZM,3601
ZW,7549
