,economia_18
AG,1142
AE,350666
AF,19170
DZ,200013
AZ,65953
AL,12891
AM,10816
AD,3442
AO,111790
AR,530158
AU,1538729
AT,431120
BH,28777
BB,4485
BW,15352
BE,527008
BS,10070
BD,123506
BZ,1487
BA,18644
BO,23963
MM,57888
BJ,7814
BY,61762
SB,870
BR,2616157
BT,1820
BG,57420
BN,18525
BI,2236
CA,1788647
KH,12830
TD,11582
LK,65293
CG,14798
CD,25840
CN,7522103
CL,252252
CM,29337
KM,1150
CO,335415
CR,42263
CF,2266
CU,69511
CV,1865
CY,27429
DK,344003
DJ,1155
DM,501
DO,57747
EC,79277
EG,231100
IE,239019
GQ,21329
EE,23170
ER,2608
SV,23139
ET,30479
CZ,227948
FI,273674
FJ,3775
FM,311
FR,2862680
GM,904
GA,16980
GE,14435
GH,39565
GD,779
DE,3757698
GR,287798
GT,47655
GN,6785
GY,2577
HT,7474
HN,17710
HR,62375
HU,140782
IS,14733
ID,892969
IN,1871918
IR,602501
IL,261627
IT,2276292
CI,25670
IQ,157454
JP,6157460
JM,14440
JO,28840
KE,41953
KG,6198
KP,15689
KI,176
KR,1202464
KW,154041
KZ,192626
LA,8742
LB,40076
LV,28468
LT,43524
LR,1538
SK,98181
LI,6348
LS,2792
LU,60005
LY,40587
MG,12371
MD,7015
MN,10410
MW,8004
ME,4538
MK,10495
ML,12978
MC,6081
MA,101371
MU,11518
MR,5165
MT,9505
OM,67937
MV,2774
MX,1180487
MY,297952
MZ,13131
NE,6409
VU,792
NG,414095
NL,893757
NO,498832
NP,18467
NR,86
SR,4422
NI,9774
NZ,168462
SS,17789
PY,25100
PE,171762
PK,211672
PL,528824
PA,34374
PT,244895
PG,17953
PW,200
GW,1098
QA,167775
RS,46467
MH,173
RO,185362
PH,224143
RU,2031769
RW,6492
SA,671239
KN,753
SC,1018
ZA,416417
SN,14374
SI,51291
SL,2942
SM,2054
SG,275605
SO,1067
ES,1488067
LC,1290
SD,69515
SE,563110
SY,55173
CH,699580
TT,25433
TH,370819
TJ,6523
TL,5677
TO,448
TG,3867
ST,233
TN,45811
TR,832546
TV,39
TM,29233
TZ,33562
UG,21858
GB,2619700
UA,163160
US,15517926
BF,10724
UY,47962
UZ,46152
VC,676
VE,316483
VN,135539
NA,12410
WS,787
SZ,4807
YE,31079
ZM,23460
ZW,12072
