,economia_18
AG,1148
AE,289787
AF,16078
DZ,161207
AZ,52906
AL,11927
AM,9875
AD,3355
AO,83799
AR,426487
AU,1293794
AT,391893
BH,25713
BB,4365
BW,12787
BE,483549
BS,10096
BD,114508
BZ,1397
BA,17176
BO,19650
MM,41445
BJ,6970
BY,57232
SB,720
BR,2208838
BT,1585
BG,50610
BN,13707
BI,2032
CA,1613463
KH,11242
TD,9791
LK,56726
CG,12281
CD,21566
CN,6066351
CL,218538
CM,26144
KM,1068
CO,287018
CR,37269
CF,2034
CU,64328
CV,1664
CY,25561
DK,321995
DJ,1067
DM,494
DO,53132
EC,69555
EG,214630
IE,221951
GQ,16299
EE,19503
ER,2117
SV,21418
ET,26311
CZ,207016
FI,247800
FJ,3140
FM,297
FR,2646837
GM,952
GA,12882
GE,11638
GH,32174
GD,771
DE,3417095
GR,299362
GT,41338
GN,6853
GY,2259
HT,6708
HN,15839
HR,59829
HU,130923
IS,13311
ID,755094
IN,1650635
IR,491099
IL,233611
IT,2125058
CI,24885
IQ,117138
JP,5700098
JM,13219
JO,26425
KE,40000
KG,4794
KP,13945
KI,153
KR,1094499
KW,115416
KZ,148047
LA,7313
LB,38420
LV,23765
LT,37130
LR,1292
SK,89501
LI,5621
LS,2394
LU,53212
LY,80942
MG,10401
MD,5812
MN,7189
MW,6960
ME,4138
MK,9407
ML,10679
MC,5362
MA,93217
MU,10004
MR,4338
MT,8741
OM,58641
MV,2588
MX,1057801
MY,255018
MZ,10154
NE,5719
VU,701
NG,369062
NL,836390
NO,429131
NP,16281
NR,62
SR,4368
NI,8759
NZ,146584
SS,15206
PY,20048
PE,147528
PK,174508
PL,479321
PA,28917
PT,238303
PG,14205
PW,183
GW,849
QA,123627
RS,39460
MH,165
RO,167998
PH,199591
RU,1524917
RW,5774
SA,528207
KN,705
SC,970
ZA,375348
SN,12926
SI,48014
SL,2578
SM,2139
SG,236420
SO,1071
ES,1431617
LC,1244
SD,54459
SE,488378
SY,60465
CH,583783
TT,22123
TH,341105
TJ,5642
TL,3999
TO,374
TG,3426
ST,197
TN,44051
TR,771877
TV,32
TM,22583
TZ,31105
UG,19803
GB,2441173
UA,136012
US,14964372
BF,8980
UY,40285
UZ,39526
VC,681
VE,393806
VN,115932
NA,11282
WS,679
SZ,4436
YE,29031
ZM,20265
ZW,10052
