;populacao_8
"AF";"49"
"AL";"25"
"DZ";"32"
"AD";"99999999999998"
"AO";"53"
"AI";"99999999999998"
"AG";"19"
"AR";"22"
"AM";"22"
"AU";"15"
"AT";"11"
"AZ";"29"
"BS";"24"
"BH";"29"
"BD";"35"
"BB";"16"
"BY";"14"
"BE";"12"
"BZ";"36"
"BJ";"46"
"BT";"39"
"BO";"35"
"BA";"15"
"BW";"34"
"BR";"25"
"VG";"99999999999998"
"BN";"29"
"BG";"12"
"BF";"47"
"BI";"50"
"CV";"40"
"KH";"42"
"CM";"45"
"CA";"14"
"CF";"41"
"TD";"51"
"CL";"22"
"CN";"22"
"CO";"26"
"KM";"43"
"CG";"38"
"CK";"99999999999998"
"CR";"27"
"CI";"43"
"HR";"11"
"CU";"17"
"CY";"19"
"CZ";"12"
"KP";"21"
"CD";"46"
"DK";"12"
"DJ";"40"
"DM";"99999999999998"
"DO";"30"
"EC";"30"
"EG";"34"
"SV";"31"
"GQ";"42"
"ER";"42"
"EE";"14"
"ET";"48"
"FJ";"29"
"FI";"13"
"FR";"13"
"GA";"37"
"GM";"47"
"GE";"17"
"DE";"10"
"GH";"39"
"GR";"11"
"GD";"28"
"GT";"39"
"GN";"47"
"GW";"46"
"GY";"28"
"HT";"37"
"VA";"99999999999998"
"HN";"39"
"HU";"12"
"IS";"17"
"IN";"32"
"ID";"26"
"IR";"33"
"IQ";"38"
"IE";"14"
"IL";"22"
"IT";"10"
"JM";"25"
"JP";"10"
"JO";"35"
"KZ";"23"
"KE";"42"
"KI";"37"
"KW";"23"
"KG";"32"
"LA";"43"
"LV";"14"
"LB";"25"
"LS";"35"
"LR";"45"
"LY";"29"
"LI";"99999999999998"
"LT";"15"
"LU";"12"
"MG";"44"
"MW";"49"
"MY";"28"
"MV";"41"
"ML";"49"
"MT";"15"
"MH";"99999999999998"
"MR";"41"
"MU";"21"
"MX";"29"
"FM";"34"
"MC";"99999999999998"
"MN";"32"
"ME";"16"
"MS";"99999999999998"
"MA";"29"
"MZ";"46"
"MM";"27"
"NA";"38"
"NR";"99999999999998"
"NP";"39"
"NL";"13"
"NZ";"17"
"NI";"36"
"NE";"56"
"NG";"44"
"NU";"99999999999998"
"NO";"14"
"OM";"38"
"PK";"40"
"PW";"99999999999998"
"PA";"26"
"PG";"35"
"PY";"34"
"PE";"30"
"PH";"33"
"PL";"15"
"PT";"11"
"QA";"23"
"KR";"15"
"MD";"19"
"RO";"14"
"RU";"14"
"RW";"47"
"KN";"99999999999998"
"LC";"28"
"VC";"25"
"WS";"33"
"SM";"99999999999998"
"ST";"40"
"SA";"36"
"SN";"43"
"RS";"15"
"SC";"23"
"SL";"47"
"SG";"18"
"SK";"15"
"SI";"11"
"SB";"40"
"SO";"48"
"ZA";"29"
"SS";"47"
"ES";"10"
"LK";"21"
"PS";"46"
"SD";"42"
"SR";"28"
"SZ";"43"
"SE";"14"
"CH";"12"
"SY";"36"
"TJ";"41"
"TH";"19"
"MK";"18"
"TL";"43"
"TG";"42"
"TK";"99999999999998"
"TO";"31"
"TT";"21"
"TN";"26"
"TR";"26"
"TM";"35"
"TC";"99999999999998"
"TV";"99999999999998"
"UG";"50"
"UA";"13"
"AE";"26"
"GB";"14"
"TZ";"44"
"US";"16"
"UY";"18"
"UZ";"35"
"VU";"36"
"VE";"29"
"VN";"29"
"YE";"52"
"ZM";"45"
"ZW";"37"
