;indicadoressociais_15
"AW";"97.61"
"AF";"34.67"
"AO";"34.34"
"AI";"95.81"
"AL";"96.18"
"AD";"100.00"
"AE";"99.98"
"AR";"94.85"
"AM";"91.28"
"AS";"62.27"
"AG";"86.72"
"AU";"100.00"
"AT";"99.98"
"AZ";"83.17"
"BI";"48.53"
"BE";"99.49"
"BJ";"12.81"
"BF";"19.02"
"BD";"41.35"
"BG";"85.94"
"BH";"100.00"
"BS";"91.73"
"BA";"94.79"
"BY";"94.45"
"BZ";"85.91"
"BM";"99.91"
"BO";"48.77"
"BR";"82.88"
"BB";"94.61"
"BN";"96.35"
"BT";"60.61"
"BW";"58.98"
"CF";"23.90"
"CA";"98.50"
"CH";"99.89"
"CL";"98.50"
"CL";"98.28"
"CN";"71.14"
"CI";"27.89"
"CM";"38.99"
"CD";"20.38"
"CG";"14.43"
"CK";"96.78"
"CO";"82.30"
"KM";"32.54"
"CV";"60.75"
"CR";"96.50"
"CU";"90.41"
"CW";"98.82"
"KY";"95.55"
"CY";"99.59"
"CZ";"99.14"
"DE";"99.22"
"DJ";"51.23"
"DM";"77.89"
"DK";"99.60"
"DO";"81.99"
"DZ";"86.77"
"EC";"82.19"
"EG";"92.97"
"ER";"10.70"
"ES";"99.90"
"EE";"99.47"
"ET";"5.97"
"FI";"99.45"
"FJ";"91.26"
"FK";"100.00"
"FR";"98.65"
"FO";"90.88"
"FM";"68.39"
"GA";"40.43"
"GB";"99.12"
"GE";"88.01"
"GH";"13.48"
"GN";"18.48"
"GP";"98.15"
"GM";"44.92"
"GW";"18.85"
"GQ";"75.36"
"GR";"98.31"
"GD";"88.94"
"GL";"99.45"
"GT";"65.26"
"GF";"91.63"
"GU";"90.22"
"GY";"84.06"
"HK";"96.52"
"HN";"75.35"
"HR";"97.37"
"HT";"27.68"
"HU";"98.00"
"ID";"62.01"
"IN";"38.21"
"IE";"91.22"
"IR";"88.04"
"IQ";"84.08"
"IS";"98.78"
"IL";"100.00"
"IT";"99.28"
"JM";"85.05"
"JO";"97.31"
"JP";"100.00"
"KZ";"97.56"
"KE";"30.10"
"KG";"95.27"
"KH";"38.97"
"KI";"38.93"
"KN";"91.61"
"KR";"100.00"
"KW";"100.00"
"LA";"61.27"
"LB";"89.11"
"LR";"15.85"
"LY";"99.70"
"LC";"88.54"
"LI";"99.95"
"LK";"92.38"
"LS";"34.21"
"LT";"91.28"
"LU";"97.63"
"LV";"91.05"
"MA";"79.95"
"MC";"100.00"
"MD";"76.63"
"MG";"8.25"
"MV";"96.10"
"MX";"86.01"
"MH";"86.59"
"MK";"91.01"
"ML";"28.11"
"MT";"99.97"
"MM";"65.94"
"ME";"94.04"
"MN";"57.19"
"MP";"78.42"
"MZ";"20.40"
"MR";"38.80"
"MS";"88.75"
"MQ";"98.44"
"MU";"92.87"
"MW";"41.13"
"MY";"99.06"
"YT";"76.88"
"NA";"32.41"
"NC";"100.00"
"NE";"10.92"
"NG";"33.44"
"NI";"72.10"
"NU";"97.69"
"NL";"97.79"
"NO";"98.06"
"NP";"39.12"
"NR";"65.61"
"NZ";"100.00"
"OM";"97.29"
"PK";"51.36"
"PA";"73.51"
"PE";"73.37"
"PH";"72.75"
"PW";"100.00"
"PG";"18.60"
"PL";"95.12"
"PR";"97.13"
"KP";"77.05"
"PT";"98.92"
"PY";"86.28"
"PS";"95.57"
"PF";"97.18"
"QA";"99.74"
"RE";"98.98"
"RO";"81.66"
"RU";"87.46"
"RW";"58.14"
"SA";"100.00"
"SD";"29.57"
"SN";"45.65"
"SG";"100.00"
"SH";"99.44"
"SB";"28.28"
"SL";"13.31"
"SV";"88.54"
"SM";"100.00"
"SO";"18.07"
"PM";"99.34"
"RS";"95.41"
"SS";"7.01"
"ST";"34.91"
"SR";"79.42"
"SK";"98.91"
"SI";"99.11"
"SE";"99.31"
"SZ";"55.64"
"SX";"98.72"
"SC";"98.81"
"SY";"92.88"
"TC";"86.47"
"TD";"9.57"
"TG";"13.09"
"TH";"95.01"
"TJ";"94.29"
"TK";"87.24"
"TM";"96.23"
"TL";"40.59"
"TO";"92.05"
"TT";"92.15"
"TN";"90.10"
"TR";"93.03"
"TV";"90.62"
"TZ";"18.69"
"UG";"18.17"
"UA";"95.66"
"UY";"95.20"
"US";"99.97"
"UZ";"100.00"
"VC";"83.68"
"VE";"93.77"
"VG";"96.85"
"VI";"97.50"
"VN";"71.93"
"VU";"53.34"
"WF";"97.16"
"WS";"97.36"
"YE";"54.34"
"ZA";"69.77"
"ZM";"29.80"
"ZW";"39.55"
