;indicadoressociais_15
"AW";"98.19"
"AF";"24.97"
"AO";"22.97"
"AI";"90.82"
"AL";"89.90"
"AD";"100.00"
"AE";"99.98"
"AR";"94.80"
"AM";"90.51"
"AS";"62.58"
"AG";"83.19"
"AU";"100.00"
"AT";"100.00"
"AZ";"68.84"
"BI";"42.73"
"BE";"99.48"
"BJ";"10.46"
"BF";"10.80"
"BD";"28.30"
"BG";"85.85"
"BH";"99.88"
"BS";"89.16"
"BA";"94.90"
"BY";"94.95"
"BZ";"83.17"
"BM";"99.98"
"BO";"40.15"
"BR";"75.09"
"BB";"89.09"
"BN";"99999999999998"
"BT";"54.33"
"BW";"55.37"
"CF";"16.57"
"CA";"98.50"
"CH";"99.90"
"CL";"99999999999998"
"CL";"93.13"
"CN";"62.12"
"CI";"23.34"
"CM";"39.58"
"CD";"21.99"
"CG";"12.92"
"CK";"92.95"
"CO";"77.05"
"KM";"27.87"
"CV";"41.79"
"CR";"94.66"
"CU";"89.43"
"CW";"99999999999998"
"KY";"95.55"
"CY";"100.00"
"CZ";"99.14"
"DE";"99.21"
"DJ";"51.02"
"DM";"66.55"
"DK";"99.60"
"DO";"79.76"
"DZ";"84.40"
"EC";"73.03"
"EG";"92.54"
"ER";"8.13"
"ES";"99.90"
"EE";"99.17"
"ET";"3.64"
"FI";"99.45"
"FJ";"80.64"
"FK";"100.00"
"FR";"98.66"
"FO";"99999999999998"
"FM";"99999999999998"
"GA";"39.27"
"GB";"99.13"
"GE";"95.36"
"GH";"11.60"
"GN";"10.79"
"GP";"97.21"
"GM";"53.16"
"GW";"13.16"
"GQ";"79.29"
"GR";"96.90"
"GD";"91.82"
"GL";"99.60"
"GT";"60.34"
"GF";"93.86"
"GU";"89.01"
"GY";"79.38"
"HK";"96.95"
"HN";"64.46"
"HR";"97.17"
"HT";"18.82"
"HU";"98.04"
"ID";"47.63"
"IN";"24.69"
"IE";"89.06"
"IR";"87.43"
"IQ";"76.87"
"IS";"98.80"
"IL";"100.00"
"IT";"99999999999998"
"JM";"83.99"
"JO";"98.57"
"JP";"99.99"
"KZ";"97.01"
"KE";"30.82"
"KG";"92.24"
"KH";"17.10"
"KI";"31.92"
"KN";"86.74"
"KR";"100.00"
"KW";"100.00"
"LA";"34.17"
"LB";"75.06"
"LR";"13.60"
"LY";"99.70"
"LC";"78.77"
"LI";"99.95"
"LK";"86.65"
"LS";"12.20"
"LT";"86.01"
"LU";"97.70"
"LV";"86.93"
"MA";"70.93"
"MC";"100.00"
"MD";"72.91"
"MG";"5.20"
"MV";"82.09"
"MX";"78.18"
"MH";"85.83"
"MK";"89.81"
"ML";"20.93"
"MT";"100.00"
"MM";"68.88"
"ME";"99999999999998"
"MN";"49.90"
"MP";"74.65"
"MZ";"13.55"
"MR";"26.06"
"MS";"81.66"
"MQ";"97.04"
"MU";"91.63"
"MW";"35.70"
"MY";"97.23"
"YT";"99999999999998"
"NA";"28.94"
"NC";"100.00"
"NE";"6.83"
"NG";"35.83"
"NI";"62.56"
"NU";"100.00"
"NL";"98.00"
"NO";"98.07"
"NP";"22.92"
"NR";"65.69"
"NZ";"100.00"
"OM";"88.98"
"PK";"35.28"
"PA";"65.86"
"PE";"64.72"
"PH";"67.98"
"PW";"88.31"
"PG";"18.67"
"PL";"88.51"
"PR";"97.07"
"KP";"76.95"
"PT";"97.63"
"PY";"74.82"
"PS";"94.56"
"PF";"98.16"
"QA";"99.42"
"RE";"98.98"
"RO";"99999999999998"
"RU";"84.44"
"RW";"47.02"
"SA";"98.18"
"SD";"20.98"
"SN";"39.78"
"SG";"100.00"
"SH";"98.88"
"SB";"21.25"
"SL";"10.65"
"SV";"82.11"
"SM";"100.00"
"SO";"21.70"
"PM";"99999999999998"
"RS";"97.16"
"SS";"99999999999998"
"ST";"23.38"
"SR";"80.70"
"SK";"98.86"
"SI";"99.11"
"SE";"99.31"
"SZ";"50.37"
"SX";"99999999999998"
"SC";"94.99"
"SY";"93.02"
"TC";"81.91"
"TD";"9.84"
"TG";"11.33"
"TH";"94.92"
"TJ";"90.68"
"TK";"77.05"
"TM";"95.39"
"TL";"33.97"
"TO";"88.73"
"TT";"90.84"
"TN";"82.36"
"TR";"83.82"
"TV";"86.32"
"TZ";"8.59"
"UG";"15.90"
"UA";"94.84"
"UY";"94.18"
"US";"99.97"
"UZ";"92.72"
"VC";"73.17"
"VE";"88.59"
"VG";"96.80"
"VI";"96.60"
"VN";"56.88"
"VU";"53.05"
"WF";"94.70"
"WS";"98.66"
"YE";"41.83"
"ZA";"61.38"
"ZM";"26.63"
"ZW";"41.68"
