;indicadoressociais_15
"AW";"98.13"
"AF";"26.01"
"AO";"24.22"
"AI";"91.38"
"AL";"90.68"
"AD";"100.00"
"AE";"99.98"
"AR";"94.81"
"AM";"90.60"
"AS";"62.55"
"AG";"83.59"
"AU";"100.00"
"AT";"100.00"
"AZ";"70.45"
"BI";"43.37"
"BE";"99.48"
"BJ";"10.71"
"BF";"11.71"
"BD";"29.78"
"BG";"85.86"
"BH";"99.89"
"BS";"89.45"
"BA";"94.88"
"BY";"94.93"
"BZ";"83.47"
"BM";"99.97"
"BO";"41.11"
"BR";"75.98"
"BB";"89.70"
"BN";"99999999999998"
"BT";"55.16"
"BW";"55.78"
"CF";"17.35"
"CA";"98.50"
"CH";"99.90"
"CL";"99999999999998"
"CL";"93.75"
"CN";"63.13"
"CI";"23.82"
"CM";"39.50"
"CD";"21.80"
"CG";"13.08"
"CK";"93.38"
"CO";"77.67"
"KM";"28.38"
"CV";"43.92"
"CR";"94.89"
"CU";"89.55"
"CW";"99999999999998"
"KY";"95.55"
"CY";"100.00"
"CZ";"99.14"
"DE";"99.21"
"DJ";"51.04"
"DM";"67.81"
"DK";"99.60"
"DO";"80.02"
"DZ";"84.72"
"EC";"74.07"
"EG";"92.59"
"ER";"8.43"
"ES";"99.90"
"EE";"99.20"
"ET";"3.88"
"FI";"99.45"
"FJ";"81.87"
"FK";"100.00"
"FR";"98.66"
"FO";"99999999999998"
"FM";"99999999999998"
"GA";"39.40"
"GB";"99.13"
"GE";"94.53"
"GH";"11.81"
"GN";"11.63"
"GP";"97.21"
"GM";"52.16"
"GW";"13.76"
"GQ";"78.85"
"GR";"97.07"
"GD";"91.50"
"GL";"99.60"
"GT";"60.90"
"GF";"93.86"
"GU";"89.14"
"GY";"79.90"
"HK";"96.95"
"HN";"65.73"
"HR";"97.19"
"HT";"19.85"
"HU";"98.04"
"ID";"49.31"
"IN";"26.20"
"IE";"89.30"
"IR";"87.52"
"IQ";"77.68"
"IS";"98.79"
"IL";"100.00"
"IT";"99999999999998"
"JM";"84.12"
"JO";"98.52"
"JP";"99.99"
"KZ";"97.07"
"KE";"30.74"
"KG";"92.58"
"KH";"19.52"
"KI";"32.70"
"KN";"87.44"
"KR";"100.00"
"KW";"100.00"
"LA";"37.26"
"LB";"76.62"
"LR";"13.85"
"LY";"99.70"
"LC";"78.83"
"LI";"99.95"
"LK";"87.29"
"LS";"14.68"
"LT";"86.58"
"LU";"97.69"
"LV";"87.38"
"MA";"72.05"
"MC";"100.00"
"MD";"73.31"
"MG";"5.51"
"MV";"83.99"
"MX";"79.09"
"MH";"85.91"
"MK";"89.80"
"ML";"21.72"
"MT";"100.00"
"MM";"68.54"
"ME";"99999999999998"
"MN";"50.80"
"MP";"75.07"
"MZ";"14.31"
"MR";"27.45"
"MS";"82.45"
"MQ";"97.04"
"MU";"91.76"
"MW";"36.31"
"MY";"97.45"
"YT";"99999999999998"
"NA";"29.33"
"NC";"100.00"
"NE";"7.26"
"NG";"35.53"
"NI";"63.62"
"NU";"100.00"
"NL";"97.97"
"NO";"98.07"
"NP";"24.75"
"NR";"65.68"
"NZ";"100.00"
"OM";"89.88"
"PK";"37.09"
"PA";"66.72"
"PE";"65.75"
"PH";"68.50"
"PW";"89.98"
"PG";"18.66"
"PL";"89.23"
"PR";"97.08"
"KP";"76.96"
"PT";"97.78"
"PY";"76.13"
"PS";"94.68"
"PF";"98.05"
"QA";"99.42"
"RE";"98.98"
"RO";"99999999999998"
"RU";"84.78"
"RW";"48.36"
"SA";"98.41"
"SD";"20.99"
"SN";"40.42"
"SG";"100.00"
"SH";"98.88"
"SB";"21.45"
"SL";"10.94"
"SV";"82.87"
"SM";"100.00"
"SO";"21.33"
"PM";"99999999999998"
"RS";"96.96"
"SS";"99999999999998"
"ST";"24.64"
"SR";"80.58"
"SK";"98.86"
"SI";"99.11"
"SE";"99.31"
"SZ";"50.95"
"SX";"99999999999998"
"SC";"95.41"
"SY";"93.00"
"TC";"82.41"
"TD";"9.80"
"TG";"11.52"
"TH";"94.94"
"TJ";"91.08"
"TK";"77.05"
"TM";"95.48"
"TL";"34.59"
"TO";"88.74"
"TT";"90.98"
"TN";"83.30"
"TR";"84.88"
"TV";"86.44"
"TZ";"9.66"
"UG";"16.15"
"UA";"94.93"
"UY";"94.21"
"US";"99.97"
"UZ";"94.44"
"VC";"74.33"
"VE";"89.17"
"VG";"96.80"
"VI";"96.70"
"VN";"58.61"
"VU";"53.08"
"WF";"94.70"
"WS";"98.66"
"YE";"43.25"
"ZA";"62.37"
"ZM";"27.00"
"ZW";"41.46"
