;indicadoressociais_15
"AW";"97.67"
"AF";"33.56"
"AO";"33.06"
"AI";"95.26"
"AL";"95.57"
"AD";"100.00"
"AE";"99.98"
"AR";"94.87"
"AM";"91.21"
"AS";"62.30"
"AG";"86.33"
"AU";"100.00"
"AT";"99.98"
"AZ";"81.59"
"BI";"47.88"
"BE";"99.49"
"BJ";"12.54"
"BF";"18.12"
"BD";"39.93"
"BG";"85.93"
"BH";"100.00"
"BS";"91.44"
"BA";"94.79"
"BY";"94.50"
"BZ";"85.60"
"BM";"99.92"
"BO";"47.81"
"BR";"82.04"
"BB";"94.00"
"BN";"96.35"
"BT";"60.00"
"BW";"58.58"
"CF";"23.04"
"CA";"98.50"
"CH";"99.89"
"CL";"98.50"
"CL";"97.75"
"CN";"70.14"
"CI";"27.37"
"CM";"39.04"
"CD";"20.55"
"CG";"14.25"
"CK";"96.35"
"CO";"81.75"
"KM";"32.02"
"CV";"58.68"
"CR";"96.32"
"CU";"90.31"
"CW";"98.82"
"KY";"95.55"
"CY";"99.65"
"CZ";"99.14"
"DE";"99.22"
"DJ";"51.21"
"DM";"76.63"
"DK";"99.60"
"DO";"81.78"
"DZ";"86.56"
"EC";"81.20"
"EG";"92.93"
"ER";"10.42"
"ES";"99.90"
"EE";"99.44"
"ET";"5.69"
"FI";"99.45"
"FJ";"90.13"
"FK";"100.00"
"FR";"98.66"
"FO";"90.88"
"FM";"68.39"
"GA";"40.30"
"GB";"99.12"
"GE";"88.81"
"GH";"13.28"
"GN";"17.61"
"GP";"98.00"
"GM";"45.76"
"GW";"18.19"
"GQ";"75.79"
"GR";"98.21"
"GD";"89.26"
"GL";"99.47"
"GT";"64.73"
"GF";"92.00"
"GU";"90.08"
"GY";"83.54"
"HK";"96.57"
"HN";"74.20"
"HR";"97.35"
"HT";"26.75"
"HU";"98.01"
"ID";"60.49"
"IN";"36.72"
"IE";"90.98"
"IR";"87.99"
"IQ";"83.29"
"IS";"98.78"
"IL";"100.00"
"IT";"99.28"
"JM";"84.94"
"JO";"97.46"
"JP";"99.99"
"KZ";"97.50"
"KE";"30.17"
"KG";"94.93"
"KH";"36.52"
"KI";"38.14"
"KN";"91.61"
"KR";"100.00"
"KW";"100.00"
"LA";"58.36"
"LB";"87.55"
"LR";"15.59"
"LY";"99.70"
"LC";"87.37"
"LI";"99.95"
"LK";"91.75"
"LS";"31.80"
"LT";"90.70"
"LU";"97.64"
"LV";"90.59"
"MA";"79.03"
"MC";"100.00"
"MD";"76.20"
"MG";"7.90"
"MV";"95.39"
"MX";"85.18"
"MH";"86.51"
"MK";"90.83"
"ML";"27.31"
"MT";"99.98"
"MM";"66.26"
"ME";"93.51"
"MN";"56.47"
"MP";"78.00"
"MZ";"19.62"
"MR";"37.36"
"MS";"87.97"
"MQ";"98.21"
"MU";"92.73"
"MW";"40.53"
"MY";"98.87"
"YT";"76.88"
"NA";"32.03"
"NC";"100.00"
"NE";"10.43"
"NG";"33.67"
"NI";"71.04"
"NU";"98.16"
"NL";"97.81"
"NO";"98.06"
"NP";"37.35"
"NR";"65.62"
"NZ";"100.00"
"OM";"96.41"
"PK";"49.61"
"PA";"72.66"
"PE";"72.48"
"PH";"72.20"
"PW";"99.59"
"PG";"18.61"
"PL";"94.38"
"PR";"97.12"
"KP";"77.04"
"PT";"98.79"
"PY";"85.03"
"PS";"95.46"
"PF";"97.29"
"QA";"99.68"
"RE";"98.98"
"RO";"81.63"
"RU";"87.13"
"RW";"57.01"
"SA";"100.00"
"SD";"28.33"
"SN";"44.99"
"SG";"100.00"
"SH";"99.33"
"SB";"27.29"
"SL";"13.01"
"SV";"87.87"
"SM";"100.00"
"SO";"18.51"
"PM";"99.34"
"RS";"95.61"
"SS";"99999999999998"
"ST";"33.62"
"SR";"79.57"
"SK";"98.90"
"SI";"99.11"
"SE";"99.31"
"SZ";"55.05"
"SX";"98.72"
"SC";"98.39"
"SY";"92.89"
"TC";"85.96"
"TD";"9.59"
"TG";"12.89"
"TH";"95.00"
"TJ";"93.89"
"TK";"85.79"
"TM";"96.14"
"TL";"39.77"
"TO";"91.58"
"TT";"92.00"
"TN";"89.28"
"TR";"92.04"
"TV";"90.06"
"TZ";"17.52"
"UG";"17.92"
"UA";"95.57"
"UY";"95.08"
"US";"99.97"
"UZ";"100.00"
"VC";"82.51"
"VE";"93.20"
"VG";"96.85"
"VI";"97.40"
"VN";"70.31"
"VU";"53.30"
"WF";"96.67"
"WS";"97.55"
"YE";"52.98"
"ZA";"68.89"
"ZM";"29.46"
"ZW";"39.79"
