;populacao_5
"BI";"88.8"
"KM";"71.9"
"DJ";"22.9"
"ER";"63.6"
"ET";"81.8"
"KE";"75.6"
"MG";"66.8"
"MW";"84.2"
"MU";"58.7"
"YT";"51.9"
"MZ";"67.2"
"RE";"1.1"
"RW";"83.1"
"SC";"45.9"
"SO";"58.4"
"SS";"81.8"
"UG";"79.6"
"TZ";"70.5"
"ZM";"59.7"
"ZW";"67.2"
"AO";"38.7"
"CM";"47.2"
"CF";"60.6"
"TD";"77.9"
"CG";"35.8"
"CD";"58.9"
"GQ";"31.0"
"GA";"13.4"
"ST";"32.8"
"DZ";"31.1"
"EG";"57.1"
"LY";"21.5"
"MA";"40.9"
"SD";"66.7"
"TN";"32.8"
"EH";"13.6"
"BW";"35.2"
"LS";"74.3"
"NA";"56.3"
"ZA";"36.7"
"SZ";"77.2"
"BJ";"55.9"
"BF";"74.2"
"CV";"37.2"
"CI";"51.8"
"GM";"42.9"
"GH";"47.9"
"GN";"65.7"
"GW";"59.1"
"LR";"51.4"
"ML";"62.4"
"MR";"51.6"
"NE";"83.8"
"NG";"54.8"
"SH";"60.5"
"SN";"55.4"
"SL";"60.4"
"TG";"61.5"
"CN";"48.2"
"HK";"0.0"
"MO";"0.0"
"TW";"24.4"
"KP";"39.3"
"JP";"8.8"
"MN";"32.0"
"KR";"18.2"
"KZ";"43.0"
"KG";"64.6"
"TJ";"73.5"
"TM";"50.8"
"UZ";"49.0"
"AF";"75.8"
"BD";"68.0"
"BT";"63.6"
"IN";"68.4"
"IR";"28.2"
"MV";"62.7"
"NP";"82.5"
"PK";"64.6"
"LK";"81.8"
"BN";"24.3"
"KH";"79.0"
"ID";"48.7"
"LA";"68.7"
"MY";"27.7"
"MM";"70.7"
"PH";"54.3"
"SG";"0.0"
"TH";"54.6"
"TL";"71.6"
"VN";"68.3"
"AM";"36.8"
"AZ";"46.1"
"BH";"11.2"
"CY";"32.7"
"GE";"43.7"
"IQ";"30.6"
"IL";"8.0"
"JO";"11.8"
"KW";"0.0"
"LB";"12.4"
"OM";"22.4"
"QA";"1.3"
"SA";"17.5"
"PS";"25.4"
"SY";"46.4"
"TR";"28.0"
"AE";"15.3"
"YE";"67.0"
"BY";"24.3"
"BG";"27.0"
"CZ";"26.8"
"HU";"30.3"
"PL";"39.4"
"MD";"57.4"
"RO";"46.0"
"RU";"26.2"
"SK";"45.7"
"UA";"31.2"
"DK";"12.9"
"EE";"32.0"
"FO";"58.8"
"FI";"15.2"
"IS";"6.4"
"IE";"38.1"
"IM";"48.0"
"LV";"32.1"
"LT";"33.1"
"NO";"20.1"
"SE";"14.4"
"GB";"18.2"
"AL";"45.7"
"AD";"11.4"
"BA";"53.8"
"HR";"44.5"
"GI";"0.0"
"GR";"23.0"
"VA";"0.0"
"IT";"31.3"
"MT";"5.8"
"ME";"35.2"
"PT";"38.2"
"SM";"3.8"
"RS";"44.6"
"SI";"46.9"
"ES";"21.1"
"MK";"42.9"
"AT";"42.9"
"BE";"2.3"
"FR";"21.1"
"DE";"22.8"
"LI";"85.6"
"LU";"10.8"
"MC";"0.0"
"NL";"11.4"
"CH";"26.4"
"AI";"0.0"
"AG";"74.5"
"AW";"57.0"
"BS";"17.5"
"BB";"68.5"
"VG";"54.5"
"KY";"0.0"
"CU";"23.2"
"CW";"10.4"
"DM";"31.3"
"DO";"24.2"
"GD";"64.1"
"GP";"1.6"
"HT";"50.5"
"JM";"45.9"
"MQ";"11.0"
"MS";"90.9"
"PR";"6.3"
"KN";"68.9"
"LC";"81.6"
"VC";"50.3"
"SX";"0.0"
"TT";"46.3"
"TC";"8.9"
"VI";"5.1"
"BZ";"54.8"
"CR";"26.1"
"SV";"32.8"
"GT";"51.0"
"HN";"46.8"
"MX";"21.6"
"NI";"42.7"
"PA";"34.3"
"AR";"8.9"
"BO";"32.7"
"BR";"15.1"
"CL";"12.8"
"CO";"21.3"
"EC";"37.0"
"FK";"25.3"
"GF";"16.4"
"GY";"73.6"
"PY";"40.1"
"PE";"23.2"
"SR";"33.8"
"UY";"5.3"
"VE";"11.9"
"BM";"0.0"
"CA";"18.9"
"GL";"14.8"
"PM";"10.1"
"US";"18.9"
"AU";"14.6"
"NZ";"13.8"
"FJ";"46.8"
"NC";"32.0"
"PG";"87.0"
"SB";"79.0"
"VU";"75.3"
"FM";"32.9"
"GU";"5.7"
"KI";"50.9"
"MH";"25.5"
"FM";"77.7"
"NR";"0.0"
"MP";"8.9"
"PW";"23.8"
"AS";"12.6"
"CK";"26.3"
"PF";"38.5"
"NU";"59.7"
"WS";"80.4"
"TK";"100.0"
"TO";"76.6"
"TV";"43.2"
"WF";"100.0"
