;populacao_5
"BI";"89.1"
"KM";"72.0"
"DJ";"22.9"
"ER";"64.2"
"ET";"82.3"
"KE";"76.0"
"MG";"67.4"
"MW";"84.3"
"MU";"58.6"
"YT";"51.5"
"MZ";"67.7"
"RE";"1.3"
"RW";"83.1"
"SC";"46.3"
"SO";"59.0"
"SS";"82.0"
"UG";"80.1"
"TZ";"71.2"
"ZM";"60.2"
"ZW";"67.0"
"AO";"39.5"
"CM";"47.8"
"CF";"60.9"
"TD";"78.0"
"CG";"36.3"
"CD";"59.5"
"GQ";"32.5"
"GA";"13.9"
"ST";"33.9"
"DZ";"31.8"
"EG";"57.0"
"LY";"21.7"
"MA";"41.4"
"SD";"66.8"
"TN";"33.1"
"EH";"13.7"
"BW";"36.1"
"LS";"74.7"
"NA";"57.4"
"ZA";"37.3"
"SZ";"77.3"
"BJ";"56.4"
"BF";"74.8"
"CV";"37.7"
"CI";"52.3"
"GM";"43.6"
"GH";"48.6"
"GN";"66.0"
"GW";"59.5"
"LR";"51.8"
"ML";"63.2"
"MR";"52.5"
"NE";"83.8"
"NG";"55.6"
"SH";"60.5"
"SN";"55.8"
"SL";"60.8"
"TG";"62.0"
"CN";"49.5"
"HK";"0.0"
"MO";"0.0"
"TW";"24.9"
"KP";"39.4"
"JP";"8.9"
"MN";"32.0"
"KR";"18.1"
"KZ";"43.1"
"KG";"64.7"
"TJ";"73.5"
"TM";"51.2"
"UZ";"48.9"
"AF";"76.1"
"BD";"68.8"
"BT";"64.4"
"IN";"68.7"
"IR";"28.8"
"MV";"63.2"
"NP";"82.9"
"PK";"64.8"
"LK";"81.8"
"BN";"24.7"
"KH";"79.3"
"ID";"49.4"
"LA";"69.3"
"MY";"28.4"
"MM";"70.9"
"PH";"54.5"
"SG";"0.0"
"TH";"55.3"
"TL";"71.9"
"VN";"68.9"
"AM";"36.7"
"AZ";"46.4"
"BH";"11.3"
"CY";"32.6"
"GE";"44.1"
"IQ";"30.7"
"IL";"8.1"
"JO";"12.8"
"KW";"0.0"
"LB";"12.5"
"OM";"23.8"
"QA";"1.4"
"SA";"17.7"
"PS";"25.6"
"SY";"45.4"
"TR";"28.6"
"AE";"15.6"
"YE";"67.6"
"BY";"24.8"
"BG";"27.4"
"CZ";"26.8"
"HU";"30.6"
"PL";"39.2"
"MD";"57.4"
"RO";"46.0"
"RU";"26.3"
"SK";"45.6"
"UA";"31.3"
"DK";"13.0"
"EE";"32.0"
"FO";"58.9"
"FI";"15.7"
"IS";"6.4"
"IE";"38.3"
"IM";"48.0"
"LV";"32.1"
"LT";"33.3"
"NO";"20.5"
"SE";"14.7"
"GB";"18.4"
"AL";"46.8"
"AD";"11.3"
"BA";"54.1"
"HR";"44.7"
"GI";"0.0"
"GR";"23.4"
"VA";"0.0"
"IT";"31.6"
"MT";"5.9"
"ME";"35.5"
"PT";"38.8"
"SM";"4.0"
"RS";"44.8"
"SI";"47.1"
"ES";"21.3"
"MK";"42.9"
"AT";"42.9"
"BE";"2.3"
"FR";"21.4"
"DE";"22.8"
"LI";"85.6"
"LU";"11.1"
"MC";"0.0"
"NL";"12.1"
"CH";"26.4"
"AI";"0.0"
"AG";"74.3"
"AW";"57.1"
"BS";"17.5"
"BB";"68.3"
"VG";"54.9"
"KY";"0.0"
"CU";"23.3"
"CW";"10.2"
"DM";"31.6"
"DO";"25.2"
"GD";"64.1"
"GP";"1.6"
"HT";"51.5"
"JM";"46.1"
"MQ";"11.0"
"MS";"90.9"
"PR";"6.2"
"KN";"68.8"
"LC";"81.6"
"VC";"50.6"
"SX";"0.0"
"TT";"46.2"
"TC";"9.3"
"VI";"5.2"
"BZ";"54.8"
"CR";"27.1"
"SV";"33.7"
"GT";"51.3"
"HN";"47.5"
"MX";"21.9"
"NI";"42.9"
"PA";"34.6"
"AR";"9.0"
"BO";"33.1"
"BR";"15.4"
"CL";"12.9"
"CO";"21.7"
"EC";"37.2"
"FK";"25.8"
"GF";"16.7"
"GY";"73.6"
"PY";"40.4"
"PE";"23.4"
"SR";"33.7"
"UY";"5.4"
"VE";"11.9"
"BM";"0.0"
"CA";"18.9"
"GL";"15.2"
"PM";"10.1"
"US";"19.1"
"AU";"14.7"
"NZ";"13.9"
"FJ";"47.3"
"NC";"32.4"
"PG";"87.0"
"SB";"79.5"
"VU";"75.4"
"FM";"33.1"
"GU";"5.8"
"KI";"51.8"
"MH";"26.0"
"FM";"77.7"
"NR";"0.0"
"MP";"9.0"
"PW";"24.5"
"AS";"12.5"
"CK";"26.5"
"PF";"39.1"
"NU";"60.5"
"WS";"80.1"
"TK";"100.0"
"TO";"76.6"
"TV";"44.2"
"WF";"100.0"
