;populacao_4
"BI";"9.9"
"KM";"27.9"
"DJ";"76.9"
"ER";"33.0"
"ET";"16.1"
"KE";"22.4"
"MG";"30.0"
"MW";"15.2"
"MU";"41.9"
"YT";"50.1"
"MZ";"30.4"
"RE";"97.4"
"RW";"16.9"
"SC";"52.3"
"SO";"34.4"
"SS";"17.4"
"UG";"17.9"
"TZ";"26.1"
"ZM";"37.9"
"ZW";"33.7"
"AO";"57.5"
"CM";"49.8"
"CF";"38.3"
"TD";"21.9"
"CG";"61.9"
"CD";"38.5"
"GQ";"61.1"
"GA";"83.7"
"ST";"61.5"
"DZ";"65.4"
"EG";"43.1"
"LY";"77.4"
"MA";"56.3"
"SD";"32.9"
"TN";"65.8"
"EH";"86.1"
"BW";"57.9"
"LS";"23.3"
"NA";"38.6"
"ZA";"60.6"
"SZ";"21.8"
"BJ";"41.6"
"BF";"23.0"
"CV";"59.4"
"CI";"46.1"
"GM";"53.5"
"GH";"48.7"
"GN";"32.8"
"GW";"38.9"
"LR";"46.7"
"ML";"33.6"
"MR";"43.9"
"NE";"16.2"
"NG";"40.8"
"SH";"39.7"
"SN";"42.5"
"SL";"37.7"
"TG";"36.1"
"CN";"45.2"
"HK";"100.0"
"MO";"100.0"
"TW";"73.3"
"KP";"60.0"
"JP";"88.2"
"MN";"64.6"
"KR";"81.6"
"KZ";"56.6"
"KG";"35.3"
"TJ";"26.5"
"TM";"47.6"
"UZ";"49.5"
"AF";"23.1"
"BD";"28.2"
"BT";"32.5"
"IN";"29.9"
"IR";"68.9"
"MV";"35.2"
"NP";"15.8"
"PK";"34.4"
"LK";"18.3"
"BN";"73.9"
"KH";"19.4"
"ID";"47.5"
"LA";"28.3"
"MY";"68.4"
"MM";"28.3"
"PH";"45.5"
"SG";"100.0"
"TH";"40.0"
"TL";"26.7"
"VN";"28.5"
"AM";"63.7"
"AZ";"52.8"
"BH";"88.5"
"CY";"68.0"
"GE";"54.4"
"IQ";"68.9"
"IL";"91.6"
"JO";"82.4"
"KW";"100.0"
"LB";"86.9"
"OM";"73.5"
"QA";"97.9"
"SA";"81.4"
"PS";"73.5"
"SY";"54.5"
"TR";"69.1"
"AE";"83.0"
"YE";"30.1"
"BY";"73.3"
"BG";"71.3"
"CZ";"73.5"
"HU";"67.4"
"PL";"61.2"
"MD";"42.7"
"RO";"53.4"
"RU";"73.6"
"SK";"55.3"
"UA";"68.2"
"DK";"86.3"
"EE";"68.5"
"FO";"40.3"
"FI";"83.2"
"IS";"93.3"
"IE";"60.9"
"IM";"51.9"
"LV";"67.9"
"LT";"66.8"
"NO";"78.2"
"SE";"84.6"
"GB";"80.5"
"AL";"48.9"
"AD";"89.3"
"BA";"44.6"
"HR";"54.7"
"GI";"100.0"
"GR";"75.2"
"VA";"100.0"
"IT";"68.0"
"MT";"93.9"
"ME";"63.1"
"PT";"58.8"
"SM";"95.0"
"RS";"54.3"
"SI";"52.0"
"ES";"77.7"
"MK";"57.3"
"AT";"58.3"
"BE";"97.5"
"FR";"77.6"
"DE";"76.4"
"LI";"14.6"
"LU";"87.4"
"MC";"100.0"
"NL";"84.5"
"CH";"73.5"
"AI";"100.0"
"AG";"28.0"
"AW";"44.2"
"BS";"82.3"
"BB";"32.5"
"VG";"43.8"
"KY";"100.0"
"CU";"76.3"
"CW";"90.3"
"DM";"67.2"
"DO";"70.0"
"GD";"35.9"
"GP";"98.4"
"HT";"44.6"
"JM";"53.2"
"MQ";"89.2"
"MS";"9.3"
"PR";"94.0"
"KN";"31.7"
"LC";"21.1"
"VC";"47.8"
"SX";"100.0"
"TT";"54.6"
"TC";"88.8"
"VI";"94.1"
"BZ";"45.3"
"CR";"68.2"
"SV";"62.8"
"GT";"47.5"
"HN";"49.9"
"MX";"76.9"
"NI";"56.3"
"PA";"64.3"
"AR";"90.4"
"BO";"65.1"
"BR";"83.5"
"CL";"86.9"
"CO";"76.8"
"EC";"62.1"
"FK";"72.0"
"GF";"81.9"
"GY";"27.3"
"PY";"58.3"
"PE";"75.8"
"SR";"66.6"
"UY";"93.8"
"VE";"88.0"
"BM";"100.0"
"CA";"80.4"
"GL";"83.5"
"PM";"89.9"
"US";"80.3"
"AU";"84.8"
"NZ";"86.3"
"FJ";"50.7"
"NC";"65.3"
"PG";"13.1"
"SB";"18.7"
"VU";"23.7"
"FM";"66.1"
"GU";"93.8"
"KI";"44.9"
"MH";"72.1"
"FM";"22.3"
"NR";"100.0"
"MP";"90.7"
"PW";"72.7"
"AS";"87.9"
"CK";"72.5"
"PF";"58.6"
"NU";"36.4"
"WS";"20.8"
"TK";"0.0"
"TO";"23.2"
"TV";"51.7"
"WF";"0.0"
