;populacao_4
"BI";"10.9"
"KM";"28.0"
"DJ";"77.1"
"ER";"35.8"
"ET";"17.7"
"KE";"24.0"
"MG";"32.6"
"MW";"15.7"
"MU";"41.4"
"YT";"48.5"
"MZ";"32.3"
"RE";"98.7"
"RW";"16.9"
"SC";"53.7"
"SO";"41.0"
"SS";"18.0"
"UG";"19.9"
"TZ";"28.8"
"ZM";"39.9"
"ZW";"33.0"
"AO";"60.5"
"CM";"52.2"
"CF";"39.1"
"TD";"22.1"
"CG";"63.7"
"CD";"40.5"
"GQ";"67.5"
"GA";"86.1"
"ST";"66.1"
"DZ";"68.2"
"EG";"43.0"
"LY";"78.3"
"MA";"58.6"
"SD";"33.2"
"TN";"66.9"
"EH";"86.3"
"BW";"63.9"
"LS";"25.3"
"NA";"42.6"
"ZA";"62.8"
"SZ";"22.7"
"BJ";"43.6"
"BF";"25.2"
"CV";"62.3"
"CI";"47.8"
"GM";"56.4"
"GH";"51.4"
"GN";"34.0"
"GW";"40.5"
"LR";"48.2"
"ML";"36.8"
"MR";"47.5"
"NE";"16.2"
"NG";"44.4"
"SH";"39.5"
"SN";"44.2"
"SL";"39.3"
"TG";"38.0"
"CN";"50.5"
"HK";"100.0"
"MO";"100.0"
"TW";"75.2"
"KP";"60.6"
"JP";"91.1"
"MN";"68.0"
"KR";"81.9"
"KZ";"56.9"
"KG";"35.4"
"TJ";"26.5"
"TM";"48.8"
"UZ";"51.2"
"AF";"24.0"
"BD";"31.2"
"BT";"35.6"
"IN";"31.3"
"IR";"71.2"
"MV";"36.9"
"NP";"17.1"
"PK";"35.2"
"LK";"18.2"
"BN";"75.3"
"KH";"20.7"
"ID";"50.6"
"LA";"30.7"
"MY";"71.6"
"MM";"29.1"
"PH";"45.5"
"SG";"100.0"
"TH";"44.7"
"TL";"28.1"
"VN";"31.1"
"AM";"63.3"
"AZ";"53.6"
"BH";"88.7"
"CY";"67.4"
"GE";"55.9"
"IQ";"69.3"
"IL";"91.9"
"JO";"87.2"
"KW";"100.0"
"LB";"87.5"
"OM";"76.2"
"QA";"98.6"
"SA";"82.3"
"PS";"74.4"
"SY";"54.6"
"TR";"71.4"
"AE";"84.4"
"YE";"32.4"
"BY";"75.2"
"BG";"72.6"
"CZ";"73.2"
"HU";"69.4"
"PL";"60.8"
"MD";"42.6"
"RO";"54.0"
"RU";"73.7"
"SK";"54.4"
"UA";"68.7"
"DK";"87.0"
"EE";"68.0"
"FO";"41.1"
"FI";"84.3"
"IS";"93.6"
"IE";"61.7"
"IM";"52.0"
"LV";"67.9"
"LT";"66.7"
"NO";"79.5"
"SE";"85.3"
"GB";"81.6"
"AL";"53.3"
"AD";"88.7"
"BA";"45.9"
"HR";"55.3"
"GI";"100.0"
"GR";"76.7"
"VA";"100.0"
"IT";"68.4"
"MT";"94.1"
"ME";"64.5"
"PT";"61.2"
"SM";"96.0"
"RS";"55.2"
"SI";"52.9"
"ES";"78.7"
"MK";"57.1"
"AT";"57.1"
"BE";"97.7"
"FR";"78.6"
"DE";"77.2"
"LI";"14.4"
"LU";"88.9"
"MC";"100.0"
"NL";"87.9"
"CH";"73.6"
"AI";"100.0"
"AG";"25.7"
"AW";"42.9"
"BS";"82.5"
"BB";"31.7"
"VG";"45.2"
"KY";"100.0"
"CU";"76.7"
"CW";"89.8"
"DM";"68.4"
"DO";"74.8"
"GD";"35.9"
"GP";"98.4"
"HT";"48.5"
"JM";"53.9"
"MQ";"89.0"
"MS";"9.1"
"PR";"93.8"
"KN";"31.2"
"LC";"18.5"
"VC";"49.4"
"SX";"100.0"
"TT";"53.8"
"TC";"90.7"
"VI";"94.8"
"BZ";"45.2"
"CR";"72.9"
"SV";"66.3"
"GT";"48.7"
"HN";"52.5"
"MX";"78.1"
"NI";"57.1"
"PA";"65.4"
"AR";"91.0"
"BO";"66.9"
"BR";"84.6"
"CL";"87.1"
"CO";"78.3"
"EC";"62.9"
"FK";"74.2"
"GF";"83.3"
"GY";"26.4"
"PY";"59.6"
"PE";"76.6"
"SR";"66.3"
"UY";"94.6"
"VE";"88.1"
"BM";"100.0"
"CA";"81.1"
"GL";"84.8"
"PM";"89.9"
"US";"80.9"
"AU";"85.3"
"NZ";"86.1"
"FJ";"52.7"
"NC";"67.6"
"PG";"13.0"
"SB";"20.5"
"VU";"24.6"
"FM";"66.9"
"GU";"94.2"
"KI";"48.2"
"MH";"74.0"
"FM";"22.3"
"NR";"100.0"
"MP";"91.0"
"PW";"75.5"
"AS";"87.5"
"CK";"73.5"
"PF";"60.9"
"NU";"39.5"
"WS";"19.9"
"TK";"0.0"
"TO";"23.4"
"TV";"55.8"
"WF";"0.0"
