;redes_28
"AF";"0.16"
"AL";"8.20"
"DZ";"6.42"
"AS";"18.12"
"AD";"48.06"
"AO";"0.47"
"AI";"45.27"
"AG";"43.53"
"AR";"22.46"
"AM";"18.68"
"AW";"38.54"
"AU";"53.10"
"AT";"47.42"
"AZ";"11.26"
"BS";"41.76"
"BH";"23.85"
"BD";"0.53"
"BB";"49.22"
"BY";"31.53"
"BE";"46.79"
"BZ";"12.37"
"BJ";"0.88"
"BM";"83.24"
"BT";"3.79"
"BO";"6.93"
"BA";"24.82"
"BW";"7.28"
"BR";"21.48"
"VG";"71.88"
"BN";"23.18"
"BG";"36.10"
"BF";"0.53"
"BI";"0.34"
"KH";"0.24"
"CM";"0.59"
"CA";"65.17"
"CV";"15.59"
"KY";"82.56"
"CF";"0.24"
"TD";"0.13"
"CL";"20.58"
"CN";"20.11"
"CO";"18.62"
"KM";"2.27"
"CD";"0.02"
"CG";"0.20"
"CK";"34.29"
"CR";"28.10"
"CI";"1.35"
"HR";"42.64"
"CU";"6.44"
"CY";"42.49"
"CZ";"35.42"
"KP";"4.16"
"DK";"67.09"
"DJ";"1.34"
"DM";"32.05"
"DO";"10.13"
"EC";"11.52"
"EG";"11.81"
"SV";"12.60"
"GQ";"1.38"
"ER";"1.02"
"EE";"33.58"
"ET";"0.56"
"FK";"88.11"
"FO";"50.64"
"FJ";"12.49"
"FI";"49.12"
"FR";"56.01"
"GF";"27.18"
"PF";"21.54"
"GA";"2.89"
"GM";"3.10"
"GE";"14.57"
"DE";"66.39"
"GH";"1.42"
"GI";"78.81"
"GR";"56.04"
"GL";"44.52"
"GD";"31.89"
"GP";"50.67"
"GU";"41.55"
"GT";"7.55"
"GG";"81.86"
"GN";"0.28"
"GW";"0.80"
"GY";"12.28"
"HT";"1.56"
"HN";"4.75"
"HK";"56.12"
"HU";"35.52"
"IS";"66.87"
"IN";"3.79"
"ID";"3.65"
"IR";"22.29"
"IQ";"4.62"
"IE";"48.28"
"IL";"45.88"
"IT";"45.74"
"JM";"16.91"
"JP";"47.02"
"JE";"84.09"
"JO";"11.54"
"KZ";"14.63"
"KE";"0.96"
"KI";"4.95"
"KR";"52.06"
"KW";"22.45"
"KG";"7.90"
"LA";"1.25"
"LV";"28.36"
"LB";"18.91"
"LS";"1.83"
"LR";"99999999999998"
"LY";"13.35"
"LI";"57.98"
"LT";"24.14"
"LU";"54.77"
"MO";"37.95"
"MG";"0.34"
"MW";"0.69"
"MY";"18.52"
"MV";"9.95"
"ML";"0.51"
"MT";"51.65"
"MH";"8.56"
"MQ";"43.60"
"MR";"1.29"
"MU";"28.80"
"YT";"6.00"
"MX";"15.46"
"FM";"10.43"
"MD";"18.96"
"MC";"101.72"
"MN";"5.59"
"ME";"99999999999998"
"MS";"99999999999998"
"MA";"4.09"
"MZ";"0.39"
"MM";"0.76"
"NA";"6.41"
"NR";"17.81"
"NP";"1.49"
"AN";"45.70"
"NL";"48.43"
"NC";"23.08"
"NZ";"44.70"
"NI";"3.91"
"NE";"0.18"
"NG";"0.67"
"NU";"59.83"
"MP";"33.22"
"NO";"48.93"
"OM";"9.90"
"PK";"2.74"
"PS";"7.08"
"PA";"11.89"
"PG";"1.05"
"PY";"5.01"
"PE";"6.83"
"PH";"4.02"
"PL";"31.98"
"PT";"40.82"
"PR";"32.02"
"QA";"26.80"
"RE";"44.08"
"RO";"19.93"
"RU";"24.97"
"RW";"0.29"
"ST";"4.70"
"WS";"7.48"
"SM";"72.61"
"SA";"15.53"
"SN";"2.14"
"RS";"99999999999998"
"SC";"24.67"
"SL";"0.49"
"SG";"44.47"
"SK";"23.98"
"SI";"40.84"
"SB";"1.40"
"SO";"1.02"
"ZA";"10.30"
"SS";"99999999999998"
"ES";"41.64"
"LK";"4.89"
"SH";"47.84"
"KN";"49.68"
"LC";"30.44"
"PM";"76.74"
"VC";"19.56"
"SD";"3.18"
"SR";"16.34"
"SZ";"4.25"
"SE";"64.57"
"CH";"73.01"
"SY";"13.84"
"TW";"62.38"
"TJ";"3.73"
"TZ";"0.40"
"MK";"25.57"
"TH";"10.27"
"TL";"0.21"
"TG";"1.13"
"TK";"19.25"
"TO";"12.03"
"TT";"24.83"
"TN";"11.71"
"TR";"28.62"
"TM";"8.08"
"TC";"15.87"
"TV";"7.17"
"UG";"0.23"
"UA";"23.35"
"AE";"30.35"
"GB";"57.99"
"US";"63.07"
"UY";"28.21"
"UZ";"6.65"
"VU";"3.29"
"VE";"11.43"
"VN";"5.32"
"VI";"64.32"
"WF";"11.49"
"YE";"3.57"
"ZM";"0.77"
"ZW";"2.38"
