;populacao_5
"BI";"87.0"
"KM";"71.0"
"DJ";"22.2"
"ER";"59.9"
"ET";"79.2"
"KE";"73.0"
"MG";"62.8"
"MW";"83.1"
"MU";"59.2"
"YT";"53.9"
"MZ";"64.0"
"RE";"0.4"
"RW";"82.8"
"SC";"43.3"
"SO";"55.0"
"SS";"80.4"
"UG";"76.2"
"TZ";"66.2"
"ZM";"56.5"
"ZW";"67.8"
"AO";"34.5"
"CM";"43.6"
"CF";"58.6"
"TD";"76.9"
"CG";"33.1"
"CD";"55.5"
"GQ";"27.9"
"GA";"10.6"
"ST";"27.2"
"DZ";"27.4"
"EG";"57.3"
"LY";"19.9"
"MA";"37.6"
"SD";"65.4"
"TN";"31.1"
"EH";"13.3"
"BW";"30.6"
"LS";"71.9"
"NA";"50.0"
"ZA";"33.6"
"SZ";"76.2"
"BJ";"52.7"
"BF";"70.6"
"CV";"34.3"
"CI";"49.2"
"GM";"38.7"
"GH";"43.9"
"GN";"63.9"
"GW";"56.6"
"LR";"48.9"
"ML";"57.6"
"MR";"46.3"
"NE";"83.6"
"NG";"49.7"
"SH";"60.2"
"SN";"52.8"
"SL";"57.9"
"TG";"58.3"
"CN";"40.9"
"HK";"0.0"
"MO";"0.0"
"TW";"21.8"
"KP";"38.1"
"JP";"8.4"
"MN";"31.6"
"KR";"18.5"
"KZ";"42.6"
"KG";"63.7"
"TJ";"72.9"
"TM";"48.4"
"UZ";"49.5"
"AF";"74.5"
"BD";"63.4"
"BT";"59.1"
"IN";"66.0"
"IR";"25.1"
"MV";"60.2"
"NP";"80.3"
"PK";"63.3"
"LK";"81.5"
"BN";"22.4"
"KH";"76.6"
"ID";"44.7"
"LA";"65.0"
"MY";"24.0"
"MM";"69.4"
"PH";"53.1"
"SG";"0.0"
"TH";"50.1"
"TL";"69.4"
"VN";"64.1"
"AM";"36.9"
"AZ";"44.3"
"BH";"10.7"
"CY";"33.2"
"GE";"41.4"
"IQ";"29.5"
"IL";"7.6"
"JO";"9.0"
"KW";"0.0"
"LB";"11.4"
"OM";"15.5"
"QA";"0.9"
"SA";"16.2"
"PS";"23.8"
"SY";"45.8"
"TR";"24.9"
"AE";"13.5"
"YE";"63.4"
"BY";"21.4"
"BG";"25.0"
"CZ";"26.2"
"HU";"28.7"
"PL";"39.9"
"MD";"57.4"
"RO";"46.0"
"RU";"25.6"
"SK";"46.3"
"UA";"30.7"
"DK";"12.1"
"EE";"31.1"
"FO";"57.9"
"FI";"14.6"
"IS";"6.2"
"IE";"36.8"
"IM";"47.4"
"LV";"31.9"
"LT";"32.3"
"NO";"17.8"
"SE";"12.6"
"GB";"16.6"
"AL";"39.7"
"AD";"11.9"
"BA";"51.8"
"HR";"43.1"
"GI";"0.0"
"GR";"20.9"
"VA";"0.0"
"IT";"29.6"
"MT";"5.4"
"ME";"33.2"
"PT";"34.8"
"SM";"2.8"
"RS";"43.9"
"SI";"45.5"
"ES";"19.7"
"MK";"42.0"
"AT";"41.7"
"BE";"2.0"
"FR";"19.6"
"DE";"22.7"
"LI";"85.7"
"LU";"9.0"
"MC";"0.0"
"NL";"8.5"
"CH";"26.2"
"AI";"0.0"
"AG";"75.4"
"AW";"56.6"
"BS";"17.0"
"BB";"68.9"
"VG";"52.3"
"KY";"0.0"
"CU";"23.0"
"CW";"10.9"
"DM";"29.5"
"DO";"18.9"
"GD";"63.7"
"GP";"1.5"
"HT";"44.7"
"JM";"44.3"
"MQ";"11.0"
"MS";"90.9"
"PR";"6.4"
"KN";"69.2"
"LC";"81.3"
"VC";"47.8"
"SX";"0.0"
"TT";"46.8"
"TC";"6.9"
"VI";"4.3"
"BZ";"54.3"
"CR";"20.7"
"SV";"28.0"
"GT";"49.0"
"HN";"42.9"
"MX";"19.8"
"NI";"41.5"
"PA";"32.3"
"AR";"8.1"
"BO";"30.6"
"BR";"13.4"
"CL";"12.4"
"CO";"19.2"
"EC";"36.2"
"FK";"22.4"
"GF";"14.7"
"GY";"73.4"
"PY";"38.4"
"PE";"22.1"
"SR";"33.9"
"UY";"4.7"
"VE";"11.8"
"BM";"0.0"
"CA";"18.6"
"GL";"13.2"
"PM";"10.1"
"US";"17.7"
"AU";"14.0"
"NZ";"13.5"
"FJ";"43.8"
"NC";"29.3"
"PG";"86.8"
"SB";"76.3"
"VU";"74.7"
"FM";"31.3"
"GU";"5.2"
"KI";"45.9"
"MH";"23.0"
"FM";"77.3"
"NR";"0.0"
"MP";"8.4"
"PW";"20.1"
"AS";"12.9"
"CK";"25.0"
"PF";"38.2"
"NU";"55.2"
"WS";"81.8"
"TK";"100.0"
"TO";"76.9"
"TV";"37.6"
"WF";"100.0"
